Date,Country,Sector,Supply_Chain_Disruption_Index,Estimated_GDP_Impact_MUSD,Avg_Delivery_Delay_Days,Input_Cost_Increase_Pct,Inventory_Stress_Score,Supplier_Diversification_Score,Conflict_Phase
2025-02-01,Japan,Automotive,26.3,0.3,9.4,5.01,5.6,3.6,Regional Spread
2025-02-01,Japan,Textiles,14.9,0.2,4.3,1.86,2.3,3.6,Regional Spread
2025-02-01,Japan,Chemicals,33.4,0.4,11.3,4.92,6.6,3.6,Regional Spread
2025-02-01,South Korea,Energy,37.9,0.2,14.5,6.34,7.9,4.8,Regional Spread
2025-02-01,South Korea,Manufacturing,30.4,0.1,9.0,3.61,5.1,4.8,Regional Spread
2025-02-01,South Korea,Agriculture,16.8,0.1,4.4,2.74,3.0,4.8,Regional Spread
2025-02-01,South Korea,Pharmaceuticals,12.5,0.0,4.0,1.94,2.6,4.8,Regional Spread
2025-02-01,South Korea,Electronics,17.5,0.1,6.5,3.39,3.4,4.8,Regional Spread
2025-02-01,South Korea,Automotive,26.4,0.1,8.2,3.52,4.5,4.8,Regional Spread
2025-02-01,South Korea,Textiles,9.7,0.1,3.3,1.98,2.1,4.8,Regional Spread
2025-02-01,South Korea,Chemicals,32.5,0.1,10.7,4.94,4.9,4.8,Regional Spread
2025-02-01,Australia,Energy,8.9,0.0,2.5,1.28,1.6,9.4,Regional Spread
2025-02-01,Australia,Manufacturing,4.8,0.0,1.9,0.91,1.1,9.4,Regional Spread
2025-02-01,Australia,Agriculture,3.6,0.0,1.1,0.52,0.5,9.4,Regional Spread
2025-02-01,Australia,Pharmaceuticals,2.8,0.0,1.0,0.5,0.5,9.4,Regional Spread
2025-02-01,Australia,Electronics,4.7,0.0,1.2,0.55,0.8,9.4,Regional Spread
2025-02-01,Australia,Automotive,4.9,0.0,1.8,0.7,0.9,9.4,Regional Spread
2025-02-01,Australia,Textiles,2.0,0.0,0.9,0.36,0.4,9.4,Regional Spread
2025-02-01,Australia,Chemicals,6.1,0.0,2.1,1.04,1.1,9.4,Regional Spread
2025-02-01,Indonesia,Energy,8.7,0.0,3.6,1.43,2.0,9.2,Regional Spread
2025-02-01,Indonesia,Manufacturing,6.0,0.0,2.2,0.97,1.3,9.2,Regional Spread
2025-02-01,Indonesia,Agriculture,4.2,0.0,1.3,0.68,0.8,9.2,Regional Spread
2025-02-01,Indonesia,Pharmaceuticals,3.8,0.0,1.2,0.44,0.6,9.2,Regional Spread
2025-02-01,Indonesia,Electronics,4.7,0.0,1.7,0.73,1.0,9.2,Regional Spread
2025-02-01,Indonesia,Automotive,5.8,0.0,1.9,0.87,1.1,9.2,Regional Spread
2025-02-01,Indonesia,Textiles,3.0,0.0,0.9,0.5,0.5,9.2,Regional Spread
2025-02-01,Indonesia,Chemicals,6.8,0.0,2.6,1.02,1.3,9.2,Regional Spread
2025-02-01,Thailand,Energy,32.4,0.0,8.7,4.59,6.0,6.2,Regional Spread
2025-02-01,Thailand,Manufacturing,18.8,0.0,7.4,3.14,4.0,6.2,Regional Spread
2025-02-01,Thailand,Agriculture,10.2,0.0,3.9,1.84,2.2,6.2,Regional Spread
2025-02-01,Thailand,Pharmaceuticals,9.4,0.0,3.4,1.44,1.8,6.2,Regional Spread
2025-02-01,Thailand,Electronics,16.0,0.0,4.7,2.8,3.0,6.2,Regional Spread
2025-02-01,Thailand,Automotive,18.9,0.0,5.8,2.46,3.3,6.2,Regional Spread
2025-02-01,Thailand,Textiles,8.9,0.0,2.5,1.21,1.4,6.2,Regional Spread
2025-02-01,Thailand,Chemicals,23.6,0.0,7.7,3.11,4.4,6.2,Regional Spread
2025-02-01,Vietnam,Energy,13.0,0.0,3.9,1.95,2.2,8.8,Regional Spread
2025-02-01,Vietnam,Manufacturing,8.3,0.0,2.6,1.41,1.4,8.8,Regional Spread
2025-02-01,Vietnam,Agriculture,5.4,0.0,1.5,0.68,0.8,8.8,Regional Spread
2025-02-01,Vietnam,Pharmaceuticals,4.2,0.0,1.5,0.7,0.7,8.8,Regional Spread
2025-02-01,Vietnam,Electronics,6.5,0.0,2.1,0.81,1.0,8.8,Regional Spread
2025-02-01,Vietnam,Automotive,7.5,0.0,2.2,1.25,1.4,8.8,Regional Spread
2025-02-01,Vietnam,Textiles,3.0,0.0,1.0,0.45,0.6,8.8,Regional Spread
2025-02-01,Vietnam,Chemicals,7.5,0.0,2.8,1.39,1.5,8.8,Regional Spread
2025-02-01,Philippines,Energy,30.3,0.0,10.1,5.14,5.9,5.8,Regional Spread
2025-02-01,Philippines,Manufacturing,19.9,0.0,6.3,3.12,4.1,5.8,Regional Spread
2025-02-01,Philippines,Agriculture,14.7,0.0,3.8,1.85,2.2,5.8,Regional Spread
2025-02-01,Philippines,Pharmaceuticals,9.6,0.0,3.5,1.72,2.2,5.8,Regional Spread
2025-02-01,Philippines,Electronics,17.2,0.0,5.5,2.21,3.2,5.8,Regional Spread
2025-02-01,Philippines,Automotive,18.7,0.0,6.7,3.13,3.6,5.8,Regional Spread
2025-02-01,Philippines,Textiles,9.3,0.0,2.9,1.28,1.8,5.8,Regional Spread
2025-02-01,Philippines,Chemicals,23.0,0.0,8.0,3.31,4.7,5.8,Regional Spread
2025-02-01,Malaysia,Energy,6.3,0.0,2.0,0.89,1.3,9.6,Regional Spread
2025-02-01,Malaysia,Manufacturing,3.8,0.0,1.5,0.63,0.8,9.6,Regional Spread
2025-02-01,Malaysia,Agriculture,2.9,0.0,0.9,0.46,0.4,9.6,Regional Spread
2025-02-01,Malaysia,Pharmaceuticals,2.0,0.0,1.1,0.38,0.4,9.6,Regional Spread
2025-02-01,Malaysia,Electronics,3.7,0.0,1.2,0.43,0.6,9.6,Regional Spread
2025-02-01,Malaysia,Automotive,4.3,0.0,1.5,0.58,0.7,9.6,Regional Spread
2025-02-01,Malaysia,Textiles,1.6,0.0,1.1,0.32,0.4,9.6,Regional Spread
2025-02-01,Malaysia,Chemicals,4.1,0.0,1.4,0.88,0.8,9.6,Regional Spread
2025-02-01,Pakistan,Energy,40.3,0.0,13.9,6.4,7.1,4.6,Regional Spread
2025-02-01,Pakistan,Manufacturing,24.9,0.0,10.0,4.16,5.0,4.6,Regional Spread
2025-02-01,Pakistan,Agriculture,18.5,0.0,5.7,2.17,3.2,4.6,Regional Spread
2025-02-01,Pakistan,Pharmaceuticals,12.2,0.0,4.5,2.51,2.5,4.6,Regional Spread
2025-02-01,Pakistan,Electronics,22.7,0.0,6.2,3.79,3.9,4.6,Regional Spread
2025-02-01,Pakistan,Automotive,26.8,0.0,8.4,3.48,4.8,4.6,Regional Spread
2025-02-01,Pakistan,Textiles,10.7,0.0,3.6,2.07,2.3,4.6,Regional Spread
2025-02-01,Pakistan,Chemicals,30.2,0.0,10.1,5.2,5.2,4.6,Regional Spread
2025-02-01,Bangladesh,Energy,20.4,0.0,7.5,3.76,4.3,7.2,Regional Spread
2025-02-01,Bangladesh,Manufacturing,16.3,0.0,4.7,2.39,2.8,7.2,Regional Spread
2025-02-01,Bangladesh,Agriculture,8.7,0.0,2.6,1.31,1.6,7.2,Regional Spread
2025-02-01,Bangladesh,Pharmaceuticals,7.8,0.0,2.7,1.23,1.5,7.2,Regional Spread
2025-02-01,Bangladesh,Electronics,11.4,0.0,3.8,2.11,2.3,7.2,Regional Spread
2025-02-01,Bangladesh,Automotive,12.7,0.0,4.1,2.41,2.6,7.2,Regional Spread
2025-02-01,Bangladesh,Textiles,6.2,0.0,2.0,0.86,1.1,7.2,Regional Spread
2025-02-01,Bangladesh,Chemicals,16.3,0.0,4.7,2.24,3.2,7.2,Regional Spread
2025-02-01,Taiwan,Energy,44.3,0.1,16.0,7.2,8.3,4.4,Regional Spread
2025-02-01,Taiwan,Manufacturing,26.9,0.1,8.1,4.72,5.1,4.4,Regional Spread
2025-02-01,Taiwan,Agriculture,18.0,0.0,6.0,2.8,3.2,4.4,Regional Spread
2025-02-01,Taiwan,Pharmaceuticals,16.5,0.0,5.2,1.88,2.4,4.4,Regional Spread
2025-02-01,Taiwan,Electronics,24.2,0.0,7.3,3.32,4.3,4.4,Regional Spread
2025-02-01,Taiwan,Automotive,27.9,0.1,9.7,3.39,5.2,4.4,Regional Spread
2025-02-01,Taiwan,Textiles,12.3,0.0,4.4,1.74,2.0,4.4,Regional Spread
2025-02-01,Taiwan,Chemicals,29.6,0.1,10.1,4.76,5.7,4.4,Regional Spread
2025-02-01,Singapore,Energy,38.5,0.1,16.0,6.13,8.7,4.2,Regional Spread
2025-02-01,Singapore,Manufacturing,28.0,0.0,8.3,4.85,5.5,4.2,Regional Spread
2025-02-01,Singapore,Agriculture,15.5,0.0,6.0,2.23,2.9,4.2,Regional Spread
2025-02-01,Singapore,Pharmaceuticals,12.9,0.0,5.3,2.49,2.5,4.2,Regional Spread
2025-02-01,Singapore,Electronics,20.3,0.0,8.0,3.58,3.9,4.2,Regional Spread
2025-02-01,Singapore,Automotive,25.1,0.0,7.8,3.63,4.8,4.2,Regional Spread
2025-02-01,Singapore,Textiles,10.7,0.0,4.0,2.14,2.3,4.2,Regional Spread
2025-02-01,Singapore,Chemicals,34.7,0.0,9.2,5.05,5.8,4.2,Regional Spread
2025-02-01,New Zealand,Energy,14.3,0.0,4.8,2.65,3.1,8.4,Regional Spread
2025-02-01,New Zealand,Manufacturing,11.3,0.0,2.9,1.87,1.7,8.4,Regional Spread
2025-02-01,New Zealand,Agriculture,5.2,0.0,1.8,0.78,1.0,8.4,Regional Spread
2025-02-01,New Zealand,Pharmaceuticals,5.7,0.0,1.8,0.95,1.0,8.4,Regional Spread
2025-02-01,New Zealand,Electronics,8.9,0.0,2.2,1.3,1.4,8.4,Regional Spread
2025-02-01,New Zealand,Automotive,9.2,0.0,3.5,1.74,1.8,8.4,Regional Spread
2025-02-01,New Zealand,Textiles,4.6,0.0,1.2,0.72,0.7,8.4,Regional Spread
2025-02-01,New Zealand,Chemicals,11.7,0.0,4.1,1.51,2.2,8.4,Regional Spread
2025-02-01,Sri Lanka,Energy,45.2,0.0,17.5,7.61,9.6,3.4,Regional Spread
2025-02-01,Sri Lanka,Manufacturing,28.5,0.0,10.9,6.09,5.7,3.4,Regional Spread
2025-02-01,Sri Lanka,Agriculture,20.3,0.0,7.2,3.43,3.9,3.4,Regional Spread
2025-02-01,Sri Lanka,Pharmaceuticals,14.5,0.0,5.9,2.75,2.8,3.4,Regional Spread
2025-02-01,Sri Lanka,Electronics,25.9,0.0,7.1,4.35,4.2,3.4,Regional Spread
2025-02-01,Sri Lanka,Automotive,31.2,0.0,9.5,5.54,5.0,3.4,Regional Spread
2025-02-01,Sri Lanka,Textiles,13.6,0.0,4.1,2.24,2.5,3.4,Regional Spread
2025-02-01,Sri Lanka,Chemicals,33.6,0.0,11.2,5.84,5.9,3.4,Regional Spread
2025-02-01,Myanmar,Energy,17.0,0.0,7.2,3.04,3.4,7.8,Regional Spread
2025-02-01,Myanmar,Manufacturing,12.6,0.0,4.2,2.12,2.4,7.8,Regional Spread
2025-02-01,Myanmar,Agriculture,7.2,0.0,2.7,1.32,1.4,7.8,Regional Spread
2025-02-01,Myanmar,Pharmaceuticals,5.8,0.0,2.1,1.16,1.3,7.8,Regional Spread
2025-02-01,Myanmar,Electronics,9.2,0.0,3.4,1.49,1.8,7.8,Regional Spread
2025-02-01,Myanmar,Automotive,11.8,0.0,4.4,2.12,2.1,7.8,Regional Spread
2025-02-01,Myanmar,Textiles,5.0,0.0,1.7,0.71,1.0,7.8,Regional Spread
2025-02-01,Myanmar,Chemicals,12.5,0.0,4.5,1.9,2.5,7.8,Regional Spread
2025-02-01,Cambodia,Energy,19.2,0.0,7.4,3.6,4.1,7.4,Regional Spread
2025-02-01,Cambodia,Manufacturing,12.8,0.0,5.3,1.93,2.7,7.4,Regional Spread
2025-02-01,Cambodia,Agriculture,7.9,0.0,2.4,1.52,1.5,7.4,Regional Spread
2025-02-01,Cambodia,Pharmaceuticals,8.2,0.0,2.6,1.29,1.3,7.4,Regional Spread
2025-02-01,Cambodia,Electronics,12.4,0.0,3.3,1.51,2.0,7.4,Regional Spread
2025-02-01,Cambodia,Automotive,15.1,0.0,4.9,2.29,2.2,7.4,Regional Spread
2025-02-01,Cambodia,Textiles,5.8,0.0,2.0,0.97,1.2,7.4,Regional Spread
2025-02-01,Cambodia,Chemicals,14.1,0.0,5.6,2.39,2.8,7.4,Regional Spread
2025-02-01,Laos,Energy,6.3,0.0,1.9,0.96,1.0,9.8,Regional Spread
2025-02-01,Laos,Manufacturing,4.0,0.0,1.2,0.51,0.7,9.8,Regional Spread
2025-02-01,Laos,Agriculture,2.1,0.0,1.0,0.39,0.4,9.8,Regional Spread
2025-02-01,Laos,Pharmaceuticals,1.7,0.0,1.1,0.3,0.3,9.8,Regional Spread
2025-02-01,Laos,Electronics,3.0,0.0,1.0,0.4,0.5,9.8,Regional Spread
2025-02-01,Laos,Automotive,3.4,0.0,1.0,0.5,0.6,9.8,Regional Spread
2025-02-01,Laos,Textiles,1.7,0.0,1.1,0.26,0.3,9.8,Regional Spread
2025-02-01,Laos,Chemicals,4.0,0.0,1.1,0.71,0.8,9.8,Regional Spread
2025-02-01,Mongolia,Energy,2.8,0.0,1.0,0.49,0.5,10.0,Regional Spread
2025-02-01,Mongolia,Manufacturing,1.8,0.0,1.0,0.27,0.3,10.0,Regional Spread
2025-02-01,Mongolia,Agriculture,1.1,0.0,1.0,0.17,0.2,10.0,Regional Spread
2025-02-01,Mongolia,Pharmaceuticals,0.9,0.0,1.0,0.13,0.2,10.0,Regional Spread
2025-02-01,Mongolia,Electronics,1.3,0.0,1.0,0.21,0.2,10.0,Regional Spread
2025-02-01,Mongolia,Automotive,1.6,0.0,1.1,0.29,0.3,10.0,Regional Spread
2025-02-01,Mongolia,Textiles,0.8,0.0,1.0,0.11,0.2,10.0,Regional Spread
2025-02-01,Mongolia,Chemicals,1.7,0.0,1.0,0.3,0.4,10.0,Regional Spread
2025-03-01,China,Energy,21.1,1.2,6.8,3.78,4.6,7.1,Regional Spread
2025-03-01,China,Manufacturing,13.9,0.7,5.8,2.28,2.9,7.1,Regional Spread
2025-03-01,China,Agriculture,8.5,0.4,3.5,1.22,1.6,7.1,Regional Spread
2025-03-01,China,Pharmaceuticals,7.0,0.4,3.0,1.49,1.4,7.1,Regional Spread
2025-03-01,China,Electronics,13.2,0.6,4.5,2.02,2.4,7.1,Regional Spread
2025-03-01,China,Automotive,12.7,0.8,5.5,2.0,2.8,7.1,Regional Spread
2025-03-01,China,Textiles,7.1,0.3,2.2,0.91,1.2,7.1,Regional Spread
2025-03-01,China,Chemicals,16.2,1.0,6.5,2.89,3.4,7.1,Regional Spread
2025-03-01,India,Energy,32.7,0.4,10.9,5.17,5.8,5.6,Regional Spread
2025-03-01,India,Manufacturing,24.9,0.2,8.2,3.12,3.8,5.6,Regional Spread
2025-03-01,India,Agriculture,11.4,0.1,4.2,1.95,2.5,5.6,Regional Spread
2025-03-01,India,Pharmaceuticals,11.7,0.1,4.3,1.81,2.3,5.6,Regional Spread
2025-03-01,India,Electronics,19.7,0.1,5.8,2.31,3.4,5.6,Regional Spread
2025-03-01,India,Automotive,22.9,0.2,6.4,3.0,4.1,5.6,Regional Spread
2025-03-01,India,Textiles,9.4,0.1,3.2,1.47,1.8,5.6,Regional Spread
2025-03-01,India,Chemicals,24.2,0.3,7.1,4.3,4.8,5.6,Regional Spread
2025-03-01,Japan,Energy,48.6,0.6,16.4,6.83,8.9,3.6,Regional Spread
2025-03-01,Japan,Manufacturing,28.2,0.3,10.7,4.29,5.6,3.6,Regional Spread
2025-03-01,Japan,Agriculture,18.8,0.2,5.5,2.74,3.4,3.6,Regional Spread
2025-03-01,Japan,Pharmaceuticals,17.3,0.2,5.6,2.87,2.7,3.6,Regional Spread
2025-03-01,Japan,Electronics,23.6,0.3,8.7,3.73,4.1,3.6,Regional Spread
2025-03-01,Japan,Automotive,33.2,0.4,10.6,4.85,5.8,3.6,Regional Spread
2025-03-01,Japan,Textiles,15.3,0.1,4.5,2.03,2.6,3.6,Regional Spread
2025-03-01,Japan,Chemicals,36.9,0.4,13.0,4.99,5.9,3.6,Regional Spread
2025-03-01,South Korea,Energy,37.0,0.2,13.9,6.38,6.9,4.8,Regional Spread
2025-03-01,South Korea,Manufacturing,27.3,0.1,8.4,4.22,4.8,4.8,Regional Spread
2025-03-01,South Korea,Agriculture,15.6,0.1,5.3,2.27,2.6,4.8,Regional Spread
2025-03-01,South Korea,Pharmaceuticals,13.9,0.1,4.9,1.76,2.6,4.8,Regional Spread
2025-03-01,South Korea,Electronics,20.2,0.1,6.6,3.23,3.3,4.8,Regional Spread
2025-03-01,South Korea,Automotive,27.9,0.1,7.8,3.96,4.7,4.8,Regional Spread
2025-03-01,South Korea,Textiles,10.9,0.1,3.4,1.56,2.0,4.8,Regional Spread
2025-03-01,South Korea,Chemicals,30.5,0.1,10.1,3.85,5.8,4.8,Regional Spread
2025-03-01,Australia,Energy,8.4,0.0,2.7,1.16,1.4,9.4,Regional Spread
2025-03-01,Australia,Manufacturing,5.0,0.0,2.0,0.77,0.9,9.4,Regional Spread
2025-03-01,Australia,Agriculture,3.5,0.0,1.1,0.5,0.6,9.4,Regional Spread
2025-03-01,Australia,Pharmaceuticals,2.4,0.0,1.0,0.49,0.5,9.4,Regional Spread
2025-03-01,Australia,Electronics,4.6,0.0,1.5,0.72,0.7,9.4,Regional Spread
2025-03-01,Australia,Automotive,5.1,0.0,1.7,0.81,0.9,9.4,Regional Spread
2025-03-01,Australia,Textiles,2.6,0.0,1.1,0.41,0.4,9.4,Regional Spread
2025-03-01,Australia,Chemicals,5.6,0.0,2.1,1.07,1.0,9.4,Regional Spread
2025-03-01,Indonesia,Energy,9.0,0.0,2.9,1.52,1.7,9.2,Regional Spread
2025-03-01,Indonesia,Manufacturing,6.7,0.0,2.0,1.04,1.2,9.2,Regional Spread
2025-03-01,Indonesia,Agriculture,4.2,0.0,1.3,0.64,0.7,9.2,Regional Spread
2025-03-01,Indonesia,Pharmaceuticals,3.3,0.0,1.2,0.5,0.6,9.2,Regional Spread
2025-03-01,Indonesia,Electronics,4.6,0.0,1.6,0.81,0.9,9.2,Regional Spread
2025-03-01,Indonesia,Automotive,5.6,0.0,1.9,0.79,1.1,9.2,Regional Spread
2025-03-01,Indonesia,Textiles,3.0,0.0,0.9,0.49,0.5,9.2,Regional Spread
2025-03-01,Indonesia,Chemicals,8.2,0.0,2.2,1.1,1.2,9.2,Regional Spread
2025-03-01,Thailand,Energy,28.6,0.0,11.3,4.0,5.2,6.2,Regional Spread
2025-03-01,Thailand,Manufacturing,20.0,0.0,6.1,2.98,3.5,6.2,Regional Spread
2025-03-01,Thailand,Agriculture,10.9,0.0,4.3,1.65,2.1,6.2,Regional Spread
2025-03-01,Thailand,Pharmaceuticals,11.4,0.0,3.6,1.6,1.8,6.2,Regional Spread
2025-03-01,Thailand,Electronics,14.7,0.0,5.1,2.55,3.0,6.2,Regional Spread
2025-03-01,Thailand,Automotive,18.4,0.0,5.2,3.26,3.1,6.2,Regional Spread
2025-03-01,Thailand,Textiles,7.4,0.0,2.8,1.53,1.4,6.2,Regional Spread
2025-03-01,Thailand,Chemicals,24.4,0.0,8.2,3.42,4.1,6.2,Regional Spread
2025-03-01,Vietnam,Energy,11.1,0.0,4.3,2.0,2.2,8.8,Regional Spread
2025-03-01,Vietnam,Manufacturing,8.0,0.0,2.6,1.07,1.4,8.8,Regional Spread
2025-03-01,Vietnam,Agriculture,4.2,0.0,1.6,0.74,0.9,8.8,Regional Spread
2025-03-01,Vietnam,Pharmaceuticals,4.0,0.0,1.5,0.62,0.7,8.8,Regional Spread
2025-03-01,Vietnam,Electronics,6.5,0.0,2.1,0.81,1.2,8.8,Regional Spread
2025-03-01,Vietnam,Automotive,6.6,0.0,2.7,1.06,1.3,8.8,Regional Spread
2025-03-01,Vietnam,Textiles,3.3,0.0,0.9,0.57,0.7,8.8,Regional Spread
2025-03-01,Vietnam,Chemicals,9.1,0.0,3.1,1.46,1.6,8.8,Regional Spread
2025-03-01,Philippines,Energy,36.9,0.0,11.6,5.01,6.1,5.8,Regional Spread
2025-03-01,Philippines,Manufacturing,21.8,0.0,7.7,3.08,4.0,5.8,Regional Spread
2025-03-01,Philippines,Agriculture,12.8,0.0,3.7,1.76,2.4,5.8,Regional Spread
2025-03-01,Philippines,Pharmaceuticals,9.8,0.0,3.5,1.48,2.1,5.8,Regional Spread
2025-03-01,Philippines,Electronics,16.2,0.0,4.6,2.87,3.2,5.8,Regional Spread
2025-03-01,Philippines,Automotive,18.1,0.0,6.1,2.92,3.6,5.8,Regional Spread
2025-03-01,Philippines,Textiles,10.6,0.0,2.7,1.37,1.8,5.8,Regional Spread
2025-03-01,Philippines,Chemicals,25.5,0.0,6.7,3.44,4.8,5.8,Regional Spread
2025-03-01,Malaysia,Energy,6.4,0.0,2.5,1.09,1.2,9.6,Regional Spread
2025-03-01,Malaysia,Manufacturing,4.2,0.0,1.4,0.58,0.7,9.6,Regional Spread
2025-03-01,Malaysia,Agriculture,2.9,0.0,1.0,0.46,0.5,9.6,Regional Spread
2025-03-01,Malaysia,Pharmaceuticals,2.1,0.0,1.0,0.4,0.4,9.6,Regional Spread
2025-03-01,Malaysia,Electronics,3.4,0.0,0.9,0.47,0.6,9.6,Regional Spread
2025-03-01,Malaysia,Automotive,4.2,0.0,1.4,0.58,0.7,9.6,Regional Spread
2025-03-01,Malaysia,Textiles,1.7,0.0,1.0,0.32,0.3,9.6,Regional Spread
2025-03-01,Malaysia,Chemicals,5.2,0.0,1.4,0.8,0.9,9.6,Regional Spread
2025-03-01,Pakistan,Energy,37.5,0.0,15.3,6.31,7.6,4.6,Regional Spread
2025-03-01,Pakistan,Manufacturing,29.1,0.0,7.7,5.09,4.6,4.6,Regional Spread
2025-03-01,Pakistan,Agriculture,17.9,0.0,5.1,2.62,2.8,4.6,Regional Spread
2025-03-01,Pakistan,Pharmaceuticals,14.8,0.0,5.0,1.92,2.5,4.6,Regional Spread
2025-03-01,Pakistan,Electronics,18.3,0.0,5.8,3.55,4.1,4.6,Regional Spread
2025-03-01,Pakistan,Automotive,26.8,0.0,8.0,3.75,4.2,4.6,Regional Spread
2025-03-01,Pakistan,Textiles,11.1,0.0,3.2,1.5,2.3,4.6,Regional Spread
2025-03-01,Pakistan,Chemicals,27.2,0.0,8.5,3.85,5.3,4.6,Regional Spread
2025-03-01,Bangladesh,Energy,25.1,0.0,7.1,3.95,4.1,7.2,Regional Spread
2025-03-01,Bangladesh,Manufacturing,17.6,0.0,5.5,2.83,2.7,7.2,Regional Spread
2025-03-01,Bangladesh,Agriculture,9.4,0.0,2.8,1.35,1.8,7.2,Regional Spread
2025-03-01,Bangladesh,Pharmaceuticals,8.3,0.0,2.7,1.02,1.5,7.2,Regional Spread
2025-03-01,Bangladesh,Electronics,11.0,0.0,3.5,2.1,2.3,7.2,Regional Spread
2025-03-01,Bangladesh,Automotive,15.9,0.0,4.9,2.0,2.5,7.2,Regional Spread
2025-03-01,Bangladesh,Textiles,5.8,0.0,2.3,0.83,1.2,7.2,Regional Spread
2025-03-01,Bangladesh,Chemicals,17.1,0.0,5.4,2.97,2.8,7.2,Regional Spread
2025-03-01,Taiwan,Energy,39.8,0.1,15.8,7.02,8.3,4.4,Regional Spread
2025-03-01,Taiwan,Manufacturing,25.8,0.1,9.4,4.35,5.0,4.4,Regional Spread
2025-03-01,Taiwan,Agriculture,16.9,0.0,4.8,2.87,2.8,4.4,Regional Spread
2025-03-01,Taiwan,Pharmaceuticals,14.3,0.0,5.1,2.51,2.8,4.4,Regional Spread
2025-03-01,Taiwan,Electronics,20.3,0.0,7.3,3.1,3.8,4.4,Regional Spread
2025-03-01,Taiwan,Automotive,29.4,0.1,8.1,4.53,4.4,4.4,Regional Spread
2025-03-01,Taiwan,Textiles,11.2,0.0,4.0,1.71,2.1,4.4,Regional Spread
2025-03-01,Taiwan,Chemicals,32.2,0.1,9.1,5.49,6.0,4.4,Regional Spread
2025-03-01,Singapore,Energy,50.8,0.1,13.6,6.66,7.3,4.2,Regional Spread
2025-03-01,Singapore,Manufacturing,27.5,0.0,8.6,4.56,5.8,4.2,Regional Spread
2025-03-01,Singapore,Agriculture,19.7,0.0,6.0,2.5,3.3,4.2,Regional Spread
2025-03-01,Singapore,Pharmaceuticals,12.8,0.0,4.6,2.17,2.6,4.2,Regional Spread
2025-03-01,Singapore,Electronics,23.9,0.0,6.2,3.83,4.3,4.2,Regional Spread
2025-03-01,Singapore,Automotive,26.6,0.0,9.1,3.91,4.9,4.2,Regional Spread
2025-03-01,Singapore,Textiles,12.8,0.0,3.5,2.25,2.3,4.2,Regional Spread
2025-03-01,Singapore,Chemicals,33.8,0.0,11.3,4.18,5.9,4.2,Regional Spread
2025-03-01,New Zealand,Energy,15.6,0.0,5.3,2.74,2.6,8.4,Regional Spread
2025-03-01,New Zealand,Manufacturing,11.2,0.0,3.8,1.83,1.9,8.4,Regional Spread
2025-03-01,New Zealand,Agriculture,5.3,0.0,1.9,0.93,1.0,8.4,Regional Spread
2025-03-01,New Zealand,Pharmaceuticals,5.6,0.0,1.5,0.69,0.9,8.4,Regional Spread
2025-03-01,New Zealand,Electronics,8.7,0.0,2.8,1.03,1.4,8.4,Regional Spread
2025-03-01,New Zealand,Automotive,9.9,0.0,2.6,1.36,1.7,8.4,Regional Spread
2025-03-01,New Zealand,Textiles,4.1,0.0,1.4,0.67,0.7,8.4,Regional Spread
2025-03-01,New Zealand,Chemicals,10.3,0.0,4.1,1.83,2.1,8.4,Regional Spread
2025-03-01,Sri Lanka,Energy,45.1,0.0,16.1,7.21,8.9,3.4,Regional Spread
2025-03-01,Sri Lanka,Manufacturing,32.8,0.0,11.2,5.66,6.5,3.4,Regional Spread
2025-03-01,Sri Lanka,Agriculture,17.9,0.0,6.0,3.4,3.9,3.4,Regional Spread
2025-03-01,Sri Lanka,Pharmaceuticals,18.6,0.0,5.5,2.57,3.0,3.4,Regional Spread
2025-03-01,Sri Lanka,Electronics,24.2,0.0,7.4,4.59,4.3,3.4,Regional Spread
2025-03-01,Sri Lanka,Automotive,26.5,0.0,10.3,5.26,6.1,3.4,Regional Spread
2025-03-01,Sri Lanka,Textiles,14.3,0.0,4.8,2.01,2.3,3.4,Regional Spread
2025-03-01,Sri Lanka,Chemicals,37.4,0.0,13.4,5.24,7.0,3.4,Regional Spread
2025-03-01,Myanmar,Energy,20.0,0.0,6.8,2.73,3.3,7.8,Regional Spread
2025-03-01,Myanmar,Manufacturing,13.8,0.0,4.1,2.3,2.4,7.8,Regional Spread
2025-03-01,Myanmar,Agriculture,7.0,0.0,2.8,1.2,1.4,7.8,Regional Spread
2025-03-01,Myanmar,Pharmaceuticals,5.9,0.0,2.4,1.07,1.1,7.8,Regional Spread
2025-03-01,Myanmar,Electronics,8.9,0.0,3.6,1.25,1.9,7.8,Regional Spread
2025-03-01,Myanmar,Automotive,10.5,0.0,3.8,2.1,2.3,7.8,Regional Spread
2025-03-01,Myanmar,Textiles,6.0,0.0,2.0,0.96,0.9,7.8,Regional Spread
2025-03-01,Myanmar,Chemicals,14.2,0.0,4.6,2.4,2.5,7.8,Regional Spread
2025-03-01,Cambodia,Energy,19.8,0.0,6.2,3.19,3.7,7.4,Regional Spread
2025-03-01,Cambodia,Manufacturing,14.4,0.0,4.3,2.25,2.8,7.4,Regional Spread
2025-03-01,Cambodia,Agriculture,9.4,0.0,2.8,1.13,1.7,7.4,Regional Spread
2025-03-01,Cambodia,Pharmaceuticals,8.4,0.0,2.7,1.11,1.2,7.4,Regional Spread
2025-03-01,Cambodia,Electronics,9.6,0.0,3.3,1.71,1.9,7.4,Regional Spread
