Week_Starting,Route,Vessel_Type,Freight_Rate_USD_Day,War_Risk_Premium_Pct,Hull_Insurance_Pct_Value,Bunker_Cost_USD_MT,Transit_Time_Days,Rerouting_Extra_Days,Conflict_Phase
2025-01-13,Cape of Good Hope (reroute),LNG Carrier,100209.0,0.208,0.426,918.0,14.8,0.3,Regional Spread
2025-01-13,Persian Gulf – East China Sea,VLCC,63735.0,0.208,0.425,878.0,8.3,1.3,Regional Spread
2025-01-13,Persian Gulf – East China Sea,Suezmax,43157.0,0.194,0.405,851.0,9.2,1.3,Regional Spread
2025-01-13,Persian Gulf – East China Sea,Aframax,27847.0,0.191,0.38,880.0,8.8,0.4,Regional Spread
2025-01-13,Persian Gulf – East China Sea,LNG Carrier,77149.0,0.215,0.356,859.0,7.8,0.4,Regional Spread
2025-01-13,Persian Gulf – Bay of Bengal,VLCC,42456.0,0.213,0.42,897.0,8.8,0.3,Regional Spread
2025-01-13,Persian Gulf – Bay of Bengal,Suezmax,32396.0,0.18,0.382,879.0,9.4,1.2,Regional Spread
2025-01-13,Persian Gulf – Bay of Bengal,Aframax,21054.0,0.2,0.426,870.0,9.0,1.0,Regional Spread
2025-01-13,Persian Gulf – Bay of Bengal,LNG Carrier,57616.0,0.193,0.358,895.0,7.9,0.5,Regional Spread
2025-01-13,Persian Gulf – Sea of Japan,VLCC,60273.0,0.184,0.396,891.0,8.5,1.0,Regional Spread
2025-01-13,Persian Gulf – Sea of Japan,Suezmax,44329.0,0.182,0.423,818.0,8.8,0.3,Regional Spread
2025-01-13,Persian Gulf – Sea of Japan,Aframax,30029.0,0.174,0.404,897.0,8.0,1.3,Regional Spread
2025-01-13,Persian Gulf – Sea of Japan,LNG Carrier,84363.0,0.209,0.36,895.0,8.3,0.8,Regional Spread
2025-01-13,Aden Gulf – Indian Ocean,VLCC,38880.0,0.206,0.362,907.0,8.5,0.8,Regional Spread
2025-01-13,Aden Gulf – Indian Ocean,Suezmax,26193.0,0.201,0.4,831.0,8.5,1.4,Regional Spread
2025-01-13,Aden Gulf – Indian Ocean,Aframax,20080.0,0.177,0.381,918.0,8.2,0.7,Regional Spread
2025-01-13,Aden Gulf – Indian Ocean,LNG Carrier,55908.0,0.208,0.389,896.0,9.2,1.1,Regional Spread
2025-01-13,Arabian Sea – South China Sea,VLCC,49157.0,0.2,0.369,823.0,8.1,1.1,Regional Spread
2025-01-13,Arabian Sea – South China Sea,Suezmax,30087.0,0.171,0.391,911.0,8.6,0.6,Regional Spread
2025-01-13,Arabian Sea – South China Sea,Aframax,24059.0,0.173,0.385,856.0,9.4,0.9,Regional Spread
2025-01-13,Arabian Sea – South China Sea,LNG Carrier,56776.0,0.169,0.377,836.0,8.1,0.8,Regional Spread
2025-01-20,Strait of Hormuz,VLCC,51317.0,0.498,0.632,847.0,2.1,4.0,Regional Spread
2025-01-20,Strait of Hormuz,Suezmax,35341.0,0.43,0.562,872.0,2.1,4.0,Regional Spread
2025-01-20,Strait of Hormuz,Aframax,25027.0,0.46,0.654,857.0,2.3,3.2,Regional Spread
2025-01-20,Strait of Hormuz,LNG Carrier,63596.0,0.507,0.595,900.0,2.0,2.5,Regional Spread
2025-01-20,Bab el-Mandeb / Red Sea,VLCC,48583.0,0.508,0.614,845.0,2.3,4.1,Regional Spread
2025-01-20,Bab el-Mandeb / Red Sea,Suezmax,34154.0,0.511,0.616,842.0,2.3,2.6,Regional Spread
2025-01-20,Bab el-Mandeb / Red Sea,Aframax,22776.0,0.476,0.553,886.0,2.1,2.8,Regional Spread
2025-01-20,Bab el-Mandeb / Red Sea,LNG Carrier,59377.0,0.441,0.627,835.0,2.2,4.0,Regional Spread
2025-01-20,Suez Canal,VLCC,56701.0,0.184,0.383,907.0,1.1,1.4,Regional Spread
2025-01-20,Suez Canal,Suezmax,38769.0,0.207,0.397,914.0,1.1,1.0,Regional Spread
2025-01-20,Suez Canal,Aframax,27657.0,0.211,0.368,880.0,1.1,0.3,Regional Spread
2025-01-20,Suez Canal,LNG Carrier,67279.0,0.202,0.422,887.0,1.1,0.9,Regional Spread
2025-01-20,Strait of Malacca,VLCC,34090.0,0.183,0.398,819.0,1.0,0.9,Regional Spread
2025-01-20,Strait of Malacca,Suezmax,22343.0,0.185,0.365,895.0,1.1,0.7,Regional Spread
2025-01-20,Strait of Malacca,Aframax,16509.0,0.196,0.374,835.0,1.1,0.3,Regional Spread
2025-01-20,Strait of Malacca,LNG Carrier,45639.0,0.196,0.399,905.0,1.0,0.3,Regional Spread
2025-01-20,Cape of Good Hope (reroute),VLCC,68643.0,0.184,0.393,880.0,14.2,1.2,Regional Spread
2025-01-20,Cape of Good Hope (reroute),Suezmax,52153.0,0.174,0.391,871.0,16.1,0.6,Regional Spread
2025-01-20,Cape of Good Hope (reroute),Aframax,34226.0,0.179,0.389,885.0,13.9,1.1,Regional Spread
2025-01-20,Cape of Good Hope (reroute),LNG Carrier,98273.0,0.208,0.391,884.0,15.9,0.2,Regional Spread
2025-01-20,Persian Gulf – East China Sea,VLCC,63169.0,0.194,0.366,899.0,9.4,0.8,Regional Spread
2025-01-20,Persian Gulf – East China Sea,Suezmax,39730.0,0.176,0.355,901.0,9.3,0.6,Regional Spread
2025-01-20,Persian Gulf – East China Sea,Aframax,31326.0,0.171,0.404,846.0,8.5,0.7,Regional Spread
2025-01-20,Persian Gulf – East China Sea,LNG Carrier,78976.0,0.213,0.428,821.0,8.9,0.2,Regional Spread
2025-01-20,Persian Gulf – Bay of Bengal,VLCC,46764.0,0.173,0.376,845.0,9.4,1.3,Regional Spread
2025-01-20,Persian Gulf – Bay of Bengal,Suezmax,30785.0,0.17,0.373,869.0,9.2,0.2,Regional Spread
2025-01-20,Persian Gulf – Bay of Bengal,Aframax,22552.0,0.213,0.397,822.0,8.4,0.5,Regional Spread
2025-01-20,Persian Gulf – Bay of Bengal,LNG Carrier,56674.0,0.181,0.399,840.0,8.4,0.3,Regional Spread
2025-01-20,Persian Gulf – Sea of Japan,VLCC,65647.0,0.2,0.398,829.0,8.2,0.7,Regional Spread
2025-01-20,Persian Gulf – Sea of Japan,Suezmax,41389.0,0.194,0.373,839.0,8.1,0.3,Regional Spread
2025-01-20,Persian Gulf – Sea of Japan,Aframax,31618.0,0.196,0.385,877.0,8.9,1.0,Regional Spread
2025-01-20,Persian Gulf – Sea of Japan,LNG Carrier,82534.0,0.189,0.39,822.0,8.0,0.3,Regional Spread
2025-01-20,Aden Gulf – Indian Ocean,VLCC,37384.0,0.172,0.366,845.0,7.8,0.2,Regional Spread
2025-01-20,Aden Gulf – Indian Ocean,Suezmax,29012.0,0.199,0.389,867.0,8.4,1.0,Regional Spread
2025-01-20,Aden Gulf – Indian Ocean,Aframax,19147.0,0.184,0.386,885.0,8.1,0.5,Regional Spread
2025-01-20,Aden Gulf – Indian Ocean,LNG Carrier,53789.0,0.192,0.385,875.0,8.0,1.1,Regional Spread
2025-01-20,Arabian Sea – South China Sea,VLCC,45453.0,0.19,0.389,884.0,9.4,0.7,Regional Spread
2025-01-20,Arabian Sea – South China Sea,Suezmax,32727.0,0.174,0.353,898.0,8.8,0.4,Regional Spread
2025-01-20,Arabian Sea – South China Sea,Aframax,24325.0,0.205,0.41,840.0,8.5,1.1,Regional Spread
2025-01-20,Arabian Sea – South China Sea,LNG Carrier,61617.0,0.172,0.384,890.0,9.5,1.0,Regional Spread
2025-01-27,Strait of Hormuz,VLCC,51838.0,0.483,0.575,830.0,2.2,2.4,Regional Spread
2025-01-27,Strait of Hormuz,Suezmax,38216.0,0.43,0.604,843.0,2.2,1.0,Regional Spread
2025-01-27,Strait of Hormuz,Aframax,25413.0,0.463,0.582,832.0,2.0,5.0,Regional Spread
2025-01-27,Strait of Hormuz,LNG Carrier,66746.0,0.459,0.556,885.0,2.1,5.4,Regional Spread
2025-01-27,Bab el-Mandeb / Red Sea,VLCC,45247.0,0.499,0.636,879.0,2.1,3.0,Regional Spread
2025-01-27,Bab el-Mandeb / Red Sea,Suezmax,31840.0,0.529,0.616,826.0,2.0,5.5,Regional Spread
2025-01-27,Bab el-Mandeb / Red Sea,Aframax,22975.0,0.498,0.571,872.0,2.0,3.4,Regional Spread
2025-01-27,Bab el-Mandeb / Red Sea,LNG Carrier,64672.0,0.423,0.665,844.0,2.3,4.9,Regional Spread
2025-01-27,Suez Canal,VLCC,52799.0,0.198,0.422,875.0,1.1,0.9,Regional Spread
2025-01-27,Suez Canal,Suezmax,37507.0,0.195,0.36,884.0,1.1,0.9,Regional Spread
2025-01-27,Suez Canal,Aframax,27429.0,0.198,0.369,898.0,1.0,1.0,Regional Spread
2025-01-27,Suez Canal,LNG Carrier,72136.0,0.2,0.377,902.0,1.0,1.2,Regional Spread
2025-01-27,Strait of Malacca,VLCC,31839.0,0.169,0.4,896.0,1.2,0.5,Regional Spread
2025-01-27,Strait of Malacca,Suezmax,25031.0,0.173,0.364,884.0,1.1,0.9,Regional Spread
2025-01-27,Strait of Malacca,Aframax,18335.0,0.182,0.423,912.0,1.1,1.3,Regional Spread
2025-01-27,Strait of Malacca,LNG Carrier,43817.0,0.177,0.416,869.0,1.2,0.8,Regional Spread
2025-01-27,Cape of Good Hope (reroute),VLCC,70134.0,0.184,0.407,912.0,15.6,1.0,Regional Spread
2025-01-27,Cape of Good Hope (reroute),Suezmax,53895.0,0.173,0.423,828.0,15.7,1.1,Regional Spread
2025-01-27,Cape of Good Hope (reroute),Aframax,38514.0,0.195,0.376,880.0,15.7,0.6,Regional Spread
2025-01-27,Cape of Good Hope (reroute),LNG Carrier,92260.0,0.185,0.352,820.0,14.7,0.6,Regional Spread
2025-01-27,Persian Gulf – East China Sea,VLCC,57297.0,0.207,0.398,843.0,8.8,1.1,Regional Spread
2025-01-27,Persian Gulf – East China Sea,Suezmax,41949.0,0.194,0.389,903.0,9.1,0.4,Regional Spread
2025-01-27,Persian Gulf – East China Sea,Aframax,30219.0,0.18,0.362,881.0,8.4,1.0,Regional Spread
2025-01-27,Persian Gulf – East China Sea,LNG Carrier,82998.0,0.184,0.387,903.0,8.8,0.7,Regional Spread
2025-01-27,Persian Gulf – Bay of Bengal,VLCC,39924.0,0.207,0.383,862.0,9.1,1.2,Regional Spread
2025-01-27,Persian Gulf – Bay of Bengal,Suezmax,30296.0,0.186,0.39,874.0,8.7,0.6,Regional Spread
2025-01-27,Persian Gulf – Bay of Bengal,Aframax,20631.0,0.214,0.362,817.0,9.3,0.3,Regional Spread
2025-01-27,Persian Gulf – Bay of Bengal,LNG Carrier,56538.0,0.209,0.376,860.0,8.5,1.0,Regional Spread
2025-01-27,Persian Gulf – Sea of Japan,VLCC,59544.0,0.206,0.376,884.0,8.4,1.3,Regional Spread
2025-01-27,Persian Gulf – Sea of Japan,Suezmax,40919.0,0.208,0.407,900.0,8.0,1.4,Regional Spread
2025-01-27,Persian Gulf – Sea of Japan,Aframax,32854.0,0.189,0.426,873.0,8.0,0.8,Regional Spread
2025-01-27,Persian Gulf – Sea of Japan,LNG Carrier,82887.0,0.203,0.414,844.0,9.1,0.4,Regional Spread
2025-01-27,Aden Gulf – Indian Ocean,VLCC,42611.0,0.182,0.403,886.0,8.3,1.1,Regional Spread
2025-01-27,Aden Gulf – Indian Ocean,Suezmax,26212.0,0.173,0.411,832.0,9.4,1.3,Regional Spread
2025-01-27,Aden Gulf – Indian Ocean,Aframax,19960.0,0.182,0.371,823.0,8.8,0.8,Regional Spread
2025-01-27,Aden Gulf – Indian Ocean,LNG Carrier,49662.0,0.189,0.351,869.0,8.6,0.3,Regional Spread
2025-01-27,Arabian Sea – South China Sea,VLCC,46395.0,0.173,0.381,849.0,8.0,0.2,Regional Spread
2025-01-27,Arabian Sea – South China Sea,Suezmax,32289.0,0.212,0.383,897.0,7.9,1.2,Regional Spread
2025-01-27,Arabian Sea – South China Sea,Aframax,23620.0,0.203,0.357,883.0,9.5,1.1,Regional Spread
2025-01-27,Arabian Sea – South China Sea,LNG Carrier,56834.0,0.214,0.425,842.0,8.9,0.8,Regional Spread
2025-02-03,Strait of Hormuz,VLCC,50160.0,0.497,0.662,880.0,2.2,1.7,Regional Spread
2025-02-03,Strait of Hormuz,Suezmax,36656.0,0.461,0.657,853.0,2.1,3.4,Regional Spread
2025-02-03,Strait of Hormuz,Aframax,24896.0,0.467,0.605,825.0,2.2,2.3,Regional Spread
2025-02-03,Strait of Hormuz,LNG Carrier,66878.0,0.503,0.556,848.0,2.0,3.0,Regional Spread
2025-02-03,Bab el-Mandeb / Red Sea,VLCC,47002.0,0.484,0.65,826.0,2.2,1.8,Regional Spread
2025-02-03,Bab el-Mandeb / Red Sea,Suezmax,32876.0,0.459,0.625,826.0,2.2,2.7,Regional Spread
2025-02-03,Bab el-Mandeb / Red Sea,Aframax,24138.0,0.529,0.556,869.0,2.3,2.2,Regional Spread
2025-02-03,Bab el-Mandeb / Red Sea,LNG Carrier,62205.0,0.491,0.573,831.0,2.1,3.9,Regional Spread
2025-02-03,Suez Canal,VLCC,50571.0,0.189,0.403,856.0,1.2,1.0,Regional Spread
2025-02-03,Suez Canal,Suezmax,36243.0,0.177,0.382,830.0,1.0,1.0,Regional Spread
2025-02-03,Suez Canal,Aframax,27775.0,0.214,0.393,867.0,1.0,1.1,Regional Spread
2025-02-03,Suez Canal,LNG Carrier,73750.0,0.188,0.413,879.0,1.2,0.7,Regional Spread
2025-02-03,Strait of Malacca,VLCC,32101.0,0.192,0.353,876.0,1.0,1.2,Regional Spread
2025-02-03,Strait of Malacca,Suezmax,23478.0,0.182,0.366,872.0,1.2,0.6,Regional Spread
2025-02-03,Strait of Malacca,Aframax,16415.0,0.188,0.412,913.0,1.2,1.1,Regional Spread
2025-02-03,Strait of Malacca,LNG Carrier,42423.0,0.177,0.387,882.0,1.1,0.5,Regional Spread
2025-02-03,Cape of Good Hope (reroute),VLCC,71206.0,0.188,0.412,863.0,16.0,0.3,Regional Spread
2025-02-03,Cape of Good Hope (reroute),Suezmax,48820.0,0.211,0.385,831.0,14.5,0.7,Regional Spread
2025-02-03,Cape of Good Hope (reroute),Aframax,39205.0,0.196,0.404,875.0,14.9,0.3,Regional Spread
2025-02-03,Cape of Good Hope (reroute),LNG Carrier,101941.0,0.171,0.382,899.0,14.8,0.8,Regional Spread
2025-02-03,Persian Gulf – East China Sea,VLCC,59963.0,0.206,0.397,853.0,9.4,1.1,Regional Spread
2025-02-03,Persian Gulf – East China Sea,Suezmax,39569.0,0.199,0.418,839.0,8.0,1.4,Regional Spread
2025-02-03,Persian Gulf – East China Sea,Aframax,31497.0,0.174,0.397,903.0,8.3,0.6,Regional Spread
2025-02-03,Persian Gulf – East China Sea,LNG Carrier,80276.0,0.2,0.356,883.0,8.5,1.2,Regional Spread
2025-02-03,Persian Gulf – Bay of Bengal,VLCC,45316.0,0.214,0.412,900.0,8.3,0.5,Regional Spread
2025-02-03,Persian Gulf – Bay of Bengal,Suezmax,28679.0,0.184,0.369,877.0,8.7,0.7,Regional Spread
2025-02-03,Persian Gulf – Bay of Bengal,Aframax,22057.0,0.186,0.382,861.0,8.2,1.2,Regional Spread
2025-02-03,Persian Gulf – Bay of Bengal,LNG Carrier,60814.0,0.175,0.391,869.0,9.5,1.2,Regional Spread
2025-02-03,Persian Gulf – Sea of Japan,VLCC,63869.0,0.213,0.352,852.0,9.2,1.2,Regional Spread
2025-02-03,Persian Gulf – Sea of Japan,Suezmax,43995.0,0.209,0.382,822.0,9.1,0.4,Regional Spread
2025-02-03,Persian Gulf – Sea of Japan,Aframax,32622.0,0.201,0.354,905.0,9.0,1.4,Regional Spread
2025-02-03,Persian Gulf – Sea of Japan,LNG Carrier,81661.0,0.181,0.366,911.0,9.3,0.5,Regional Spread
2025-02-03,Aden Gulf – Indian Ocean,VLCC,39315.0,0.2,0.372,882.0,8.0,0.7,Regional Spread
2025-02-03,Aden Gulf – Indian Ocean,Suezmax,27574.0,0.214,0.399,858.0,9.3,0.8,Regional Spread
2025-02-03,Aden Gulf – Indian Ocean,Aframax,19647.0,0.21,0.406,838.0,9.5,0.5,Regional Spread
2025-02-03,Aden Gulf – Indian Ocean,LNG Carrier,51992.0,0.189,0.42,828.0,9.5,0.3,Regional Spread
2025-02-03,Arabian Sea – South China Sea,VLCC,46793.0,0.178,0.381,842.0,8.6,0.4,Regional Spread
2025-02-03,Arabian Sea – South China Sea,Suezmax,31885.0,0.175,0.389,840.0,8.5,1.0,Regional Spread
2025-02-03,Arabian Sea – South China Sea,Aframax,23777.0,0.176,0.359,821.0,7.8,0.7,Regional Spread
2025-02-03,Arabian Sea – South China Sea,LNG Carrier,54704.0,0.178,0.417,891.0,8.7,0.6,Regional Spread
2025-02-10,Strait of Hormuz,VLCC,52848.0,0.5,0.561,865.0,2.0,4.1,Regional Spread
2025-02-10,Strait of Hormuz,Suezmax,33081.0,0.517,0.584,903.0,2.0,4.3,Regional Spread
2025-02-10,Strait of Hormuz,Aframax,23605.0,0.536,0.575,916.0,2.2,4.0,Regional Spread
2025-02-10,Strait of Hormuz,LNG Carrier,68754.0,0.468,0.55,920.0,2.1,1.1,Regional Spread
2025-02-10,Bab el-Mandeb / Red Sea,VLCC,50342.0,0.481,0.549,888.0,2.3,4.9,Regional Spread
2025-02-10,Bab el-Mandeb / Red Sea,Suezmax,32398.0,0.447,0.553,878.0,2.2,2.2,Regional Spread
2025-02-10,Bab el-Mandeb / Red Sea,Aframax,23195.0,0.443,0.575,912.0,2.2,0.8,Regional Spread
2025-02-10,Bab el-Mandeb / Red Sea,LNG Carrier,57852.0,0.535,0.549,852.0,2.0,4.4,Regional Spread
2025-02-10,Suez Canal,VLCC,51237.0,0.198,0.391,883.0,1.1,0.9,Regional Spread
2025-02-10,Suez Canal,Suezmax,35783.0,0.185,0.425,865.0,1.0,1.4,Regional Spread
2025-02-10,Suez Canal,Aframax,29497.0,0.209,0.399,892.0,1.1,0.8,Regional Spread
2025-02-10,Suez Canal,LNG Carrier,73858.0,0.171,0.422,911.0,1.0,0.8,Regional Spread
2025-02-10,Strait of Malacca,VLCC,33043.0,0.192,0.428,879.0,1.0,0.7,Regional Spread
2025-02-10,Strait of Malacca,Suezmax,25168.0,0.171,0.415,841.0,1.2,0.4,Regional Spread
2025-02-10,Strait of Malacca,Aframax,17501.0,0.199,0.423,912.0,1.0,0.8,Regional Spread
2025-02-10,Strait of Malacca,LNG Carrier,47456.0,0.213,0.354,841.0,1.0,1.2,Regional Spread
2025-02-10,Cape of Good Hope (reroute),VLCC,76419.0,0.215,0.395,874.0,14.3,1.2,Regional Spread
2025-02-10,Cape of Good Hope (reroute),Suezmax,55449.0,0.199,0.354,897.0,16.1,1.0,Regional Spread
2025-02-10,Cape of Good Hope (reroute),Aframax,35718.0,0.175,0.403,887.0,16.5,1.4,Regional Spread
2025-02-10,Cape of Good Hope (reroute),LNG Carrier,99864.0,0.176,0.385,818.0,16.3,0.7,Regional Spread
2025-02-10,Persian Gulf – East China Sea,VLCC,63684.0,0.174,0.429,902.0,9.4,0.4,Regional Spread
2025-02-10,Persian Gulf – East China Sea,Suezmax,44642.0,0.203,0.384,898.0,8.0,0.8,Regional Spread
2025-02-10,Persian Gulf – East China Sea,Aframax,30430.0,0.178,0.407,843.0,9.0,0.9,Regional Spread
2025-02-10,Persian Gulf – East China Sea,LNG Carrier,76074.0,0.215,0.411,839.0,9.1,1.2,Regional Spread
2025-02-10,Persian Gulf – Bay of Bengal,VLCC,43477.0,0.214,0.401,878.0,8.9,0.2,Regional Spread
2025-02-10,Persian Gulf – Bay of Bengal,Suezmax,31060.0,0.21,0.366,832.0,9.4,1.0,Regional Spread
2025-02-10,Persian Gulf – Bay of Bengal,Aframax,23005.0,0.204,0.414,820.0,8.9,0.9,Regional Spread
2025-02-10,Persian Gulf – Bay of Bengal,LNG Carrier,52912.0,0.191,0.418,857.0,8.2,0.9,Regional Spread
2025-02-10,Persian Gulf – Sea of Japan,VLCC,66472.0,0.202,0.351,903.0,8.7,1.4,Regional Spread
2025-02-10,Persian Gulf – Sea of Japan,Suezmax,46122.0,0.186,0.422,902.0,7.8,0.3,Regional Spread
2025-02-10,Persian Gulf – Sea of Japan,Aframax,33317.0,0.195,0.358,829.0,8.8,1.4,Regional Spread
2025-02-10,Persian Gulf – Sea of Japan,LNG Carrier,84449.0,0.174,0.36,841.0,8.0,0.8,Regional Spread
2025-02-10,Aden Gulf – Indian Ocean,VLCC,39970.0,0.172,0.368,865.0,8.1,1.3,Regional Spread
2025-02-10,Aden Gulf – Indian Ocean,Suezmax,29212.0,0.175,0.428,832.0,8.5,0.5,Regional Spread
2025-02-10,Aden Gulf – Indian Ocean,Aframax,18663.0,0.177,0.358,841.0,9.3,0.7,Regional Spread
2025-02-10,Aden Gulf – Indian Ocean,LNG Carrier,53817.0,0.195,0.413,841.0,9.0,1.2,Regional Spread
2025-02-10,Arabian Sea – South China Sea,VLCC,45857.0,0.183,0.408,833.0,9.4,0.7,Regional Spread
2025-02-10,Arabian Sea – South China Sea,Suezmax,29371.0,0.177,0.363,879.0,9.2,0.3,Regional Spread
2025-02-10,Arabian Sea – South China Sea,Aframax,22901.0,0.209,0.395,819.0,9.2,0.7,Regional Spread
2025-02-10,Arabian Sea – South China Sea,LNG Carrier,58078.0,0.174,0.388,858.0,8.3,0.9,Regional Spread
2025-02-17,Strait of Hormuz,VLCC,47836.0,0.52,0.666,906.0,2.2,2.7,Regional Spread
2025-02-17,Strait of Hormuz,Suezmax,35651.0,0.481,0.635,856.0,2.1,2.1,Regional Spread
2025-02-17,Strait of Hormuz,Aframax,26937.0,0.471,0.563,855.0,2.3,1.7,Regional Spread
2025-02-17,Strait of Hormuz,LNG Carrier,69847.0,0.53,0.65,914.0,2.0,4.3,Regional Spread
2025-02-17,Bab el-Mandeb / Red Sea,VLCC,45603.0,0.504,0.656,837.0,2.2,3.0,Regional Spread
2025-02-17,Bab el-Mandeb / Red Sea,Suezmax,32118.0,0.497,0.56,895.0,1.9,2.9,Regional Spread
2025-02-17,Bab el-Mandeb / Red Sea,Aframax,23012.0,0.429,0.669,850.0,2.3,4.8,Regional Spread
2025-02-17,Bab el-Mandeb / Red Sea,LNG Carrier,59795.0,0.464,0.64,893.0,2.3,4.3,Regional Spread
2025-02-17,Suez Canal,VLCC,54266.0,0.214,0.414,850.0,1.0,1.0,Regional Spread
2025-02-17,Suez Canal,Suezmax,37997.0,0.189,0.372,835.0,1.0,0.7,Regional Spread
2025-02-17,Suez Canal,Aframax,26936.0,0.21,0.377,906.0,1.2,0.2,Regional Spread
2025-02-17,Suez Canal,LNG Carrier,67994.0,0.191,0.351,867.0,1.1,1.0,Regional Spread
2025-02-17,Strait of Malacca,VLCC,36443.0,0.215,0.403,818.0,1.0,0.6,Regional Spread
2025-02-17,Strait of Malacca,Suezmax,23784.0,0.193,0.359,902.0,1.2,1.1,Regional Spread
2025-02-17,Strait of Malacca,Aframax,17713.0,0.186,0.367,903.0,1.2,0.4,Regional Spread
2025-02-17,Strait of Malacca,LNG Carrier,41590.0,0.196,0.367,820.0,1.0,1.1,Regional Spread
2025-02-17,Cape of Good Hope (reroute),VLCC,72791.0,0.196,0.425,892.0,15.3,0.5,Regional Spread
2025-02-17,Cape of Good Hope (reroute),Suezmax,54120.0,0.169,0.372,849.0,16.4,0.2,Regional Spread
2025-02-17,Cape of Good Hope (reroute),Aframax,39955.0,0.172,0.374,917.0,15.9,0.5,Regional Spread
2025-02-17,Cape of Good Hope (reroute),LNG Carrier,99592.0,0.199,0.367,829.0,13.8,0.3,Regional Spread
2025-02-17,Persian Gulf – East China Sea,VLCC,55715.0,0.191,0.377,868.0,9.0,0.6,Regional Spread
2025-02-17,Persian Gulf – East China Sea,Suezmax,40449.0,0.173,0.425,901.0,9.0,1.0,Regional Spread
2025-02-17,Persian Gulf – East China Sea,Aframax,28241.0,0.173,0.413,881.0,8.5,0.9,Regional Spread
2025-02-17,Persian Gulf – East China Sea,LNG Carrier,72695.0,0.169,0.404,881.0,8.8,0.7,Regional Spread
2025-02-17,Persian Gulf – Bay of Bengal,VLCC,42779.0,0.204,0.352,820.0,9.1,0.2,Regional Spread
2025-02-17,Persian Gulf – Bay of Bengal,Suezmax,32649.0,0.172,0.391,919.0,8.1,0.3,Regional Spread
2025-02-17,Persian Gulf – Bay of Bengal,Aframax,20999.0,0.202,0.406,837.0,8.6,1.1,Regional Spread
2025-02-17,Persian Gulf – Bay of Bengal,LNG Carrier,59065.0,0.199,0.368,844.0,7.8,1.2,Regional Spread
2025-02-17,Persian Gulf – Sea of Japan,VLCC,65444.0,0.187,0.412,827.0,8.3,0.7,Regional Spread
2025-02-17,Persian Gulf – Sea of Japan,Suezmax,43740.0,0.205,0.408,873.0,9.5,1.1,Regional Spread
2025-02-17,Persian Gulf – Sea of Japan,Aframax,33854.0,0.18,0.354,902.0,7.8,0.4,Regional Spread
2025-02-17,Persian Gulf – Sea of Japan,LNG Carrier,81206.0,0.211,0.382,827.0,8.3,0.8,Regional Spread
2025-02-17,Aden Gulf – Indian Ocean,VLCC,39234.0,0.172,0.375,884.0,7.8,0.6,Regional Spread
2025-02-17,Aden Gulf – Indian Ocean,Suezmax,27676.0,0.209,0.394,856.0,8.3,0.2,Regional Spread
2025-02-17,Aden Gulf – Indian Ocean,Aframax,18837.0,0.171,0.372,918.0,8.5,0.4,Regional Spread
2025-02-17,Aden Gulf – Indian Ocean,LNG Carrier,53231.0,0.177,0.352,885.0,8.4,0.7,Regional Spread
2025-02-17,Arabian Sea – South China Sea,VLCC,45362.0,0.193,0.423,850.0,9.5,0.5,Regional Spread
2025-02-17,Arabian Sea – South China Sea,Suezmax,31116.0,0.199,0.364,861.0,9.0,0.7,Regional Spread
2025-02-17,Arabian Sea – South China Sea,Aframax,22463.0,0.198,0.422,839.0,8.4,0.8,Regional Spread
2025-02-17,Arabian Sea – South China Sea,LNG Carrier,62034.0,0.195,0.38,873.0,9.5,0.8,Regional Spread
2025-02-24,Strait of Hormuz,VLCC,50616.0,0.503,0.588,898.0,2.1,1.4,Regional Spread
2025-02-24,Strait of Hormuz,Suezmax,37959.0,0.511,0.573,841.0,2.4,4.4,Regional Spread
2025-02-24,Strait of Hormuz,Aframax,23669.0,0.496,0.579,897.0,2.2,0.8,Regional Spread
2025-02-24,Strait of Hormuz,LNG Carrier,67802.0,0.426,0.598,919.0,2.1,2.1,Regional Spread
2025-02-24,Bab el-Mandeb / Red Sea,VLCC,49171.0,0.502,0.639,845.0,2.4,5.2,Regional Spread
2025-02-24,Bab el-Mandeb / Red Sea,Suezmax,33110.0,0.477,0.563,856.0,2.1,5.0,Regional Spread
2025-02-24,Bab el-Mandeb / Red Sea,Aframax,23632.0,0.507,0.598,857.0,2.1,3.7,Regional Spread
2025-02-24,Bab el-Mandeb / Red Sea,LNG Carrier,63864.0,0.429,0.657,847.0,2.4,1.6,Regional Spread
2025-02-24,Suez Canal,VLCC,54166.0,0.172,0.396,896.0,1.1,1.4,Regional Spread
2025-02-24,Suez Canal,Suezmax,39246.0,0.189,0.378,873.0,1.0,0.8,Regional Spread
2025-02-24,Suez Canal,Aframax,27652.0,0.18,0.413,823.0,1.1,1.2,Regional Spread
2025-02-24,Suez Canal,LNG Carrier,74705.0,0.188,0.421,827.0,1.1,0.3,Regional Spread
2025-02-24,Strait of Malacca,VLCC,33515.0,0.202,0.391,856.0,1.1,0.3,Regional Spread
2025-02-24,Strait of Malacca,Suezmax,25589.0,0.192,0.424,848.0,1.1,1.0,Regional Spread
2025-02-24,Strait of Malacca,Aframax,16417.0,0.212,0.368,847.0,1.1,0.9,Regional Spread
2025-02-24,Strait of Malacca,LNG Carrier,42892.0,0.2,0.384,877.0,1.1,0.8,Regional Spread
