country_key,date_key,fuel_type_key,conflict_phase_key,import_volume_kbpd,me_share_pct,alternative_source_pct,price_premium_pct,disruption_risk_score,spr_days_cover
8,20250101,5,2,20.3,20.9,62.62,1.17,1.5,34.0
8,20250101,6,2,11.2,21.36,57.69,1.4,0.6,34.0
9,20250101,1,2,184.0,56.5,48.42,3.98,3.1,45.0
9,20250101,2,2,55.8,59.96,44.81,3.2,3.4,45.0
9,20250101,3,2,18.1,58.48,46.32,3.78,2.6,49.0
9,20250101,4,2,22.8,57.24,45.19,3.65,3.2,35.0
9,20250101,5,2,13.9,58.38,43.65,3.54,3.4,40.0
9,20250101,6,2,8.9,60.75,40.63,3.89,3.3,26.0
10,20250101,1,2,233.4,11.99,58.01,0.76,0.3,48.0
10,20250101,2,2,80.7,11.84,62.51,0.7,0.4,31.0
10,20250101,3,2,23.8,11.83,62.11,0.79,0.5,31.0
10,20250101,4,2,35.6,12.0,62.49,0.79,0.5,43.0
10,20250101,5,2,21.1,11.74,60.15,0.67,0.8,37.0
10,20250101,6,2,13.3,12.08,57.14,0.7,0.4,36.0
11,20250101,1,2,261.9,74.11,27.47,4.45,3.8,30.0
11,20250101,2,2,81.7,71.13,33.1,4.21,3.4,38.0
11,20250101,3,2,28.9,71.5,33.42,4.46,3.3,41.0
11,20250101,4,2,36.5,71.22,33.7,4.82,3.8,44.0
11,20250101,5,2,23.2,70.61,33.27,4.77,3.9,52.0
11,20250101,6,2,13.9,73.25,28.52,4.32,3.7,47.0
12,20250101,1,2,84.8,42.76,57.67,2.29,2.0,49.0
12,20250101,2,2,22.7,41.76,62.59,2.38,2.4,50.0
12,20250101,3,2,8.5,39.86,58.44,2.51,2.4,45.0
12,20250101,4,2,10.3,41.66,63.2,2.77,2.2,26.0
12,20250101,5,2,6.4,42.11,58.36,2.34,1.9,41.0
12,20250101,6,2,4.2,41.32,56.89,2.62,1.6,55.0
13,20250101,1,2,529.9,76.77,26.73,4.79,4.0,56.0
13,20250101,2,2,147.6,76.56,27.57,5.2,3.6,39.0
13,20250101,3,2,46.4,78.58,25.2,4.77,3.7,38.0
13,20250101,4,2,70.1,77.12,27.6,4.47,4.2,26.0
13,20250101,5,2,41.5,78.3,25.86,4.16,3.5,32.0
13,20250101,6,2,23.9,77.21,24.75,4.57,3.7,51.0
14,20250101,1,2,727.3,76.39,26.63,4.6,4.2,50.0
14,20250101,2,2,225.5,79.01,24.65,5.19,3.6,33.0
14,20250101,3,2,79.3,78.5,25.04,4.85,3.7,40.0
14,20250101,4,2,100.4,78.8,24.81,4.32,4.3,44.0
14,20250101,5,2,63.0,78.65,25.34,4.4,4.2,35.0
14,20250101,6,2,34.5,79.11,24.43,5.36,3.8,40.0
15,20250101,1,2,84.3,27.47,60.49,1.74,1.6,40.0
15,20250101,2,2,23.2,27.95,60.41,1.65,1.8,42.0
15,20250101,3,2,8.7,27.35,58.52,1.59,1.6,33.0
15,20250101,4,2,11.0,28.16,62.16,1.86,1.2,34.0
15,20250101,5,2,6.8,27.64,61.85,1.79,0.9,39.0
15,20250101,6,2,3.8,27.03,63.39,1.84,1.6,49.0
16,20250101,1,2,47.9,87.88,14.78,5.53,4.6,51.0
16,20250101,2,2,13.9,90.5,12.51,5.12,4.1,35.0
16,20250101,3,2,4.7,85.27,17.36,4.95,4.5,47.0
16,20250101,4,2,6.0,88.09,15.25,5.18,4.5,54.0
16,20250101,5,2,3.6,89.83,12.62,5.23,4.0,36.0
16,20250101,6,2,2.3,86.52,15.72,5.44,4.3,32.0
17,20250101,1,2,41.4,34.2,60.01,2.13,1.6,36.0
17,20250101,2,2,12.6,35.49,62.72,2.02,1.9,43.0
17,20250101,3,2,4.2,34.51,61.32,2.23,1.5,34.0
17,20250101,4,2,5.9,35.29,57.51,2.05,1.5,27.0
17,20250101,5,2,3.6,35.56,59.02,2.18,1.4,31.0
17,20250101,6,2,2.2,35.65,61.4,2.02,2.0,35.0
18,20250101,1,2,24.2,39.04,60.25,2.6,1.5,29.0
18,20250101,2,2,8.2,38.54,61.74,2.47,2.1,53.0
18,20250101,3,2,2.4,37.66,61.8,2.3,2.1,41.0
18,20250101,4,2,3.7,40.71,61.39,2.33,2.1,42.0
18,20250101,5,2,2.0,39.03,56.74,2.45,1.8,41.0
18,20250101,6,2,1.3,40.12,60.14,2.61,2.2,42.0
19,20250101,1,2,8.4,10.07,63.58,0.6,0.2,35.0
19,20250101,2,2,2.7,9.78,60.12,0.54,0.7,48.0
19,20250101,3,2,0.9,9.86,63.29,0.62,0.0,22.0
19,20250101,4,2,1.1,9.77,61.02,0.58,0.3,43.0
19,20250101,5,2,0.8,9.56,61.96,0.57,0.5,41.0
19,20250101,6,2,0.5,10.17,56.87,0.55,0.0,31.0
20,20250101,1,2,15.0,4.9,63.25,0.29,0.4,39.0
20,20250101,2,2,4.6,5.07,61.91,0.3,0.0,38.0
20,20250101,3,2,1.6,4.74,61.58,0.26,0.5,35.0
20,20250101,4,2,1.9,4.83,63.08,0.28,0.7,47.0
20,20250101,5,2,1.2,5.03,59.78,0.29,0.2,36.0
20,20250101,6,2,0.8,4.89,61.28,0.29,0.2,37.0
1,20250201,1,2,6735.8,42.82,62.35,2.63,1.8,85.0
1,20250201,2,2,1868.4,44.27,58.91,2.64,1.9,83.0
1,20250201,3,2,620.2,43.99,58.48,2.44,1.8,78.0
1,20250201,4,2,936.0,41.83,57.67,2.57,2.0,72.0
1,20250201,5,2,508.1,44.53,60.45,2.46,2.4,84.0
1,20250201,6,2,308.0,43.91,61.59,2.36,2.0,97.0
2,20250201,1,2,2713.2,60.94,42.3,4.12,3.3,68.0
2,20250201,2,2,845.9,60.56,42.6,3.62,3.0,77.0
2,20250201,3,2,271.9,61.53,39.25,3.74,3.0,79.0
2,20250201,4,2,387.6,58.4,42.89,4.16,2.9,70.0
2,20250201,5,2,221.1,58.85,43.22,3.67,2.9,61.0
2,20250201,6,2,148.2,60.88,43.19,3.43,3.0,62.0
3,20250201,1,2,1620.1,88.64,14.04,4.98,4.5,243.0
3,20250201,2,2,557.0,82.81,20.54,5.06,4.8,233.0
3,20250201,3,2,183.6,84.89,17.53,5.13,4.2,214.0
3,20250201,4,2,248.1,89.11,13.53,5.08,4.1,218.0
3,20250201,5,2,144.7,89.61,13.48,5.34,4.3,222.0
3,20250201,6,2,92.1,84.15,19.28,4.91,3.8,233.0
4,20250201,1,2,1649.5,68.5,34.33,4.76,3.2,185.0
4,20250201,2,2,459.6,72.87,31.1,3.8,3.4,197.0
4,20250201,3,2,157.9,68.98,35.61,4.82,3.7,178.0
4,20250201,4,2,209.8,67.77,35.96,4.71,3.7,195.0
4,20250201,5,2,131.2,69.81,34.24,3.83,3.1,168.0
4,20250201,6,2,71.1,72.91,31.27,4.31,3.7,178.0
5,20250201,1,2,356.6,15.13,59.08,0.86,0.9,49.0
5,20250201,2,2,116.3,14.65,57.49,0.95,1.2,59.0
5,20250201,3,2,39.1,14.32,63.42,0.8,0.6,41.0
5,20250201,4,2,53.6,14.99,62.54,0.95,0.9,56.0
5,20250201,5,2,31.1,15.09,60.61,0.82,0.3,62.0
5,20250201,6,2,18.5,14.59,56.52,0.94,0.9,50.0
6,20250201,1,2,477.2,17.3,61.68,1.16,0.4,38.0
6,20250201,2,2,150.0,17.31,57.95,1.06,0.5,48.0
6,20250201,3,2,52.6,17.92,58.48,0.96,1.3,42.0
6,20250201,4,2,64.6,17.96,59.01,1.16,0.6,48.0
6,20250201,5,2,42.4,18.28,58.75,1.09,1.0,37.0
6,20250201,6,2,26.7,17.49,61.58,1.18,0.8,45.0
7,20250201,1,2,529.2,54.61,47.87,2.96,3.0,37.0
7,20250201,2,2,150.3,52.5,50.93,3.38,2.7,40.0
7,20250201,3,2,49.5,52.32,48.96,2.97,2.5,25.0
7,20250201,4,2,75.1,55.22,49.14,2.97,3.1,32.0
7,20250201,5,2,42.8,53.02,50.37,3.08,3.1,24.0
7,20250201,6,2,28.4,52.7,50.26,3.65,2.5,52.0
8,20250201,1,2,243.3,21.76,58.25,1.34,1.3,39.0
8,20250201,2,2,70.5,22.22,62.33,1.46,1.3,40.0
8,20250201,3,2,22.7,21.45,62.86,1.28,1.4,44.0
8,20250201,4,2,30.7,20.84,58.94,1.4,1.1,45.0
8,20250201,5,2,18.0,21.96,63.21,1.39,1.2,42.0
8,20250201,6,2,11.6,20.83,59.49,1.29,1.3,25.0
9,20250201,1,2,169.0,59.38,41.32,4.01,3.1,51.0
9,20250201,2,2,49.4,57.51,44.15,3.89,3.0,44.0
9,20250201,3,2,18.8,60.58,44.57,3.31,3.0,38.0
9,20250201,4,2,25.1,58.81,45.34,3.3,2.9,24.0
9,20250201,5,2,14.0,57.61,43.2,3.88,2.9,39.0
9,20250201,6,2,8.5,60.33,43.48,3.76,3.3,43.0
10,20250201,1,2,266.1,11.41,56.97,0.66,0.8,24.0
10,20250201,2,2,75.8,11.94,58.08,0.73,0.4,54.0
10,20250201,3,2,26.3,12.17,58.07,0.72,0.8,21.0
10,20250201,4,2,34.4,12.04,60.15,0.74,0.7,43.0
10,20250201,5,2,21.6,11.35,62.3,0.67,1.0,43.0
10,20250201,6,2,12.1,12.15,57.6,0.74,0.6,46.0
11,20250201,1,2,283.4,73.15,29.55,4.52,3.9,43.0
11,20250201,2,2,77.9,74.3,28.23,4.0,4.2,43.0
11,20250201,3,2,26.5,71.98,31.02,4.82,3.4,44.0
11,20250201,4,2,35.0,74.9,28.72,4.66,3.2,39.0
11,20250201,5,2,21.8,73.9,27.69,4.36,4.2,47.0
11,20250201,6,2,12.9,76.06,28.74,3.98,3.5,42.0
12,20250201,1,2,88.0,41.83,61.84,2.58,2.1,43.0
12,20250201,2,2,25.5,41.68,63.04,2.28,2.3,52.0
12,20250201,3,2,8.7,42.41,60.24,2.53,1.6,38.0
12,20250201,4,2,11.3,41.92,60.21,2.24,2.0,53.0
12,20250201,5,2,7.3,39.75,57.0,2.27,1.8,39.0
12,20250201,6,2,4.1,41.11,62.0,2.75,1.6,34.0
13,20250201,1,2,521.3,79.04,23.68,5.03,3.9,45.0
13,20250201,2,2,158.7,73.51,30.83,4.54,3.5,25.0
13,20250201,3,2,49.3,79.06,24.87,4.63,3.4,25.0
13,20250201,4,2,69.3,77.03,26.91,4.16,3.8,43.0
13,20250201,5,2,43.6,74.79,28.51,5.1,3.6,32.0
13,20250201,6,2,26.6,76.33,27.43,4.64,3.9,37.0
14,20250201,1,2,725.1,80.97,21.62,5.2,4.1,38.0
14,20250201,2,2,222.3,78.21,25.0,5.1,3.5,38.0
14,20250201,3,2,68.1,76.59,27.93,4.29,3.5,50.0
14,20250201,4,2,92.6,75.59,26.52,4.35,4.1,27.0
14,20250201,5,2,58.3,80.9,23.27,4.64,4.3,45.0
14,20250201,6,2,34.9,80.5,23.66,5.27,4.1,28.0
15,20250201,1,2,83.6,27.6,61.28,1.59,1.5,33.0
15,20250201,2,2,23.1,27.76,60.21,1.79,1.6,31.0
15,20250201,3,2,8.0,27.59,62.68,1.8,1.7,31.0
15,20250201,4,2,11.0,27.84,62.61,1.65,1.1,31.0
15,20250201,5,2,6.7,27.45,61.24,1.88,1.3,43.0
15,20250201,6,2,4.3,27.45,62.25,1.49,1.4,44.0
16,20250201,1,2,45.4,89.38,13.3,5.17,4.0,35.0
16,20250201,2,2,14.1,86.64,17.14,5.94,4.2,48.0
16,20250201,3,2,4.8,89.84,13.02,5.62,4.4,43.0
16,20250201,4,2,5.8,86.94,17.02,5.5,4.1,37.0
16,20250201,5,2,3.5,86.89,16.83,5.86,4.1,47.0
16,20250201,6,2,2.3,87.85,15.37,5.46,4.1,37.0
17,20250201,1,2,38.2,33.22,63.17,1.91,2.1,38.0
17,20250201,2,2,13.2,35.52,57.68,2.16,1.7,39.0
17,20250201,3,2,3.9,33.92,58.16,2.31,1.5,38.0
17,20250201,4,2,5.5,33.07,61.38,2.04,2.0,46.0
17,20250201,5,2,3.6,33.57,60.34,2.03,2.0,30.0
17,20250201,6,2,2.0,33.15,62.6,2.1,1.2,35.0
18,20250201,1,2,26.7,40.49,59.87,2.16,1.6,41.0
18,20250201,2,2,8.3,39.16,57.27,2.46,2.1,55.0
18,20250201,3,2,2.4,39.68,58.28,2.61,2.3,28.0
18,20250201,4,2,3.7,37.83,58.03,2.62,2.2,50.0
18,20250201,5,2,2.3,39.48,56.44,2.47,2.3,39.0
18,20250201,6,2,1.3,38.26,59.31,2.36,1.8,42.0
19,20250201,1,2,9.6,9.67,62.82,0.64,0.2,38.0
19,20250201,2,2,2.8,10.18,59.92,0.63,0.1,46.0
19,20250201,3,2,0.9,9.57,63.5,0.59,0.4,35.0
19,20250201,4,2,1.3,9.61,62.94,0.62,0.5,46.0
19,20250201,5,2,0.7,10.06,59.21,0.56,0.6,46.0
19,20250201,6,2,0.4,9.61,59.93,0.59,1.0,51.0
20,20250201,1,2,14.6,5.04,59.17,0.29,-0.1,54.0
20,20250201,2,2,4.8,4.79,58.82,0.31,0.6,37.0
20,20250201,3,2,1.6,4.83,59.94,0.33,0.0,24.0
20,20250201,4,2,2.0,5.02,58.82,0.3,0.3,36.0
20,20250201,5,2,1.3,5.01,63.01,0.28,0.4,55.0
20,20250201,6,2,0.8,5.05,58.14,0.28,0.7,44.0
1,20250301,1,2,6318.4,42.19,59.81,2.93,2.6,90.0
1,20250301,2,2,1854.3,42.78,60.87,2.71,2.7,86.0
1,20250301,3,2,675.1,42.9,63.52,2.62,1.7,75.0
1,20250301,4,2,911.7,44.79,55.5,2.9,2.0,98.0
1,20250301,5,2,519.4,44.25,56.11,2.5,1.9,103.0
1,20250301,6,2,303.2,44.54,56.22,2.91,2.3,97.0
2,20250301,1,2,2970.9,61.84,42.95,4.02,3.5,68.0
2,20250301,2,2,798.1,62.74,39.57,3.38,2.8,60.0
2,20250301,3,2,295.1,60.39,43.16,3.97,2.6,65.0
2,20250301,4,2,373.0,62.52,39.73,3.86,3.2,68.0
2,20250301,5,2,230.3,60.0,44.97,4.14,3.4,67.0
2,20250301,6,2,140.6,58.77,46.59,3.67,2.7,55.0
3,20250301,1,2,1608.8,84.89,18.56,5.1,3.9,222.0
3,20250301,2,2,557.8,83.02,20.13,4.81,4.7,226.0
3,20250301,3,2,167.6,84.24,19.16,5.53,4.2,236.0
3,20250301,4,2,244.6,85.04,18.29,5.62,4.7,226.0
3,20250301,5,2,155.2,86.41,15.83,5.14,4.2,225.0
3,20250301,6,2,90.9,87.24,15.79,5.8,4.1,226.0
4,20250301,1,2,1450.4,68.46,33.79,4.56,3.6,192.0
4,20250301,2,2,473.2,72.63,30.03,4.08,3.5,185.0
4,20250301,3,2,152.9,68.68,32.61,4.43,3.1,178.0
4,20250301,4,2,197.7,72.24,30.44,4.69,3.9,185.0
4,20250301,5,2,118.4,68.42,33.04,4.36,3.6,182.0
4,20250301,6,2,74.4,69.47,33.57,4.31,3.1,184.0
5,20250301,1,2,382.5,15.26,58.26,0.84,0.7,55.0
5,20250301,2,2,109.3,14.47,59.28,0.88,0.7,59.0
5,20250301,3,2,38.1,15.0,61.08,0.86,0.5,61.0
5,20250301,4,2,49.1,14.53,57.02,0.8,1.1,55.0
5,20250301,5,2,30.3,14.68,61.44,0.94,0.3,59.0
5,20250301,6,2,20.4,14.8,57.42,0.98,0.3,52.0
6,20250301,1,2,483.4,17.17,57.91,1.07,0.7,30.0
6,20250301,2,2,162.4,17.71,62.81,0.97,0.5,49.0
6,20250301,3,2,50.9,18.35,58.79,1.02,0.8,45.0
6,20250301,4,2,63.2,18.15,60.54,1.2,1.2,45.0
6,20250301,5,2,44.2,17.21,62.34,1.13,1.1,33.0
6,20250301,6,2,23.5,17.9,57.66,1.2,1.0,57.0
7,20250301,1,2,551.8,51.96,51.77,3.38,3.0,49.0
7,20250301,2,2,155.9,52.06,53.44,3.68,2.4,46.0
7,20250301,3,2,52.0,52.16,53.18,3.56,3.2,57.0
7,20250301,4,2,72.5,55.2,49.46,3.47,3.1,48.0
7,20250301,5,2,40.7,53.85,51.79,3.39,2.4,40.0
7,20250301,6,2,27.7,54.46,47.1,3.31,2.5,38.0
8,20250301,1,2,241.9,22.23,58.53,1.34,0.9,47.0
8,20250301,2,2,64.8,22.33,61.89,1.44,0.9,33.0
8,20250301,3,2,24.9,22.01,61.4,1.31,1.2,30.0
8,20250301,4,2,32.3,22.4,59.24,1.43,1.4,29.0
8,20250301,5,2,19.3,21.62,58.96,1.35,1.6,40.0
8,20250301,6,2,11.5,21.62,60.3,1.45,1.6,31.0
9,20250301,1,2,170.5,57.99,47.25,3.87,3.3,36.0
9,20250301,2,2,56.6,56.88,45.97,3.59,2.7,29.0
9,20250301,3,2,17.1,60.77,43.61,3.96,3.4,48.0
9,20250301,4,2,22.9,60.26,44.14,3.66,3.4,41.0
9,20250301,5,2,15.8,56.61,46.71,3.33,3.3,24.0
9,20250301,6,2,9.1,59.37,42.58,3.67,2.5,25.0
10,20250301,1,2,254.1,12.02,62.18,0.67,0.5,37.0
10,20250301,2,2,69.2,11.99,59.75,0.8,0.3,38.0
10,20250301,3,2,26.0,11.92,56.41,0.78,0.4,32.0
10,20250301,4,2,34.9,11.99,56.59,0.72,1.1,25.0
10,20250301,5,2,19.6,11.4,57.89,0.64,0.3,44.0
10,20250301,6,2,12.8,12.03,63.23,0.69,0.4,55.0
11,20250301,1,2,288.5,71.24,32.48,4.86,3.4,37.0
11,20250301,2,2,85.4,70.73,31.97,4.56,4.1,54.0
11,20250301,3,2,28.4,71.63,29.88,4.03,3.6,37.0
11,20250301,4,2,36.2,74.5,28.82,4.46,3.9,29.0
11,20250301,5,2,22.4,72.97,31.26,4.01,3.9,41.0
11,20250301,6,2,13.3,73.32,29.22,4.75,3.5,50.0
12,20250301,1,2,75.6,41.21,59.43,2.64,2.4,52.0
12,20250301,2,2,22.8,41.18,57.21,2.57,1.7,35.0
12,20250301,3,2,8.0,39.73,63.56,2.29,1.6,32.0
12,20250301,4,2,11.3,42.67,62.27,2.77,2.0,55.0
12,20250301,5,2,6.6,41.2,60.94,2.79,1.7,38.0
12,20250301,6,2,4.3,39.68,63.2,2.81,2.1,40.0
13,20250301,1,2,522.9,78.89,24.48,5.08,4.1,38.0
13,20250301,2,2,161.4,76.52,27.21,4.46,3.6,32.0
13,20250301,3,2,48.2,76.57,25.29,4.68,3.9,37.0
13,20250301,4,2,65.6,74.36,29.21,4.13,3.4,34.0
13,20250301,5,2,39.5,77.61,26.01,4.31,3.4,31.0
13,20250301,6,2,26.2,73.96,30.61,5.13,3.6,23.0
14,20250301,1,2,717.4,81.35,22.72,5.0,3.9,27.0
14,20250301,2,2,225.7,78.37,25.25,5.11,4.3,27.0
14,20250301,3,2,73.8,75.98,28.16,5.04,4.1,28.0
14,20250301,4,2,103.7,79.15,22.89,4.48,3.6,57.0
14,20250301,5,2,59.9,77.23,24.64,4.31,4.0,28.0
14,20250301,6,2,39.0,77.54,24.29,4.38,4.2,23.0
15,20250301,1,2,78.9,27.83,62.97,1.52,1.3,29.0
15,20250301,2,2,26.6,27.3,57.26,1.75,1.8,31.0
15,20250301,3,2,7.8,27.84,59.94,1.8,1.7,42.0
15,20250301,4,2,10.7,27.71,61.93,1.57,1.2,46.0
15,20250301,5,2,6.7,27.42,58.57,1.83,1.5,39.0
15,20250301,6,2,4.4,27.0,60.62,1.57,1.4,31.0
16,20250301,1,2,42.7,89.7,12.83,4.9,4.0,49.0
16,20250301,2,2,13.6,90.46,12.73,5.06,4.4,17.0
16,20250301,3,2,4.2,85.68,16.73,5.15,4.1,26.0
16,20250301,4,2,6.4,88.27,14.23,5.13,4.4,21.0
16,20250301,5,2,4.0,90.77,12.32,5.76,4.8,37.0
16,20250301,6,2,2.1,91.35,12.53,5.31,4.7,39.0
17,20250301,1,2,42.6,35.09,56.61,1.86,2.1,43.0
17,20250301,2,2,11.6,34.67,57.27,2.0,1.5,24.0
17,20250301,3,2,4.1,34.27,57.44,2.14,1.7,35.0
17,20250301,4,2,5.0,35.13,57.35,2.3,1.6,32.0
17,20250301,5,2,3.6,33.71,58.56,2.17,1.6,25.0
17,20250301,6,2,2.2,34.1,59.2,2.05,1.3,44.0
18,20250301,1,2,26.4,39.72,63.08,2.4,2.1,35.0
18,20250301,2,2,8.2,40.1,58.03,2.65,1.8,39.0
18,20250301,3,2,2.5,38.58,59.97,2.53,2.2,48.0
18,20250301,4,2,3.5,39.85,58.81,2.67,2.4,43.0
18,20250301,5,2,2.3,38.15,58.65,2.3,2.4,35.0
18,20250301,6,2,1.2,37.95,61.28,2.54,1.5,41.0
19,20250301,1,2,8.3,9.81,58.72,0.66,0.7,49.0
19,20250301,2,2,2.7,9.49,60.33,0.54,0.2,25.0
19,20250301,3,2,0.9,9.88,61.18,0.63,0.9,39.0
19,20250301,4,2,1.1,9.96,63.45,0.55,0.1,34.0
19,20250301,5,2,0.8,10.1,57.44,0.64,0.4,23.0
19,20250301,6,2,0.5,9.49,62.98,0.56,0.4,41.0
20,20250301,1,2,14.4,4.81,63.1,0.27,-0.2,35.0
20,20250301,2,2,4.1,4.95,56.82,0.29,0.2,45.0
20,20250301,3,2,1.6,4.7,60.66,0.29,0.3,49.0
20,20250301,4,2,2.1,4.98,58.92,0.28,0.6,34.0
20,20250301,5,2,1.2,4.71,58.25,0.26,0.7,39.0
20,20250301,6,2,0.7,4.93,58.98,0.33,-0.0,42.0
1,20250401,1,3,6569.0,41.08,61.31,4.87,3.1,79.0
1,20250401,2,3,1815.8,42.77,58.82,5.88,3.0,89.0
1,20250401,3,3,613.4,41.04,58.83,5.73,3.3,96.0
1,20250401,4,3,896.2,42.41,62.46,5.18,3.2,90.0
1,20250401,5,3,514.3,41.2,56.54,5.73,2.5,89.0
1,20250401,6,3,301.7,40.66,61.94,5.65,2.5,98.0
2,20250401,1,3,2445.6,57.94,49.93,7.83,4.1,55.0
2,20250401,2,3,777.4,60.05,45.16,7.66,4.1,65.0
2,20250401,3,3,260.1,61.26,46.07,6.85,3.7,50.0
2,20250401,4,3,346.0,61.07,45.35,7.86,4.4,53.0
2,20250401,5,3,224.4,59.55,49.04,7.19,4.2,61.0
2,20250401,6,3,121.4,61.1,43.65,7.39,3.9,54.0
3,20250401,1,3,1596.1,85.83,19.57,11.76,5.9,228.0
3,20250401,2,3,461.3,86.43,20.99,9.34,6.0,230.0
3,20250401,3,3,171.9,82.3,24.4,10.35,5.8,247.0
3,20250401,4,3,232.0,82.34,25.16,9.96,5.3,233.0
3,20250401,5,3,146.1,82.79,24.98,10.6,5.9,223.0
3,20250401,6,3,74.8,82.99,24.7,9.29,5.7,235.0
4,20250401,1,3,1539.6,68.34,38.97,7.68,4.3,192.0
4,20250401,2,3,436.0,68.74,37.01,7.83,4.3,180.0
4,20250401,3,3,143.1,71.49,36.34,8.3,4.8,167.0
4,20250401,4,3,182.2,70.95,36.84,8.37,4.1,174.0
4,20250401,5,3,112.4,67.26,40.9,8.45,4.5,201.0
4,20250401,6,3,74.7,71.43,36.77,7.91,4.8,187.0
5,20250401,1,3,398.5,14.16,58.72,1.63,1.3,53.0
5,20250401,2,3,107.1,14.91,60.04,1.75,1.4,54.0
5,20250401,3,3,39.3,14.56,58.41,1.6,0.8,72.0
5,20250401,4,3,50.3,14.65,61.19,1.63,1.1,50.0
5,20250401,5,3,33.8,14.06,61.64,1.65,1.1,56.0
5,20250401,6,3,18.8,14.04,62.24,1.62,1.0,52.0
6,20250401,1,3,506.9,17.03,60.68,2.02,1.5,44.0
6,20250401,2,3,151.0,17.26,63.23,2.05,1.5,36.0
6,20250401,3,3,49.9,16.95,58.28,2.32,0.8,45.0
6,20250401,4,3,67.4,17.08,63.34,2.04,1.1,30.0
6,20250401,5,3,42.6,17.68,61.52,2.17,1.2,51.0
6,20250401,6,3,26.5,17.54,62.26,1.97,1.2,61.0
7,20250401,1,3,504.4,54.72,52.95,6.23,3.5,26.0
7,20250401,2,3,154.6,50.72,53.85,6.84,3.8,51.0
7,20250401,3,3,54.4,54.37,49.48,6.75,3.9,35.0
7,20250401,4,3,70.5,53.25,50.16,6.78,3.2,30.0
7,20250401,5,3,39.3,54.32,51.53,5.88,3.3,53.0
7,20250401,6,3,26.4,54.51,50.88,5.99,3.3,29.0
8,20250401,1,3,243.2,20.58,60.48,2.84,1.6,36.0
8,20250401,2,3,68.6,20.96,56.62,2.34,1.1,48.0
8,20250401,3,3,21.7,21.13,59.09,2.91,1.4,47.0
8,20250401,4,3,32.1,20.81,58.26,2.87,1.3,23.0
8,20250401,5,3,20.2,20.35,62.09,2.74,1.1,54.0
8,20250401,6,3,11.7,21.41,59.57,2.69,1.5,52.0
9,20250401,1,3,159.8,56.58,47.58,6.41,3.7,46.0
9,20250401,2,3,54.3,58.36,50.48,6.91,3.3,36.0
9,20250401,3,3,17.1,59.51,45.55,7.15,3.6,36.0
9,20250401,4,3,24.1,57.48,50.91,6.58,3.7,37.0
9,20250401,5,3,15.1,59.23,44.58,7.82,3.3,30.0
9,20250401,6,3,8.9,59.53,45.4,6.75,3.3,40.0
10,20250401,1,3,252.9,11.77,57.59,1.5,1.0,46.0
10,20250401,2,3,69.4,11.87,60.75,1.47,0.4,50.0
10,20250401,3,3,23.6,11.77,56.46,1.58,0.4,30.0
10,20250401,4,3,32.5,11.64,58.97,1.37,1.1,43.0
10,20250401,5,3,22.2,11.6,61.82,1.51,0.5,50.0
10,20250401,6,3,12.3,11.71,57.81,1.55,0.9,42.0
11,20250401,1,3,270.6,70.31,36.94,9.25,4.9,44.0
11,20250401,2,3,71.5,69.83,35.79,8.58,4.6,47.0
11,20250401,3,3,24.8,70.59,35.95,8.37,4.7,37.0
11,20250401,4,3,36.3,74.18,32.91,9.58,4.6,35.0
11,20250401,5,3,21.3,71.78,34.72,8.29,4.9,40.0
11,20250401,6,3,13.6,74.74,31.88,8.22,4.4,33.0
12,20250401,1,3,80.5,41.3,60.68,5.0,3.0,43.0
12,20250401,2,3,25.4,39.75,60.66,4.75,3.1,26.0
12,20250401,3,3,7.4,40.38,59.73,5.08,2.4,42.0
12,20250401,4,3,10.0,40.5,62.45,4.49,2.4,41.0
12,20250401,5,3,7.0,41.71,57.49,5.05,3.1,45.0
12,20250401,6,3,4.2,41.22,62.31,5.53,2.3,47.0
13,20250401,1,3,453.2,73.23,34.88,8.79,4.4,35.0
13,20250401,2,3,141.4,74.11,30.72,10.18,5.0,48.0
13,20250401,3,3,46.1,73.37,31.37,9.34,5.0,37.0
13,20250401,4,3,61.0,74.91,31.97,9.33,4.8,40.0
13,20250401,5,3,37.4,75.67,32.54,8.96,5.1,40.0
13,20250401,6,3,22.3,76.93,28.71,9.76,4.8,42.0
14,20250401,1,3,687.0,74.69,30.47,9.0,5.1,34.0
14,20250401,2,3,209.9,73.84,31.78,10.04,4.7,52.0
14,20250401,3,3,68.7,79.11,27.13,8.64,5.0,39.0
14,20250401,4,3,92.5,77.37,28.35,9.77,5.2,28.0
14,20250401,5,3,57.5,79.39,26.38,9.24,5.0,51.0
14,20250401,6,3,37.1,78.86,26.65,8.77,4.9,38.0
15,20250401,1,3,75.9,26.35,60.56,3.54,2.0,42.0
15,20250401,2,3,22.6,27.6,59.16,3.12,1.6,47.0
15,20250401,3,3,8.6,27.7,61.99,3.35,1.6,48.0
15,20250401,4,3,11.1,26.13,62.81,3.26,2.2,53.0
15,20250401,5,3,6.7,27.39,59.35,3.59,1.8,37.0
15,20250401,6,3,4.0,27.72,56.65,3.04,2.0,41.0
16,20250401,1,3,40.7,83.45,23.67,11.64,6.1,31.0
16,20250401,2,3,12.2,85.43,21.5,10.91,5.6,34.0
16,20250401,3,3,4.1,85.12,21.87,10.63,5.8,37.0
16,20250401,4,3,5.5,83.1,24.2,10.9,6.1,41.0
16,20250401,5,3,3.2,85.53,20.89,9.51,5.9,43.0
