event_id,date_key,conflict_phase_key,incident_type_key,vessel_type_key,flag_state_key,estimated_delay_hours,cargo_volume_impacted_kt,lat,lon,reroute_required
EVT-00356,20250503,3,4,3,4,28.4,39.0,2.5119,102.6708,False
EVT-00357,20250504,3,7,7,9,2.2,457.0,26.9408,57.2581,True
EVT-00358,20250505,3,4,7,4,10.2,82.0,31.7197,103.9298,True
EVT-00359,20250506,3,4,7,9,19.5,11.0,8.5478,41.117,False
EVT-00360,20250506,3,12,7,5,8.0,92.0,34.415,74.5278,False
EVT-00361,20250507,3,10,2,1,3.2,55.0,25.4484,102.7622,False
EVT-00362,20250507,3,9,1,6,259.7,121.0,26.4886,56.654,True
EVT-00363,20250508,3,7,4,3,1.2,57.0,-34.9204,18.5029,False
EVT-00364,20250508,3,11,6,8,21.1,271.0,18.9262,48.1196,False
EVT-00365,20250508,3,2,8,6,11.7,18.0,27.3138,56.5997,False
EVT-00366,20250509,3,6,8,3,6.1,12.0,12.1511,42.3396,False
EVT-00367,20250509,3,12,3,8,33.0,203.0,30.787,31.752,True
EVT-00368,20250510,3,11,1,2,1.6,106.0,27.3737,57.1215,False
EVT-00369,20250510,3,6,1,6,22.3,1144.0,27.1774,56.6887,True
EVT-00370,20250510,3,15,2,6,68.2,406.0,30.2303,31.3771,True
EVT-00371,20250510,3,12,6,2,7.3,54.0,13.1033,43.0703,False
EVT-00372,20250511,3,6,6,5,5.5,144.0,29.9335,31.3107,True
EVT-00373,20250512,3,14,7,3,262.2,894.0,13.0158,43.6735,True
EVT-00374,20250513,3,1,1,9,131.7,39.0,13.0455,42.8626,True
EVT-00375,20250513,3,1,1,4,18.1,1278.0,30.6592,31.9026,True
EVT-00376,20250513,3,4,6,10,32.1,94.0,13.6322,42.6712,False
EVT-00377,20250513,3,5,6,8,9.9,3.0,27.2522,56.0294,False
EVT-00378,20250514,3,13,7,7,32.3,192.0,30.2732,80.1673,False
EVT-00379,20250516,3,8,8,7,21.3,8.0,13.1124,44.2733,False
EVT-00380,20250517,3,12,6,2,2.5,85.0,2.185,101.8534,False
EVT-00381,20250517,3,13,4,8,14.8,99.0,26.9169,56.2252,False
EVT-00382,20250517,3,3,4,7,8.9,2.0,26.1272,89.4534,False
EVT-00383,20250518,3,13,6,2,54.1,93.0,13.7357,42.5696,True
EVT-00384,20250519,3,11,7,8,35.6,1565.0,27.1472,56.2374,True
EVT-00385,20250520,3,15,4,6,49.1,263.0,12.6306,42.788,True
EVT-00386,20250520,3,9,8,4,55.5,950.0,26.9068,57.1433,True
EVT-00387,20250521,3,3,4,2,8.5,8.0,12.8744,115.8561,False
EVT-00388,20250521,3,7,6,8,104.8,2507.0,15.5492,65.4875,True
EVT-00389,20250522,3,15,8,4,94.1,21.0,13.469,43.507,True
EVT-00390,20250523,3,8,3,6,7.7,60.0,13.6276,43.0145,False
EVT-00391,20250523,3,11,3,7,2.5,39.0,13.235,43.2484,True
EVT-00392,20250525,3,14,8,5,12.3,61.0,28.6567,42.5634,True
EVT-00393,20250525,3,12,5,2,2.8,4.0,27.362,56.428,False
EVT-00394,20250525,3,8,6,5,9.1,205.0,12.0855,42.53,False
EVT-00395,20250526,3,2,6,8,8.0,97.0,13.2688,43.8595,False
EVT-00396,20250526,3,12,8,9,6.2,240.0,13.3127,43.4585,True
EVT-00397,20250526,3,10,8,9,0.2,64.0,13.4285,43.9033,False
EVT-00398,20250526,3,15,6,3,4.5,235.0,13.0154,43.4258,True
EVT-00399,20250526,3,4,4,8,17.4,100.0,11.9688,43.8964,False
EVT-00400,20250527,3,15,5,8,180.0,605.0,27.1964,56.5416,True
EVT-00401,20250528,3,15,4,4,8.4,209.0,13.2533,43.5129,False
EVT-00402,20250528,3,10,2,2,16.4,42.0,26.4991,55.6986,True
EVT-00403,20250528,3,10,4,9,4.7,36.0,25.5544,56.2734,False
EVT-00404,20250529,3,8,5,3,1.3,144.0,26.7064,55.4773,False
EVT-00405,20250529,3,3,8,3,29.6,226.0,28.636,77.7608,False
EVT-00406,20250529,3,11,6,2,51.7,98.0,26.5153,56.4446,True
EVT-00407,20250530,3,2,4,5,6.0,158.0,14.4088,95.5179,True
EVT-00408,20250530,3,11,7,9,49.2,689.0,13.0092,43.652,True
EVT-00409,20250531,3,3,4,9,150.1,1492.0,-35.0512,17.8847,True
EVT-00410,20250531,3,2,4,3,2.7,15.0,18.7554,100.863,False
EVT-00411,20250531,3,8,7,3,28.2,125.0,12.5701,42.687,True
EVT-00412,20250601,3,13,2,10,2.5,4.0,30.7797,53.4104,False
EVT-00413,20250601,3,5,5,3,10.7,104.0,11.928,42.8335,True
EVT-00414,20250601,3,3,1,6,18.1,163.0,25.6518,56.3359,False
EVT-00415,20250601,3,3,3,5,80.2,158.0,25.598,56.0605,True
EVT-00416,20250601,3,15,4,8,136.7,3944.0,25.8874,56.3549,True
EVT-00417,20250602,3,13,8,2,37.2,891.0,10.2416,104.1362,True
EVT-00418,20250602,3,15,4,5,16.8,133.0,26.3911,55.5825,True
EVT-00419,20250602,3,2,8,3,12.1,75.0,26.37,56.4753,False
EVT-00420,20250602,3,5,8,5,5.2,38.0,-34.8312,17.5089,False
EVT-00421,20250603,3,6,3,9,92.6,210.0,27.1844,56.8932,True
EVT-00422,20250603,3,5,7,10,3.3,92.0,2.927,100.8741,False
EVT-00423,20250604,3,12,6,10,5.4,64.0,21.9742,114.0294,False
EVT-00424,20250604,3,4,4,9,154.2,120.0,14.8868,53.5972,True
EVT-00425,20250604,3,15,1,10,29.0,336.0,14.2032,87.2471,True
EVT-00426,20250605,3,7,8,10,0.5,86.0,11.8673,43.7723,False
EVT-00427,20250605,3,2,7,4,2.2,74.0,-34.2804,18.2727,True
EVT-00428,20250605,3,12,4,7,118.2,567.0,13.5573,44.1875,True
EVT-00429,20250606,3,10,5,8,8.4,81.0,27.4866,56.7327,True
EVT-00430,20250606,3,11,8,9,45.2,270.0,12.195,42.7826,False
EVT-00431,20250606,3,11,7,5,7.7,9.0,25.6689,55.4817,False
EVT-00432,20250608,3,5,3,10,12.0,36.0,34.678,53.0327,False
EVT-00433,20250608,3,10,3,1,54.9,280.0,12.2209,43.5352,False
EVT-00434,20250608,3,5,8,2,7.0,19.0,5.5242,42.8983,False
EVT-00435,20250609,3,15,3,10,1.1,132.0,27.1022,55.7814,False
EVT-00436,20250609,3,4,7,5,1.3,177.0,12.9388,42.3554,False
EVT-00437,20250609,3,3,7,9,1.2,34.0,-34.3311,19.4799,True
EVT-00438,20250609,3,15,8,2,40.2,19.0,18.7989,92.6753,False
EVT-00439,20250610,3,2,2,3,10.9,62.0,-33.7125,18.7839,True
EVT-00440,20250611,3,7,6,8,36.4,1249.0,27.1437,55.353,True
EVT-00441,20250612,3,8,4,7,2.6,144.0,31.1262,31.5898,True
EVT-00442,20250612,3,14,6,5,17.2,408.0,31.0708,32.4592,True
EVT-00443,20250613,3,10,8,8,45.3,162.0,12.8497,44.0072,True
EVT-00444,20250614,3,1,4,3,21.7,329.0,31.3203,106.3924,True
EVT-00445,20250614,3,13,3,9,9.4,29.0,13.1552,42.4416,False
EVT-00446,20250614,3,7,5,1,18.0,98.0,2.329,102.5716,True
EVT-00447,20250614,3,9,3,3,1.4,99.0,25.53,56.6101,False
EVT-00448,20250615,3,3,8,10,1.7,36.0,25.7933,56.7048,False
EVT-00449,20250615,3,1,1,6,21.2,9.0,30.9438,115.0124,False
EVT-00450,20250615,3,6,5,10,10.1,1446.0,25.7891,55.3734,True
EVT-00451,20250615,3,12,3,10,0.4,59.0,12.4564,43.8539,False
EVT-00452,20250616,3,14,2,4,43.0,1726.0,13.6942,106.7139,True
EVT-00453,20250616,3,9,5,9,11.4,13.0,28.0688,100.0235,False
EVT-00454,20250616,3,10,8,5,78.0,1096.0,25.0403,46.5556,True
EVT-00455,20250617,3,1,8,5,19.0,737.0,2.9986,102.2235,True
EVT-00456,20250617,3,1,4,10,50.2,30.0,-33.5609,18.7381,True
EVT-00457,20250618,3,8,5,7,26.5,430.0,30.2234,33.186,True
EVT-00458,20250619,3,6,5,9,1.7,45.0,30.5671,31.9086,False
EVT-00459,20250619,3,10,2,4,51.5,695.0,23.0482,112.4265,True
EVT-00460,20250619,3,9,7,6,48.8,40.0,31.3203,31.4317,True
EVT-00461,20250620,3,1,4,3,9.8,987.0,8.7547,40.2315,False
EVT-00462,20250620,3,6,5,3,95.7,374.0,30.6096,31.8871,True
EVT-00463,20250621,3,13,7,10,35.0,389.0,1.6304,101.5303,True
EVT-00464,20250622,3,7,6,4,20.9,26.0,27.1049,56.4857,True
EVT-00465,20250623,3,15,5,9,48.4,150.0,12.0633,43.2922,False
EVT-00466,20250623,3,3,5,3,4.8,65.0,12.3784,42.5708,False
EVT-00467,20250624,3,3,4,4,4.2,124.0,26.2751,55.4683,False
EVT-00468,20250624,3,10,7,6,162.6,886.0,12.0441,43.438,True
EVT-00469,20250624,3,6,2,5,2.0,13.0,11.9445,43.176,False
EVT-00470,20250625,3,1,3,7,15.3,50.0,25.9602,56.9334,False
EVT-00471,20250625,3,12,7,2,45.7,11.0,25.8791,56.6905,True
EVT-00472,20250625,3,6,6,5,5.4,46.0,26.1426,56.8559,False
EVT-00473,20250626,3,3,7,1,45.4,300.0,13.0482,43.9759,True
EVT-00474,20250626,3,6,5,1,9.0,22.0,22.0597,44.7796,False
EVT-00475,20250629,3,14,5,10,0.9,25.0,12.5469,43.8792,False
EVT-00476,20250629,3,12,6,9,99.4,266.0,29.5879,32.0021,True
EVT-00477,20250630,3,8,3,4,10.2,52.0,26.2149,56.4228,False
EVT-00478,20250701,4,10,3,4,2.3,207.0,26.67,56.9509,False
EVT-00479,20250701,4,13,6,3,32.1,5.0,26.8507,56.5117,False
EVT-00480,20250701,4,8,2,4,34.6,63.0,12.1025,43.3139,False
EVT-00481,20250702,4,9,7,5,1.1,10.0,13.5352,42.6473,False
EVT-00482,20250702,4,3,1,2,12.9,72.0,26.2099,56.0752,False
EVT-00483,20250702,4,5,5,2,255.1,94.0,25.9934,56.3177,True
EVT-00484,20250703,4,8,7,2,135.5,2899.0,2.8528,101.463,True
EVT-00485,20250703,4,3,8,2,10.4,28.0,12.5451,43.8979,True
EVT-00486,20250703,4,5,7,5,0.1,26.0,13.5815,43.2139,True
EVT-00487,20250704,4,5,8,9,9.2,52.0,26.8347,85.9103,False
EVT-00488,20250705,4,15,5,6,13.0,136.0,12.5277,43.3377,False
EVT-00489,20250705,4,6,6,7,1.3,58.0,7.2427,50.8253,False
EVT-00490,20250705,4,9,8,1,1.3,133.0,34.4682,97.1286,False
EVT-00491,20250705,4,3,5,7,113.1,305.0,2.7008,102.6458,True
EVT-00492,20250706,4,9,2,1,92.8,189.0,13.5933,43.2908,True
EVT-00493,20250706,4,5,5,2,3.2,3.0,11.82,42.3796,True
EVT-00494,20250707,4,9,3,6,7.5,17.0,26.9426,57.0897,True
EVT-00495,20250707,4,8,1,3,3.6,17.0,30.0424,31.3814,False
EVT-00496,20250707,4,4,7,2,17.2,231.0,13.3748,43.4424,False
EVT-00497,20250707,4,12,7,9,106.5,934.0,26.4388,57.275,True
EVT-00498,20250708,4,12,8,7,14.0,95.0,27.1554,56.0234,False
EVT-00499,20250709,4,6,5,4,36.1,430.0,12.1823,114.0162,True
EVT-00500,20250709,4,3,4,5,15.2,85.0,4.9873,63.7242,True
EVT-00501,20250710,4,9,4,2,23.2,84.0,11.9832,43.7188,True
EVT-00502,20250710,4,1,2,4,67.9,33.0,30.312,32.4592,False
EVT-00503,20250711,4,1,2,7,10.9,36.0,25.9584,57.2791,False
EVT-00504,20250711,4,8,5,9,0.6,74.0,12.3236,44.0657,False
EVT-00505,20250711,4,11,5,3,4.5,1.0,25.9707,55.4745,False
EVT-00506,20250711,4,1,5,5,3.8,205.0,12.1747,44.2547,True
EVT-00507,20250711,4,6,1,10,1.3,55.0,2.7775,102.5459,False
EVT-00508,20250712,4,7,4,7,5.4,105.0,27.3357,55.717,False
EVT-00509,20250713,4,8,5,8,104.1,224.0,-33.9145,18.0845,True
EVT-00510,20250713,4,5,6,10,10.9,17.0,27.0568,56.5504,False
EVT-00511,20250713,4,11,3,7,91.7,842.0,23.2653,64.768,True
EVT-00512,20250713,4,11,4,1,10.0,50.0,2.9332,100.8087,False
EVT-00513,20250715,4,1,2,6,2.5,27.0,25.8286,55.4798,False
EVT-00514,20250715,4,8,6,7,1.4,24.0,12.5259,43.2374,True
EVT-00515,20250715,4,14,1,4,13.2,60.0,26.2827,57.2521,False
EVT-00516,20250716,4,10,8,9,15.2,68.0,12.8695,43.4928,False
EVT-00517,20250716,4,7,3,5,76.1,192.0,30.331,33.0809,True
EVT-00518,20250716,4,10,5,7,110.8,381.0,25.5833,56.1054,True
EVT-00519,20250716,4,8,6,8,141.7,310.0,26.205,55.6071,True
EVT-00520,20250717,4,14,7,2,6.9,56.0,17.3633,94.9595,True
EVT-00521,20250717,4,6,7,4,30.9,30.0,30.4592,31.863,False
EVT-00522,20250717,4,13,3,9,0.7,27.0,34.3931,117.1126,False
EVT-00523,20250717,4,13,3,3,38.3,1206.0,28.5286,83.1686,True
EVT-00524,20250718,4,7,4,1,143.3,55.0,25.6613,55.8449,True
EVT-00525,20250718,4,4,2,7,8.4,35.0,6.1859,80.4064,False
EVT-00526,20250719,4,2,3,6,15.9,17.0,26.2729,57.2476,False
EVT-00527,20250719,4,13,2,1,56.9,287.0,6.8648,99.2518,True
EVT-00528,20250719,4,8,3,8,21.6,194.0,13.1394,43.5696,True
EVT-00529,20250719,4,13,8,3,62.6,1067.0,-33.6505,17.5021,True
EVT-00530,20250720,4,2,6,8,10.3,207.0,-33.655,18.6157,False
EVT-00531,20250720,4,10,8,9,4.5,12.0,26.7663,100.4553,True
EVT-00532,20250720,4,5,2,8,15.5,2161.0,25.9656,56.4655,True
EVT-00533,20250720,4,14,8,6,10.3,183.0,11.9109,43.9675,True
EVT-00534,20250720,4,8,3,8,2.6,766.0,1.9645,101.598,True
EVT-00535,20250720,4,6,2,10,62.6,149.0,24.5074,85.5144,True
EVT-00536,20250720,4,7,2,4,22.4,766.0,3.211,102.416,True
EVT-00537,20250721,4,4,7,8,0.7,15.0,30.53,32.5594,False
EVT-00538,20250721,4,13,7,7,11.7,195.0,12.9856,42.9155,False
EVT-00539,20250721,4,11,7,1,9.0,206.0,25.9783,56.7655,True
EVT-00540,20250721,4,15,2,8,3.9,128.0,30.0884,32.9991,False
EVT-00541,20250722,4,3,5,5,19.4,11.0,12.3024,43.2854,False
EVT-00542,20250722,4,10,7,7,16.6,429.0,-34.5585,19.4928,True
EVT-00543,20250722,4,7,2,5,5.6,1.0,-35.1721,17.5013,True
EVT-00544,20250722,4,15,1,8,6.9,4.0,3.3674,101.8369,False
EVT-00545,20250722,4,4,3,7,199.7,226.0,8.2189,58.6584,True
EVT-00546,20250723,4,9,7,10,10.3,17.0,27.1193,55.9422,True
EVT-00547,20250725,4,8,6,6,0.8,5.0,25.8677,55.8398,True
EVT-00548,20250726,4,11,5,7,26.5,45.0,26.2429,57.2651,False
EVT-00549,20250727,4,14,1,7,114.1,360.0,27.1894,56.8506,True
EVT-00550,20250727,4,8,8,1,11.0,83.0,26.0652,56.8891,True
EVT-00551,20250727,4,5,1,8,80.8,267.0,16.22,41.7028,True
EVT-00552,20250727,4,2,2,7,11.3,163.0,11.8551,44.2479,True
EVT-00553,20250728,4,5,5,10,54.2,250.0,26.5266,55.3697,True
EVT-00554,20250729,4,5,7,2,24.2,342.0,-34.4276,18.7768,True
EVT-00555,20250730,4,4,3,2,10.4,221.0,11.5215,96.9023,False
EVT-00556,20250731,4,6,4,2,82.6,285.0,30.0217,33.158,True
EVT-00557,20250801,4,12,3,4,0.4,198.0,20.5401,56.5738,False
EVT-00558,20250801,4,6,6,2,7.4,39.0,13.3213,44.1319,False
EVT-00559,20250802,4,9,6,8,1.0,98.0,27.0968,56.6368,False
EVT-00560,20250802,4,5,6,9,13.3,4.0,17.296,45.6047,False
EVT-00561,20250802,4,7,5,2,6.5,364.0,30.4043,50.6465,True
EVT-00562,20250802,4,8,7,4,3.7,194.0,31.211,32.2218,False
EVT-00563,20250802,4,10,5,3,10.9,53.0,32.1545,83.8322,False
EVT-00564,20250802,4,11,5,9,120.5,18.0,26.0609,56.7299,True
EVT-00565,20250803,4,10,1,7,88.4,1202.0,-34.993,19.4139,True
EVT-00566,20250804,4,10,4,6,1.8,27.0,29.6407,64.3124,False
EVT-00567,20250804,4,2,5,9,5.2,275.0,30.7817,33.2734,True
EVT-00568,20250804,4,2,7,6,1.9,8.0,13.0225,42.4184,False
EVT-00569,20250804,4,13,2,9,11.6,129.0,12.1055,43.2653,False
EVT-00570,20250804,4,6,1,1,59.8,1009.0,13.2994,42.4562,True
EVT-00571,20250804,4,10,5,9,50.2,1106.0,-34.8866,18.0442,True
EVT-00572,20250805,4,15,1,5,12.3,67.0,26.1668,57.2379,False
EVT-00573,20250806,4,7,1,1,28.7,147.0,35.0873,95.2081,False
EVT-00574,20250806,4,4,7,4,0.2,65.0,33.4163,41.8827,False
EVT-00575,20250806,4,4,5,10,37.7,5.0,3.1696,100.9186,True
EVT-00576,20250807,4,5,2,4,15.4,10.0,26.2378,56.0109,False
EVT-00577,20250807,4,7,3,4,4.8,9.0,12.8877,43.9473,False
EVT-00578,20250807,4,13,4,4,82.4,393.0,27.2475,56.2583,False
EVT-00579,20250807,4,13,6,6,17.6,88.0,29.7878,31.6602,False
EVT-00580,20250807,4,1,8,5,123.6,607.0,26.3808,56.9939,True
EVT-00581,20250808,4,11,3,3,1.0,2.0,-33.5542,17.7322,False
EVT-00582,20250808,4,5,4,6,26.7,672.0,26.8718,58.3134,False
EVT-00583,20250808,4,15,3,1,70.0,332.0,22.6455,70.3711,True
EVT-00584,20250808,4,7,6,8,3.8,18.0,13.0349,43.6482,False
EVT-00585,20250809,4,8,2,7,27.0,81.0,13.5323,43.6945,False
EVT-00586,20250809,4,1,7,3,2.5,29.0,26.535,56.6763,False
EVT-00587,20250809,4,5,3,5,9.9,9.0,13.5852,42.5676,False
EVT-00588,20250809,4,1,4,10,38.5,299.0,27.1766,56.7864,True
EVT-00589,20250809,4,6,1,2,297.8,1183.0,12.1674,43.1656,True
EVT-00590,20250810,4,8,1,10,38.1,805.0,12.1798,42.6545,True
EVT-00591,20250811,4,15,3,8,9.6,442.0,13.74,43.6126,True
EVT-00592,20250811,4,6,7,6,196.1,264.0,4.9838,113.9835,True
EVT-00593,20250811,4,3,4,2,10.4,0.0,-33.8389,18.8318,False
EVT-00594,20250811,4,4,6,9,139.6,253.0,30.9523,32.6663,True
EVT-00595,20250812,4,9,3,7,102.0,713.0,18.9317,59.3598,True
EVT-00596,20250813,4,1,8,5,175.6,217.0,12.232,42.6004,True
EVT-00597,20250813,4,14,4,5,3.4,449.0,13.7477,43.8427,False
EVT-00598,20250813,4,4,6,4,113.6,1116.0,12.0923,44.1111,True
EVT-00599,20250814,4,7,8,7,50.3,263.0,6.5523,109.2101,True
EVT-00600,20250814,4,5,2,1,130.7,714.0,6.7705,40.6523,True
EVT-00601,20250814,4,3,4,4,237.0,84.0,12.7278,44.1654,True
EVT-00602,20250814,4,9,5,5,17.7,384.0,-34.3596,17.7594,False
EVT-00603,20250814,4,8,4,9,3.5,53.0,26.6711,56.2966,False
EVT-00604,20250815,4,9,2,5,16.8,193.0,12.2979,42.8409,False
EVT-00605,20250816,4,9,7,8,2.1,17.0,26.6784,55.5855,False
EVT-00606,20250816,4,10,1,9,101.0,159.0,27.2185,55.9447,True
EVT-00607,20250816,4,3,1,7,304.5,2204.0,2.7101,101.3152,True
EVT-00608,20250817,4,3,3,2,96.8,185.0,12.0339,43.1546,True
EVT-00609,20250817,4,14,7,8,57.5,16.0,26.6257,57.0402,True
EVT-00610,20250818,4,10,8,3,1.4,98.0,27.4862,55.4356,False
EVT-00611,20250818,4,1,6,7,47.0,41.0,13.1498,43.7703,True
EVT-00612,20250819,4,2,6,6,27.5,636.0,12.0821,42.4123,True
EVT-00613,20250819,4,1,4,8,313.6,125.0,13.2896,43.9667,True
EVT-00614,20250819,4,13,2,6,4.5,9.0,13.2705,42.3317,False
EVT-00615,20250819,4,3,7,8,3.6,23.0,32.4066,89.4853,False
EVT-00616,20250819,4,12,7,7,4.0,3.0,26.7259,56.3262,False
EVT-00617,20250819,4,14,1,6,21.1,619.0,11.8796,43.1844,True
EVT-00618,20250820,4,8,1,8,32.0,54.0,25.6698,57.1982,False
EVT-00619,20250820,4,11,8,3,7.2,24.0,27.4485,55.9677,False
EVT-00620,20250822,4,12,7,5,2.7,106.0,12.9804,42.969,False
EVT-00621,20250822,4,9,5,8,5.2,22.0,12.2159,43.2939,False
EVT-00622,20250822,4,1,7,8,9.7,474.0,2.1494,102.2949,False
EVT-00623,20250823,4,4,6,2,273.3,1321.0,10.7848,59.4291,True
EVT-00624,20250823,4,10,5,6,9.6,8.0,-33.913,18.0348,False
EVT-00625,20250823,4,2,8,8,82.9,57.0,30.7657,32.8444,True
EVT-00626,20250825,4,4,6,9,2.7,12.0,-35.2168,17.6364,False
EVT-00627,20250826,4,9,2,2,119.9,991.0,13.692,43.385,True
EVT-00628,20250826,4,3,2,1,0.2,7.0,12.1425,42.3512,True
EVT-00629,20250827,4,1,2,10,30.4,421.0,13.1449,42.8305,False
EVT-00630,20250827,4,9,6,7,10.6,11.0,35.4201,73.8273,False
EVT-00631,20250828,4,6,7,5,19.4,27.0,2.5089,100.9405,True
EVT-00632,20250828,4,12,3,6,4.0,55.0,12.8669,43.5967,False
EVT-00633,20250829,4,8,7,1,17.5,179.0,-35.4708,18.738,False
EVT-00634,20250829,4,2,1,1,6.0,467.0,22.3201,47.1396,True
EVT-00635,20250829,4,10,6,2,47.2,50.0,25.5968,55.6459,True
EVT-00636,20250829,4,6,1,1,0.2,4.0,13.7812,42.8929,False
EVT-00637,20250829,4,6,3,3,11.6,71.0,7.0669,40.637,True
EVT-00638,20250830,4,11,3,2,246.1,400.0,11.4362,75.6918,True
EVT-00639,20250830,4,9,6,3,33.8,1871.0,17.0369,84.3592,True
EVT-00640,20250830,4,9,7,10,56.8,62.0,26.4656,55.5835,True
EVT-00641,20250831,4,8,8,9,5.7,7.0,-33.9341,18.4466,False
EVT-00642,20250831,4,2,8,7,750.3,1350.0,12.8793,43.8109,True
EVT-00643,20250831,4,14,3,1,64.3,33.0,12.5632,43.8725,False
EVT-00644,20250831,4,8,1,2,81.9,1257.0,26.9694,56.7111,True
EVT-00645,20250901,4,8,7,3,357.5,196.0,26.0899,55.6839,True
EVT-00646,20250901,4,12,6,5,25.1,41.0,7.0941,105.1797,True
EVT-00647,20250901,4,1,8,7,59.3,6.0,12.9622,42.7315,False
EVT-00648,20250901,4,14,4,7,7.5,70.0,10.7391,105.5614,False
EVT-00649,20250902,4,1,5,1,1.6,192.0,10.5642,74.9404,False
EVT-00650,20250903,4,3,6,1,54.9,1587.0,26.2764,55.6803,True
EVT-00651,20250903,4,14,5,3,2.5,6.0,27.4359,56.1269,False
EVT-00652,20250903,4,6,2,3,24.1,98.0,12.9961,43.2108,False
EVT-00653,20250903,4,3,7,4,248.6,219.0,1.6232,101.5053,True
EVT-00654,20250904,4,7,3,2,6.5,173.0,-34.1538,18.0865,True
EVT-00655,20250904,4,1,2,3,4.3,62.0,-34.9725,19.1369,False
EVT-00656,20250904,4,3,2,9,0.9,91.0,13.3165,42.3412,False
EVT-00657,20250904,4,7,6,7,20.6,133.0,11.981,42.8062,False
EVT-00658,20250905,4,11,3,10,71.3,216.0,26.4426,57.2078,True
EVT-00659,20250905,4,12,3,1,37.2,73.0,-33.8308,18.0908,True
EVT-00660,20250905,4,4,6,9,47.1,152.0,27.3976,56.1147,True
EVT-00661,20250905,4,13,7,6,3.8,19.0,8.0765,116.3659,True
EVT-00662,20250906,4,14,1,8,46.2,404.0,26.1887,56.9933,True
EVT-00663,20250907,4,12,2,10,29.2,871.0,17.0249,48.6912,True
EVT-00664,20250908,4,7,2,6,8.6,232.0,29.8078,31.8422,False
EVT-00665,20250910,4,11,4,5,3.9,434.0,-34.2882,17.9079,False
EVT-00666,20250910,4,14,4,3,44.4,69.0,26.1833,56.3946,True
EVT-00667,20250911,4,1,8,7,120.4,190.0,12.9504,43.2074,True
EVT-00668,20250911,4,1,3,10,11.8,3.0,7.6402,79.6998,True
EVT-00669,20250911,4,10,5,1,42.7,1.0,11.9097,43.8762,True
EVT-00670,20250912,4,4,3,1,12.7,136.0,9.5183,119.4145,True
EVT-00671,20250912,4,4,1,5,79.3,81.0,30.7463,31.7911,True
EVT-00672,20250912,4,8,1,5,43.5,34.0,13.4868,42.7295,True
EVT-00673,20250912,4,13,4,2,4.0,71.0,12.4388,43.9408,False
EVT-00674,20250912,4,6,6,6,31.9,99.0,26.2748,57.2321,True
EVT-00675,20250912,4,3,2,1,21.6,84.0,14.4818,106.8398,True
EVT-00676,20250912,4,9,8,1,3.3,127.0,31.6359,118.5073,False
EVT-00677,20250912,4,1,6,8,4.3,19.0,11.921,43.6779,False
EVT-00678,20250913,4,3,2,2,8.8,154.0,29.9036,31.3964,False
EVT-00679,20250913,4,4,7,10,292.5,13.0,12.6443,43.4647,True
EVT-00680,20250914,4,8,4,9,0.1,104.0,12.4981,43.1321,False
EVT-00681,20250915,4,5,5,9,143.6,25.0,-34.0097,19.0436,True
EVT-00682,20250915,4,5,8,7,6.9,77.0,30.5648,33.1389,False
EVT-00683,20250916,4,15,4,1,0.9,108.0,12.8077,42.7239,True
EVT-00684,20250917,4,3,7,9,9.9,59.0,26.847,57.1996,False
EVT-00685,20250917,4,6,2,4,74.2,1314.0,-34.0597,17.791,True
EVT-00686,20250917,4,13,1,5,198.1,33.0,12.4661,43.6924,True
EVT-00687,20250918,4,13,3,2,3.3,311.0,12.3048,42.9388,True
EVT-00688,20250918,4,3,6,9,10.7,2.0,2.0234,102.2216,False
EVT-00689,20250918,4,10,1,4,3.2,7.0,27.3296,56.4064,True
EVT-00690,20250918,4,13,2,6,293.1,658.0,7.1594,72.2493,True
EVT-00691,20250918,4,14,8,7,13.8,194.0,27.2085,55.9668,True
EVT-00692,20250919,4,8,4,10,84.9,27.0,26.375,55.9756,True
EVT-00693,20250919,4,7,4,1,29.8,171.0,21.9242,55.0786,False
EVT-00694,20250920,4,1,5,4,26.4,2664.0,10.9099,67.1918,True
EVT-00695,20250920,4,5,1,3,26.4,254.0,-34.3651,17.7649,True
EVT-00696,20250921,4,7,2,1,45.0,129.0,-35.3062,17.7188,True
EVT-00697,20250922,4,8,5,2,2.9,40.0,8.0024,40.3064,False
EVT-00698,20250922,4,8,3,5,35.4,472.0,30.9219,32.0434,False
EVT-00699,20250922,4,12,6,3,10.8,34.0,13.3673,43.6883,False
EVT-00700,20250923,4,15,7,5,8.3,79.0,-33.6234,18.0116,False
EVT-00701,20250923,4,2,4,9,16.1,783.0,25.6563,55.4567,True
EVT-00702,20250923,4,12,6,1,88.0,34.0,-34.1346,17.6084,True
EVT-00703,20250924,4,3,6,6,67.9,98.0,-35.2222,18.0738,True
EVT-00704,20250924,4,13,3,2,152.0,1496.0,11.945,44.1003,True
EVT-00705,20250924,4,10,4,7,10.3,25.0,11.9458,43.2473,False
EVT-00706,20250925,4,6,5,1,8.0,148.0,21.9177,68.2894,False
EVT-00707,20250925,4,12,3,7,4.2,8.0,13.1831,42.7606,False
EVT-00708,20250926,4,13,6,10,11.6,23.0,26.6587,55.5689,False
EVT-00709,20250927,4,7,7,4,75.7,27.0,25.1303,80.6317,True
EVT-00710,20250927,4,7,6,4,60.0,937.0,-33.8055,18.9985,True
EVT-00711,20250927,4,4,4,4,0.9,37.0,30.7919,32.8971,False
EVT-00712,20250927,4,3,3,4,2.2,16.0,33.4245,102.911,False
