response_id,country_key,date_key,conflict_phase_key,response_category_key,estimated_cost_musd,effectiveness_score,me_dependency_reduction_pct
RSP-00479,3,20250801,4,5,5.0,7.1,5.93
RSP-00480,3,20250801,4,7,2.1,5.5,4.1
RSP-00481,3,20250801,4,11,6.7,8.2,4.05
RSP-00482,3,20250801,4,7,2.2,5.5,5.67
RSP-00483,3,20250801,4,11,5.1,6.4,5.67
RSP-00484,4,20250801,4,8,1.2,6.2,4.91
RSP-00485,4,20250801,4,12,0.8,4.6,4.12
RSP-00486,4,20250801,4,9,1.1,7.6,5.17
RSP-00487,4,20250801,4,2,1.4,7.0,4.95
RSP-00488,4,20250801,4,12,2.0,5.9,5.11
RSP-00489,4,20250801,4,14,1.7,3.4,4.88
RSP-00490,4,20250801,4,6,1.9,4.8,4.94
RSP-00491,4,20250801,4,11,2.3,5.9,4.77
RSP-00492,4,20250801,4,15,2.2,4.2,3.49
RSP-00493,4,20250801,4,8,2.2,3.9,3.37
RSP-00494,5,20250801,4,1,0.6,7.0,0.78
RSP-00495,6,20250801,4,8,0.2,6.8,0.81
RSP-00496,7,20250801,4,9,0.2,5.4,2.54
RSP-00497,7,20250801,4,4,0.7,4.2,3.42
RSP-00498,7,20250801,4,4,0.4,7.0,3.5
RSP-00499,7,20250801,4,8,0.6,8.9,3.47
RSP-00500,7,20250801,4,13,0.5,5.8,4.11
RSP-00501,8,20250801,4,8,0.2,3.2,1.21
RSP-00502,9,20250801,4,2,0.5,5.5,4.2
RSP-00503,9,20250801,4,3,0.5,8.2,3.57
RSP-00504,9,20250801,4,13,0.4,6.7,4.24
RSP-00505,10,20250801,4,15,0.1,5.8,0.9
RSP-00506,11,20250801,4,13,0.4,6.2,4.75
RSP-00507,11,20250801,4,14,0.5,5.6,5.13
RSP-00508,11,20250801,4,14,0.6,5.4,5.17
RSP-00509,11,20250801,4,1,0.1,7.0,4.64
RSP-00510,11,20250801,4,8,0.2,4.1,5.17
RSP-00511,11,20250801,4,7,0.3,6.9,4.58
RSP-00512,11,20250801,4,12,0.3,6.2,4.54
RSP-00513,11,20250801,4,2,0.6,5.0,4.98
RSP-00514,11,20250801,4,3,0.3,7.0,4.76
RSP-00515,11,20250801,4,4,0.2,6.7,4.22
RSP-00516,12,20250801,4,9,0.3,6.0,2.53
RSP-00517,12,20250801,4,7,0.1,6.4,2.88
RSP-00518,12,20250801,4,12,0.4,4.5,2.58
RSP-00519,12,20250801,4,10,0.2,6.8,2.46
RSP-00520,13,20250801,4,9,0.5,5.1,4.62
RSP-00521,13,20250801,4,13,0.5,5.0,4.36
RSP-00522,13,20250801,4,2,0.6,5.7,5.02
RSP-00523,13,20250801,4,15,0.8,4.7,4.9
RSP-00524,13,20250801,4,6,1.1,8.3,4.96
RSP-00525,14,20250801,4,2,0.8,6.8,5.79
RSP-00526,14,20250801,4,3,0.7,4.7,4.36
RSP-00527,14,20250801,4,10,0.3,5.6,3.87
RSP-00528,14,20250801,4,13,0.6,5.5,4.9
RSP-00529,14,20250801,4,12,0.4,5.1,5.43
RSP-00530,14,20250801,4,13,0.8,4.6,5.43
RSP-00531,14,20250801,4,13,0.7,7.0,3.91
RSP-00532,15,20250801,4,3,0.1,5.5,1.99
RSP-00533,15,20250801,4,6,0.1,3.6,1.31
RSP-00534,16,20250801,4,7,0.1,8.7,5.97
RSP-00535,16,20250801,4,9,0.1,8.3,4.32
RSP-00536,16,20250801,4,11,0.2,4.8,5.77
RSP-00537,16,20250801,4,4,0.1,8.6,6.75
RSP-00538,16,20250801,4,3,0.1,6.0,5.71
RSP-00539,16,20250801,4,13,0.1,4.7,6.38
RSP-00540,16,20250801,4,1,0.1,7.8,5.66
RSP-00541,17,20250801,4,7,0.1,6.8,2.54
RSP-00542,18,20250801,4,6,0.1,6.3,2.65
RSP-00543,18,20250801,4,2,0.1,4.6,2.08
RSP-00544,18,20250801,4,9,0.1,5.8,2.57
RSP-00545,19,20250801,4,13,0.1,4.7,0.71
RSP-00546,20,20250801,4,3,0.1,6.2,0.33
RSP-00547,1,20250901,4,15,14.2,6.5,2.29
RSP-00548,1,20250901,4,11,15.4,7.3,3.19
RSP-00549,1,20250901,4,6,14.0,5.0,2.27
RSP-00550,2,20250901,4,3,3.6,6.5,3.46
RSP-00551,2,20250901,4,6,3.6,3.7,4.51
RSP-00552,2,20250901,4,5,5.4,5.2,2.96
RSP-00553,2,20250901,4,10,5.0,6.6,4.07
RSP-00554,2,20250901,4,5,3.6,7.4,3.19
RSP-00555,3,20250901,4,13,3.8,6.6,4.44
RSP-00556,3,20250901,4,7,6.8,5.4,6.55
RSP-00557,3,20250901,4,1,7.3,5.9,4.67
RSP-00558,3,20250901,4,6,6.0,6.8,6.43
RSP-00559,3,20250901,4,1,6.0,8.3,4.87
RSP-00560,4,20250901,4,1,0.6,3.6,3.59
RSP-00561,4,20250901,4,7,0.8,6.0,3.4
RSP-00562,4,20250901,4,5,1.8,3.8,4.19
RSP-00563,5,20250901,4,7,0.2,6.7,0.98
RSP-00564,6,20250901,4,9,0.3,4.6,1.23
RSP-00565,7,20250901,4,7,0.3,6.8,3.31
RSP-00566,7,20250901,4,10,0.5,5.4,3.3
RSP-00567,8,20250901,4,4,0.2,6.1,1.15
RSP-00568,9,20250901,4,15,0.3,6.0,4.12
RSP-00569,10,20250901,4,12,0.1,8.3,0.77
RSP-00570,11,20250901,4,2,0.6,4.9,5.41
RSP-00571,11,20250901,4,12,0.6,7.1,4.66
RSP-00572,11,20250901,4,15,0.2,3.3,4.59
RSP-00573,11,20250901,4,2,0.3,7.9,3.54
RSP-00574,11,20250901,4,15,0.3,4.6,5.45
RSP-00575,11,20250901,4,12,0.7,7.9,4.02
RSP-00576,11,20250901,4,6,0.3,4.4,3.41
RSP-00577,11,20250901,4,3,0.2,7.4,4.52
RSP-00578,11,20250901,4,5,0.4,7.1,5.1
RSP-00579,12,20250901,4,15,0.2,4.8,2.47
RSP-00580,12,20250901,4,13,0.2,7.3,2.55
RSP-00581,12,20250901,4,2,0.1,8.0,2.16
RSP-00582,12,20250901,4,15,0.1,6.3,2.33
RSP-00583,13,20250901,4,7,0.4,6.2,4.22
RSP-00584,13,20250901,4,15,1.0,5.6,4.81
RSP-00585,14,20250901,4,12,0.6,3.9,5.13
RSP-00586,14,20250901,4,6,0.8,3.1,4.25
RSP-00587,14,20250901,4,9,0.8,3.9,5.36
RSP-00588,14,20250901,4,11,0.5,6.8,4.54
RSP-00589,14,20250901,4,7,0.3,7.7,4.71
RSP-00590,14,20250901,4,9,0.5,4.7,5.34
RSP-00591,15,20250901,4,10,0.1,5.0,1.98
RSP-00592,15,20250901,4,10,0.1,6.2,1.97
RSP-00593,16,20250901,4,4,0.1,5.5,4.32
RSP-00594,16,20250901,4,11,0.2,8.3,5.3
RSP-00595,17,20250901,4,15,0.1,6.7,1.64
RSP-00596,17,20250901,4,6,0.1,5.0,2.55
RSP-00597,17,20250901,4,5,0.1,8.2,1.75
RSP-00598,17,20250901,4,15,0.1,7.9,2.44
RSP-00599,17,20250901,4,6,0.1,7.6,2.26
RSP-00600,17,20250901,4,10,0.1,6.4,2.45
RSP-00601,17,20250901,4,11,0.1,6.3,1.98
RSP-00602,18,20250901,4,13,0.1,8.0,2.5
RSP-00603,18,20250901,4,2,0.1,6.4,2.68
RSP-00604,19,20250901,4,6,0.1,5.9,0.52
RSP-00605,20,20250901,4,11,0.1,5.4,0.34
RSP-00606,1,20251001,5,6,4.5,3.5,1.57
RSP-00607,1,20251001,5,3,8.8,6.8,1.52
RSP-00608,2,20251001,5,11,2.2,9.2,2.28
RSP-00609,2,20251001,5,9,1.1,9.7,1.45
RSP-00610,2,20251001,5,11,1.2,4.3,1.99
RSP-00611,3,20251001,5,14,2.1,5.1,2.25
RSP-00612,3,20251001,5,11,3.9,7.8,3.24
RSP-00613,3,20251001,5,1,2.9,7.2,2.39
RSP-00614,4,20251001,5,8,0.8,5.4,2.48
RSP-00615,4,20251001,5,6,1.6,6.8,2.65
RSP-00616,4,20251001,5,4,1.4,6.0,1.99
RSP-00617,4,20251001,5,8,1.3,5.6,2.48
RSP-00618,5,20251001,5,2,0.3,7.0,0.45
RSP-00619,6,20251001,5,8,0.3,7.4,0.64
RSP-00620,6,20251001,5,4,0.3,5.8,0.47
RSP-00621,7,20251001,5,2,0.2,7.0,1.74
RSP-00622,8,20251001,5,7,0.1,8.0,0.76
RSP-00623,9,20251001,5,4,0.2,5.5,1.79
RSP-00624,10,20251001,5,2,0.1,7.7,0.37
RSP-00625,11,20251001,5,10,0.4,4.0,2.61
RSP-00626,11,20251001,5,2,0.3,5.8,2.6
RSP-00627,11,20251001,5,11,0.1,7.6,2.07
RSP-00628,11,20251001,5,5,0.2,7.3,1.95
RSP-00629,12,20251001,5,4,0.2,8.7,1.06
RSP-00630,12,20251001,5,4,0.2,6.0,1.03
RSP-00631,13,20251001,5,14,0.8,4.3,2.27
RSP-00632,13,20251001,5,15,0.6,3.9,2.6
RSP-00633,13,20251001,5,14,0.3,5.9,1.76
RSP-00634,14,20251001,5,15,0.7,5.5,2.32
RSP-00635,14,20251001,5,13,0.3,2.9,2.02
RSP-00636,15,20251001,5,12,0.1,8.9,0.78
RSP-00637,15,20251001,5,6,0.1,5.4,0.71
RSP-00638,15,20251001,5,12,0.1,6.7,1.02
RSP-00639,16,20251001,5,3,0.1,6.4,2.82
RSP-00640,16,20251001,5,15,0.1,3.9,2.47
RSP-00641,16,20251001,5,2,0.1,6.6,3.03
RSP-00642,16,20251001,5,5,0.1,3.9,2.56
RSP-00643,16,20251001,5,3,0.1,6.3,3.29
RSP-00644,16,20251001,5,2,0.1,4.2,2.84
RSP-00645,16,20251001,5,9,0.1,5.9,2.34
RSP-00646,16,20251001,5,13,0.1,3.6,2.79
RSP-00647,16,20251001,5,9,0.1,7.8,2.9
RSP-00648,17,20251001,5,10,0.1,5.4,0.84
RSP-00649,17,20251001,5,5,0.1,6.4,0.95
RSP-00650,18,20251001,5,10,0.1,8.6,1.48
RSP-00651,19,20251001,5,4,0.1,6.9,0.25
RSP-00652,20,20251001,5,7,0.1,4.2,0.13
RSP-00653,1,20251101,5,2,9.0,5.1,1.46
RSP-00654,2,20251101,5,15,2.9,6.5,1.96
RSP-00655,2,20251101,5,13,2.7,3.2,1.78
RSP-00656,2,20251101,5,4,2.9,5.8,1.52
RSP-00657,3,20251101,5,10,4.5,5.8,2.42
RSP-00658,3,20251101,5,15,3.6,7.7,2.7
RSP-00659,3,20251101,5,5,1.5,6.4,2.28
RSP-00660,3,20251101,5,10,2.3,6.2,3.06
RSP-00661,4,20251101,5,7,0.7,5.2,1.7
RSP-00662,4,20251101,5,7,0.9,5.4,2.26
RSP-00663,4,20251101,5,9,1.1,3.1,1.97
RSP-00664,4,20251101,5,11,1.2,4.1,2.2
RSP-00665,5,20251101,5,14,0.2,6.3,0.55
RSP-00666,5,20251101,5,1,0.2,4.6,0.34
RSP-00667,6,20251101,5,2,0.3,3.7,0.51
RSP-00668,7,20251101,5,13,0.3,7.2,1.68
RSP-00669,7,20251101,5,8,0.2,6.2,1.7
RSP-00670,7,20251101,5,2,0.2,6.4,1.42
RSP-00671,7,20251101,5,5,0.4,5.4,1.32
RSP-00672,7,20251101,5,13,0.4,8.1,1.58
RSP-00673,8,20251101,5,2,0.1,6.4,0.6
RSP-00674,9,20251101,5,8,0.3,6.7,2.13
RSP-00675,9,20251101,5,11,0.2,3.8,1.8
RSP-00676,9,20251101,5,12,0.3,6.1,1.67
RSP-00677,10,20251101,5,15,0.1,6.1,0.31
RSP-00678,11,20251101,5,12,0.1,3.9,1.96
RSP-00679,11,20251101,5,10,0.2,5.7,2.79
RSP-00680,11,20251101,5,12,0.4,6.8,2.02
RSP-00681,11,20251101,5,12,0.5,3.7,2.2
RSP-00682,11,20251101,5,3,0.3,7.8,2.61
RSP-00683,12,20251101,5,13,0.2,6.4,1.15
RSP-00684,12,20251101,5,10,0.1,6.4,1.54
RSP-00685,13,20251101,5,9,0.4,7.3,2.78
RSP-00686,13,20251101,5,8,0.6,6.4,2.09
RSP-00687,13,20251101,5,12,0.8,6.9,2.11
RSP-00688,13,20251101,5,13,0.7,6.9,2.4
RSP-00689,13,20251101,5,12,0.7,7.0,1.93
RSP-00690,14,20251101,5,14,0.1,6.9,2.71
RSP-00691,14,20251101,5,11,0.6,4.8,2.72
RSP-00692,14,20251101,5,4,0.3,3.8,1.93
RSP-00693,14,20251101,5,9,0.6,5.7,2.86
RSP-00694,14,20251101,5,4,0.4,4.7,2.1
RSP-00695,15,20251101,5,1,0.1,2.8,0.63
RSP-00696,15,20251101,5,3,0.1,4.7,1.03
RSP-00697,16,20251101,5,3,0.1,6.0,2.6
RSP-00698,16,20251101,5,2,0.1,7.5,3.13
RSP-00699,17,20251101,5,2,0.1,5.1,0.99
RSP-00700,18,20251101,5,12,0.1,3.8,1.11
RSP-00701,18,20251101,5,1,0.1,6.0,1.08
RSP-00702,19,20251101,5,8,0.1,7.6,0.31
RSP-00703,20,20251101,5,1,0.1,3.3,0.16
RSP-00704,1,20251201,5,7,5.5,6.2,1.16
RSP-00705,1,20251201,5,12,8.9,7.0,1.12
RSP-00706,2,20251201,5,10,3.8,7.2,1.7
RSP-00707,3,20251201,5,1,3.3,8.1,3.06
RSP-00708,3,20251201,5,13,3.5,6.7,2.83
RSP-00709,3,20251201,5,10,2.9,5.7,3.11
RSP-00710,3,20251201,5,3,2.5,5.2,2.63
RSP-00711,3,20251201,5,5,3.4,5.8,2.19
RSP-00712,3,20251201,5,4,3.9,8.0,3.05
RSP-00713,3,20251201,5,12,2.1,6.5,3.04
RSP-00714,3,20251201,5,15,4.0,5.5,2.4
RSP-00715,4,20251201,5,12,1.9,6.9,2.53
RSP-00716,4,20251201,5,15,2.0,8.7,2.37
RSP-00717,4,20251201,5,9,1.8,4.7,1.9
RSP-00718,5,20251201,5,2,0.2,8.9,0.39
RSP-00719,6,20251201,5,10,0.3,2.5,0.42
RSP-00720,7,20251201,5,7,0.3,5.2,1.51
RSP-00721,7,20251201,5,2,0.2,3.8,1.35
RSP-00722,7,20251201,5,3,0.4,7.4,1.45
RSP-00723,8,20251201,5,5,0.1,4.6,0.64
RSP-00724,9,20251201,5,9,0.4,3.1,2.0
RSP-00725,9,20251201,5,5,0.3,5.1,1.56
RSP-00726,9,20251201,5,11,0.2,6.4,1.97
RSP-00727,9,20251201,5,12,0.1,6.6,2.19
RSP-00728,9,20251201,5,10,0.2,6.1,1.8
RSP-00729,9,20251201,5,15,0.3,4.9,2.01
RSP-00730,9,20251201,5,4,0.2,4.2,1.63
RSP-00731,10,20251201,5,1,0.1,5.9,0.37
RSP-00732,10,20251201,5,15,0.1,3.8,0.27
RSP-00733,11,20251201,5,13,0.2,5.6,2.0
RSP-00734,11,20251201,5,7,0.4,5.5,2.56
RSP-00735,11,20251201,5,8,0.2,5.3,2.49
RSP-00736,12,20251201,5,5,0.1,6.8,1.49
RSP-00737,13,20251201,5,8,0.8,5.5,2.87
RSP-00738,13,20251201,5,14,0.9,6.5,2.77
RSP-00739,14,20251201,5,1,0.6,7.0,2.25
RSP-00740,14,20251201,5,11,0.3,5.4,2.0
RSP-00741,14,20251201,5,13,0.4,6.8,2.15
RSP-00742,14,20251201,5,6,0.5,7.6,1.92
RSP-00743,15,20251201,5,15,0.1,5.6,0.99
RSP-00744,15,20251201,5,11,0.1,4.9,0.87
RSP-00745,15,20251201,5,14,0.1,2.5,0.94
RSP-00746,16,20251201,5,8,0.1,5.1,2.38
RSP-00747,16,20251201,5,11,0.1,8.4,3.07
RSP-00748,17,20251201,5,6,0.1,7.7,1.03
RSP-00749,17,20251201,5,15,0.1,9.1,0.84
RSP-00750,18,20251201,5,4,0.1,3.6,1.05
RSP-00751,18,20251201,5,5,0.1,4.8,1.21
RSP-00752,18,20251201,5,14,0.1,4.0,0.95
RSP-00753,18,20251201,5,6,0.1,4.0,1.45
RSP-00754,19,20251201,5,12,0.1,6.9,0.29
RSP-00755,20,20251201,5,13,0.1,9.1,0.14
RSP-00756,1,20260101,6,13,9.2,7.0,0.64
RSP-00757,1,20260101,6,7,4.0,6.2,0.5
RSP-00758,2,20260101,6,14,2.9,5.5,0.98
RSP-00759,2,20260101,6,2,2.8,4.1,0.97
RSP-00760,2,20260101,6,12,1.1,6.5,0.97
RSP-00761,2,20260101,6,12,1.5,8.1,0.76
RSP-00762,3,20260101,6,15,1.8,5.1,1.14
RSP-00763,3,20260101,6,11,1.5,3.1,1.54
RSP-00764,3,20260101,6,15,4.0,6.6,1.62
RSP-00765,4,20260101,6,6,0.7,6.8,1.1
RSP-00766,4,20260101,6,7,0.8,4.4,0.82
RSP-00767,5,20260101,6,15,0.1,4.5,0.25
RSP-00768,6,20260101,6,13,0.1,6.5,0.25
RSP-00769,7,20260101,6,14,0.1,8.6,0.66
RSP-00770,7,20260101,6,1,0.3,5.9,0.84
RSP-00771,7,20260101,6,15,0.3,6.3,0.74
RSP-00772,8,20260101,6,3,0.1,5.2,0.35
RSP-00773,9,20260101,6,10,0.2,7.1,0.96
RSP-00774,9,20260101,6,10,0.2,6.2,0.92
RSP-00775,9,20260101,6,1,0.2,6.0,0.94
RSP-00776,10,20260101,6,9,0.1,5.7,0.18
RSP-00777,11,20260101,6,10,0.1,4.0,0.86
RSP-00778,11,20260101,6,14,0.2,7.2,1.17
RSP-00779,12,20260101,6,1,0.2,6.2,0.74
RSP-00780,12,20260101,6,12,0.1,7.8,0.68
RSP-00781,12,20260101,6,3,0.2,4.8,0.65
RSP-00782,12,20260101,6,3,0.2,3.6,0.59
RSP-00783,13,20260101,6,12,0.7,4.5,1.03
RSP-00784,13,20260101,6,9,0.8,7.1,1.45
RSP-00785,13,20260101,6,3,0.6,7.6,1.08
RSP-00786,13,20260101,6,12,0.3,6.1,1.19
RSP-00787,13,20260101,6,9,0.4,4.5,1.25
RSP-00788,14,20260101,6,4,0.3,4.2,1.41
RSP-00789,14,20260101,6,3,0.2,2.7,1.43
RSP-00790,15,20260101,6,1,0.1,6.3,0.33
RSP-00791,16,20260101,6,7,0.1,5.4,1.25
RSP-00792,16,20260101,6,9,0.1,7.5,1.54
RSP-00793,17,20260101,6,6,0.1,7.5,0.47
RSP-00794,18,20260101,6,1,0.1,6.7,0.66
RSP-00795,19,20260101,6,9,0.1,4.4,0.12
RSP-00796,20,20260101,6,4,0.1,4.1,0.08
RSP-00797,1,20260201,6,12,8.8,4.6,0.52
RSP-00798,2,20260201,6,9,2.4,6.5,1.15
RSP-00799,2,20260201,6,13,0.9,3.1,1.15
RSP-00800,2,20260201,6,13,1.1,5.4,1.04
RSP-00801,3,20260201,6,2,3.5,3.0,1.37
RSP-00802,3,20260201,6,3,1.5,4.8,1.16
RSP-00803,4,20260201,6,14,1.5,9.5,1.05
RSP-00804,4,20260201,6,7,0.9,6.4,1.27
RSP-00805,5,20260201,6,2,0.3,4.5,0.17
RSP-00806,6,20260201,6,12,0.3,7.0,0.24
RSP-00807,6,20260201,6,12,0.2,6.1,0.28
RSP-00808,7,20260201,6,9,0.2,6.3,0.75
RSP-00809,8,20260201,6,8,0.1,5.7,0.41
RSP-00810,8,20260201,6,1,0.1,7.2,0.31
RSP-00811,9,20260201,6,7,0.2,6.0,1.06
RSP-00812,9,20260201,6,9,0.3,8.0,1.09
RSP-00813,10,20260201,6,9,0.1,8.4,0.14
RSP-00814,11,20260201,6,12,0.1,6.3,0.98
RSP-00815,11,20260201,6,15,0.3,9.0,1.32
RSP-00816,11,20260201,6,3,0.1,5.7,1.17
RSP-00817,12,20260201,6,8,0.2,9.5,0.56
RSP-00818,13,20260201,6,10,0.3,7.8,1.45
RSP-00819,13,20260201,6,5,0.3,3.8,1.4
RSP-00820,13,20260201,6,2,0.8,3.1,1.07
RSP-00821,13,20260201,6,9,0.9,8.3,0.98
RSP-00822,14,20260201,6,13,0.2,7.1,1.22
RSP-00823,14,20260201,6,7,0.1,7.4,1.32
RSP-00824,14,20260201,6,10,0.4,5.1,1.03
RSP-00825,14,20260201,6,13,0.4,4.3,1.13
RSP-00826,14,20260201,6,6,0.3,8.0,1.31
RSP-00827,15,20260201,6,12,0.1,6.4,0.5
RSP-00828,16,20260201,6,14,0.1,3.6,1.13
RSP-00829,16,20260201,6,5,0.1,5.6,1.37
RSP-00830,16,20260201,6,9,0.1,4.8,1.33
RSP-00831,17,20260201,6,10,0.1,6.0,0.62
RSP-00832,18,20260201,6,13,0.1,4.2,0.46
RSP-00833,18,20260201,6,12,0.1,6.9,0.71
RSP-00834,19,20260201,6,11,0.1,7.1,0.13
RSP-00835,20,20260201,6,5,0.1,5.8,0.09
RSP-00836,1,20260301,6,1,6.4,6.4,0.79
RSP-00837,2,20260301,6,7,1.5,3.0,0.89
RSP-00838,2,20260301,6,11,1.0,4.8,1.05
RSP-00839,2,20260301,6,1,2.1,6.0,1.03
RSP-00840,3,20260301,6,9,1.5,4.6,1.17
RSP-00841,3,20260301,6,10,2.4,6.0,1.16
RSP-00842,3,20260301,6,13,2.8,3.6,1.4
RSP-00843,3,20260301,6,14,4.8,6.7,1.04
RSP-00844,4,20260301,6,2,1.0,5.0,1.33
RSP-00845,4,20260301,6,8,1.1,6.1,0.82
RSP-00846,4,20260301,6,4,1.6,10.0,1.03
RSP-00847,5,20260301,6,15,0.1,6.9,0.28
RSP-00848,6,20260301,6,8,0.3,4.1,0.32
RSP-00849,7,20260301,6,2,0.2,6.6,0.65
RSP-00850,8,20260301,6,15,0.1,7.8,0.27
RSP-00851,9,20260301,6,14,0.1,6.2,0.9
RSP-00852,10,20260301,6,3,0.1,5.9,0.19
RSP-00853,11,20260301,6,1,0.2,5.3,0.88
RSP-00854,11,20260301,6,10,0.2,7.8,0.94
RSP-00855,11,20260301,6,13,0.2,4.3,1.05
RSP-00856,12,20260301,6,6,0.2,5.0,0.66
RSP-00857,12,20260301,6,10,0.1,7.3,0.6
RSP-00858,13,20260301,6,5,0.5,6.3,1.36
RSP-00859,13,20260301,6,8,0.8,7.2,1.3
RSP-00860,13,20260301,6,11,0.4,7.5,1.42
RSP-00861,13,20260301,6,8,0.2,5.0,1.08
RSP-00862,14,20260301,6,14,0.4,6.5,1.32
RSP-00863,14,20260301,6,6,0.2,7.7,1.27
RSP-00864,14,20260301,6,10,0.2,4.9,0.91
RSP-00865,14,20260301,6,12,0.4,7.9,0.95
RSP-00866,14,20260301,6,3,0.5,6.8,1.25
RSP-00867,14,20260301,6,10,0.4,6.5,1.2
RSP-00868,14,20260301,6,12,0.5,6.4,1.48
RSP-00869,14,20260301,6,12,0.6,4.7,1.13
RSP-00870,14,20260301,6,8,0.2,7.8,1.45
RSP-00871,15,20260301,6,13,0.1,5.8,0.38
RSP-00872,16,20260301,6,8,0.1,4.6,1.13
RSP-00873,16,20260301,6,5,0.1,5.9,1.59
RSP-00874,16,20260301,6,15,0.1,6.0,1.53
RSP-00875,16,20260301,6,11,0.1,4.8,1.45
RSP-00876,16,20260301,6,11,0.1,8.3,1.39
RSP-00877,16,20260301,6,9,0.1,7.8,1.56
RSP-00878,16,20260301,6,11,0.1,6.1,1.56
RSP-00879,16,20260301,6,9,0.1,3.1,1.14
RSP-00880,17,20260301,6,7,0.1,8.0,0.5
RSP-00881,17,20260301,6,3,0.1,4.9,0.4
RSP-00882,18,20260301,6,8,0.1,5.0,0.49
RSP-00883,18,20260301,6,8,0.1,8.0,0.47
RSP-00884,19,20260301,6,9,0.1,6.7,0.11
RSP-00885,20,20260301,6,15,0.1,7.6,0.09
