route_key,week,vessel_type_key,conflict_phase_key,freight_rate_usd_day,war_risk_premium_pct,hull_insurance_pct_value,bunker_cost_usd_mt,transit_time_days,rerouting_extra_days
5,51,3,1,33526.0,0.047,0.247,621.0,12.8,0.0
5,51,4,1,86137.0,0.045,0.246,612.0,13.5,0.0
6,51,1,1,53231.0,0.051,0.259,604.0,7.8,0.0
6,51,2,1,37994.0,0.054,0.227,596.0,7.9,0.0
6,51,3,1,27536.0,0.045,0.245,618.0,8.6,0.0
6,51,4,1,68526.0,0.048,0.229,586.0,8.2,0.0
7,51,1,1,37773.0,0.046,0.234,624.0,7.8,0.0
7,51,2,1,28592.0,0.052,0.263,584.0,7.5,0.0
7,51,3,1,19985.0,0.047,0.235,597.0,7.5,0.0
7,51,4,1,49884.0,0.046,0.262,638.0,8.0,0.0
8,51,1,1,57623.0,0.049,0.238,652.0,8.7,0.0
8,51,2,1,39463.0,0.053,0.243,590.0,8.5,0.0
8,51,3,1,27332.0,0.052,0.245,635.0,7.5,0.0
8,51,4,1,70458.0,0.046,0.229,651.0,8.5,0.0
9,51,1,1,34540.0,0.053,0.266,628.0,7.2,0.0
9,51,2,1,24623.0,0.049,0.261,623.0,7.4,0.0
9,51,3,1,17400.0,0.055,0.259,638.0,7.6,0.0
9,51,4,1,48176.0,0.054,0.259,621.0,8.6,0.0
10,51,1,1,36864.0,0.05,0.274,599.0,7.6,0.0
10,51,2,1,27346.0,0.052,0.267,598.0,8.1,0.0
10,51,3,1,19183.0,0.052,0.226,631.0,8.0,0.0
10,51,4,1,48381.0,0.054,0.239,606.0,8.7,0.0
1,52,1,1,42403.0,0.045,0.251,629.0,2.1,0.0
1,52,2,1,32592.0,0.048,0.258,640.0,1.8,0.0
1,52,3,1,24142.0,0.046,0.226,600.0,2.1,0.0
1,52,4,1,54514.0,0.048,0.248,632.0,2.2,0.0
2,52,1,1,43802.0,0.048,0.234,644.0,2.0,0.0
2,52,2,1,29703.0,0.048,0.253,618.0,1.9,0.0
2,52,3,1,20219.0,0.051,0.24,609.0,1.9,0.0
2,52,4,1,51137.0,0.046,0.261,614.0,2.0,0.0
3,52,1,1,46850.0,0.048,0.254,630.0,1.0,0.0
3,52,2,1,33099.0,0.05,0.24,600.0,1.0,0.0
3,52,3,1,23956.0,0.055,0.271,600.0,1.0,0.0
3,52,4,1,60122.0,0.048,0.246,587.0,1.0,0.0
4,52,1,1,30291.0,0.045,0.252,655.0,1.0,0.0
4,52,2,1,20403.0,0.051,0.232,619.0,0.9,0.0
4,52,3,1,15273.0,0.055,0.273,597.0,0.9,0.0
4,52,4,1,39857.0,0.044,0.275,629.0,0.9,0.0
5,52,1,1,65431.0,0.045,0.244,587.0,13.2,0.0
5,52,2,1,47478.0,0.048,0.233,649.0,14.4,0.0
5,52,3,1,33928.0,0.051,0.227,589.0,14.9,0.0
5,52,4,1,89726.0,0.055,0.229,614.0,13.1,0.0
6,52,1,1,53095.0,0.055,0.253,610.0,7.8,0.0
6,52,2,1,35812.0,0.056,0.243,644.0,8.2,0.0
6,52,3,1,24902.0,0.047,0.265,651.0,7.7,0.0
6,52,4,1,62336.0,0.056,0.231,604.0,8.4,0.0
7,52,1,1,38215.0,0.045,0.245,604.0,7.6,0.0
7,52,2,1,27724.0,0.052,0.262,591.0,7.8,0.0
7,52,3,1,19526.0,0.052,0.247,638.0,8.5,0.0
7,52,4,1,46800.0,0.053,0.257,631.0,8.5,0.0
8,52,1,1,51282.0,0.053,0.246,636.0,8.5,0.0
8,52,2,1,38730.0,0.051,0.275,595.0,7.5,0.0
8,52,3,1,27246.0,0.045,0.226,599.0,8.4,0.0
8,52,4,1,73406.0,0.045,0.256,586.0,7.7,0.0
9,52,1,1,35063.0,0.045,0.231,614.0,8.3,0.0
9,52,2,1,24937.0,0.049,0.272,655.0,8.8,0.0
9,52,3,1,18404.0,0.048,0.244,618.0,8.6,0.0
9,52,4,1,46065.0,0.048,0.273,645.0,7.3,0.0
10,52,1,1,38724.0,0.046,0.239,631.0,8.6,0.0
10,52,2,1,29859.0,0.05,0.24,639.0,8.0,0.0
10,52,3,1,20211.0,0.053,0.268,603.0,7.7,0.0
10,52,4,1,48408.0,0.051,0.226,631.0,7.3,0.0
1,1,1,1,42217.0,0.051,0.252,657.0,2.1,0.0
1,1,2,1,33571.0,0.049,0.246,651.0,2.0,0.0
1,1,3,1,21235.0,0.051,0.226,604.0,2.0,0.0
1,1,4,1,58614.0,0.053,0.226,615.0,2.2,0.0
2,1,1,1,40451.0,0.051,0.257,646.0,2.2,0.0
2,1,2,1,31121.0,0.045,0.273,595.0,2.1,0.0
2,1,3,1,22598.0,0.046,0.23,636.0,2.0,0.0
2,1,4,1,51064.0,0.053,0.263,600.0,2.0,0.0
3,1,1,1,49945.0,0.047,0.273,604.0,1.0,0.0
3,1,2,1,31090.0,0.045,0.273,593.0,1.0,0.0
3,1,3,1,24539.0,0.053,0.243,644.0,1.0,0.0
3,1,4,1,58699.0,0.049,0.228,642.0,1.0,0.0
4,1,1,1,28007.0,0.054,0.255,594.0,1.0,0.0
4,1,2,1,22652.0,0.054,0.245,626.0,1.1,0.0
4,1,3,1,15512.0,0.046,0.252,586.0,1.0,0.0
4,1,4,1,41459.0,0.046,0.251,623.0,0.9,0.0
5,1,1,1,61967.0,0.051,0.227,592.0,13.1,0.0
5,1,2,1,42228.0,0.053,0.231,589.0,14.1,0.0
5,1,3,1,31469.0,0.052,0.262,601.0,14.8,0.0
5,1,4,1,86269.0,0.055,0.231,609.0,15.4,0.0
6,1,1,1,51506.0,0.054,0.267,610.0,7.7,0.0
6,1,2,1,34574.0,0.049,0.266,608.0,7.5,0.0
6,1,3,1,25412.0,0.048,0.267,607.0,7.4,0.0
6,1,4,1,66751.0,0.052,0.242,599.0,7.8,0.0
7,1,1,1,36598.0,0.051,0.273,590.0,7.9,0.0
7,1,2,1,25251.0,0.045,0.241,652.0,7.7,0.0
7,1,3,1,19533.0,0.044,0.253,655.0,8.5,0.0
7,1,4,1,49864.0,0.051,0.252,611.0,8.5,0.0
8,1,1,1,57999.0,0.052,0.243,587.0,7.4,0.0
8,1,2,1,36668.0,0.056,0.251,593.0,8.2,0.0
8,1,3,1,25407.0,0.045,0.257,607.0,7.7,0.0
8,1,4,1,73808.0,0.045,0.248,627.0,8.2,0.0
9,1,1,1,33857.0,0.048,0.266,612.0,7.2,0.0
9,1,2,1,24339.0,0.055,0.227,607.0,8.3,0.0
9,1,3,1,16987.0,0.049,0.252,596.0,8.5,0.0
9,1,4,1,45618.0,0.051,0.249,603.0,7.2,0.0
10,1,1,1,40403.0,0.052,0.243,611.0,8.0,0.0
10,1,2,1,27791.0,0.055,0.243,653.0,8.6,0.0
10,1,3,1,20973.0,0.052,0.248,623.0,7.9,0.0
10,1,4,1,52026.0,0.046,0.254,624.0,8.6,0.0
1,2,1,2,47782.0,0.478,0.579,829.0,2.4,3.5
1,2,2,2,35079.0,0.477,0.626,846.0,2.2,4.1
1,2,3,2,27187.0,0.485,0.558,843.0,2.3,3.0
1,2,4,2,66483.0,0.485,0.66,822.0,2.0,3.9
2,2,1,2,50831.0,0.455,0.588,825.0,2.2,3.8
2,2,2,2,31041.0,0.453,0.604,835.0,2.0,2.9
2,2,3,2,23632.0,0.487,0.65,854.0,2.0,2.7
2,2,4,2,58675.0,0.521,0.663,838.0,2.2,3.1
3,2,1,2,52730.0,0.201,0.372,919.0,1.2,1.0
3,2,2,2,40054.0,0.187,0.404,902.0,1.1,1.2
3,2,3,2,27382.0,0.211,0.41,847.0,1.1,0.9
3,2,4,2,73198.0,0.209,0.382,862.0,1.1,0.4
4,2,1,2,34224.0,0.212,0.404,827.0,1.0,0.3
4,2,2,2,23775.0,0.19,0.372,867.0,1.0,0.8
4,2,3,2,16012.0,0.181,0.359,822.0,1.1,1.0
4,2,4,2,45878.0,0.196,0.419,860.0,1.0,1.0
5,2,1,2,79772.0,0.178,0.361,830.0,16.2,1.0
5,2,2,2,53568.0,0.213,0.396,817.0,15.8,0.7
5,2,3,2,38603.0,0.205,0.378,885.0,16.2,0.4
5,2,4,2,93372.0,0.214,0.365,836.0,16.2,1.0
6,2,1,2,55835.0,0.181,0.392,835.0,8.7,1.0
6,2,2,2,40907.0,0.17,0.362,821.0,8.1,1.0
6,2,3,2,28397.0,0.187,0.356,919.0,8.3,0.6
6,2,4,2,77812.0,0.214,0.402,850.0,8.4,0.8
7,2,1,2,45088.0,0.208,0.38,879.0,7.8,1.4
7,2,2,2,30573.0,0.171,0.374,855.0,7.9,0.5
7,2,3,2,22314.0,0.196,0.412,847.0,7.9,0.8
7,2,4,2,52088.0,0.18,0.404,907.0,8.6,1.4
8,2,1,2,62526.0,0.174,0.36,817.0,9.3,0.4
8,2,2,2,47053.0,0.184,0.372,905.0,8.5,1.1
8,2,3,2,31166.0,0.2,0.388,874.0,7.8,0.6
8,2,4,2,78527.0,0.199,0.401,861.0,9.2,1.1
9,2,1,2,42294.0,0.199,0.404,873.0,8.5,0.4
9,2,2,2,26586.0,0.205,0.408,875.0,8.6,0.6
9,2,3,2,18409.0,0.206,0.407,917.0,8.1,0.2
9,2,4,2,50609.0,0.187,0.426,863.0,8.8,0.6
10,2,1,2,47147.0,0.176,0.394,885.0,8.1,0.5
10,2,2,2,30309.0,0.195,0.385,905.0,8.9,1.2
10,2,3,2,22270.0,0.178,0.423,853.0,9.3,0.7
10,2,4,2,61836.0,0.182,0.352,876.0,7.9,0.4
1,3,1,2,48615.0,0.47,0.588,898.0,2.3,1.1
1,3,2,2,35596.0,0.464,0.64,910.0,2.1,1.1
1,3,3,2,24021.0,0.425,0.624,876.0,2.3,1.3
1,3,4,2,64741.0,0.428,0.583,888.0,2.0,2.4
2,3,1,2,50193.0,0.479,0.555,890.0,2.0,3.6
2,3,2,2,31646.0,0.475,0.573,888.0,2.1,4.4
2,3,3,2,24829.0,0.496,0.591,858.0,2.1,4.9
2,3,4,2,58689.0,0.462,0.6,861.0,2.2,2.8
3,3,1,2,57692.0,0.202,0.379,816.0,1.0,1.4
3,3,2,2,37960.0,0.205,0.387,839.0,1.2,1.3
3,3,3,2,25640.0,0.177,0.404,907.0,1.0,0.3
3,3,4,2,65673.0,0.183,0.358,820.0,1.1,0.9
4,3,1,2,33473.0,0.212,0.389,916.0,1.0,0.3
4,3,2,2,25347.0,0.2,0.395,893.0,1.0,1.0
4,3,3,2,15942.0,0.197,0.392,920.0,1.0,0.9
4,3,4,2,45748.0,0.198,0.365,822.0,1.2,0.9
5,3,1,2,70278.0,0.214,0.355,890.0,15.3,1.2
5,3,2,2,48544.0,0.172,0.41,820.0,15.5,1.3
5,3,3,2,36765.0,0.21,0.354,916.0,16.0,0.6
5,3,4,2,100209.0,0.208,0.426,918.0,14.8,0.3
6,3,1,2,63735.0,0.208,0.425,878.0,8.3,1.3
6,3,2,2,43157.0,0.194,0.405,851.0,9.2,1.3
6,3,3,2,27847.0,0.191,0.38,880.0,8.8,0.4
6,3,4,2,77149.0,0.215,0.356,859.0,7.8,0.4
7,3,1,2,42456.0,0.213,0.42,897.0,8.8,0.3
7,3,2,2,32396.0,0.18,0.382,879.0,9.4,1.2
7,3,3,2,21054.0,0.2,0.426,870.0,9.0,1.0
7,3,4,2,57616.0,0.193,0.358,895.0,7.9,0.5
8,3,1,2,60273.0,0.184,0.396,891.0,8.5,1.0
8,3,2,2,44329.0,0.182,0.423,818.0,8.8,0.3
8,3,3,2,30029.0,0.174,0.404,897.0,8.0,1.3
8,3,4,2,84363.0,0.209,0.36,895.0,8.3,0.8
9,3,1,2,38880.0,0.206,0.362,907.0,8.5,0.8
9,3,2,2,26193.0,0.201,0.4,831.0,8.5,1.4
9,3,3,2,20080.0,0.177,0.381,918.0,8.2,0.7
9,3,4,2,55908.0,0.208,0.389,896.0,9.2,1.1
10,3,1,2,49157.0,0.2,0.369,823.0,8.1,1.1
10,3,2,2,30087.0,0.171,0.391,911.0,8.6,0.6
10,3,3,2,24059.0,0.173,0.385,856.0,9.4,0.9
10,3,4,2,56776.0,0.169,0.377,836.0,8.1,0.8
1,4,1,2,51317.0,0.498,0.632,847.0,2.1,4.0
1,4,2,2,35341.0,0.43,0.562,872.0,2.1,4.0
1,4,3,2,25027.0,0.46,0.654,857.0,2.3,3.2
1,4,4,2,63596.0,0.507,0.595,900.0,2.0,2.5
2,4,1,2,48583.0,0.508,0.614,845.0,2.3,4.1
2,4,2,2,34154.0,0.511,0.616,842.0,2.3,2.6
2,4,3,2,22776.0,0.476,0.553,886.0,2.1,2.8
2,4,4,2,59377.0,0.441,0.627,835.0,2.2,4.0
3,4,1,2,56701.0,0.184,0.383,907.0,1.1,1.4
3,4,2,2,38769.0,0.207,0.397,914.0,1.1,1.0
3,4,3,2,27657.0,0.211,0.368,880.0,1.1,0.3
3,4,4,2,67279.0,0.202,0.422,887.0,1.1,0.9
4,4,1,2,34090.0,0.183,0.398,819.0,1.0,0.9
4,4,2,2,22343.0,0.185,0.365,895.0,1.1,0.7
4,4,3,2,16509.0,0.196,0.374,835.0,1.1,0.3
4,4,4,2,45639.0,0.196,0.399,905.0,1.0,0.3
5,4,1,2,68643.0,0.184,0.393,880.0,14.2,1.2
5,4,2,2,52153.0,0.174,0.391,871.0,16.1,0.6
5,4,3,2,34226.0,0.179,0.389,885.0,13.9,1.1
5,4,4,2,98273.0,0.208,0.391,884.0,15.9,0.2
6,4,1,2,63169.0,0.194,0.366,899.0,9.4,0.8
6,4,2,2,39730.0,0.176,0.355,901.0,9.3,0.6
6,4,3,2,31326.0,0.171,0.404,846.0,8.5,0.7
6,4,4,2,78976.0,0.213,0.428,821.0,8.9,0.2
7,4,1,2,46764.0,0.173,0.376,845.0,9.4,1.3
7,4,2,2,30785.0,0.17,0.373,869.0,9.2,0.2
7,4,3,2,22552.0,0.213,0.397,822.0,8.4,0.5
7,4,4,2,56674.0,0.181,0.399,840.0,8.4,0.3
8,4,1,2,65647.0,0.2,0.398,829.0,8.2,0.7
8,4,2,2,41389.0,0.194,0.373,839.0,8.1,0.3
8,4,3,2,31618.0,0.196,0.385,877.0,8.9,1.0
8,4,4,2,82534.0,0.189,0.39,822.0,8.0,0.3
9,4,1,2,37384.0,0.172,0.366,845.0,7.8,0.2
9,4,2,2,29012.0,0.199,0.389,867.0,8.4,1.0
9,4,3,2,19147.0,0.184,0.386,885.0,8.1,0.5
9,4,4,2,53789.0,0.192,0.385,875.0,8.0,1.1
10,4,1,2,45453.0,0.19,0.389,884.0,9.4,0.7
10,4,2,2,32727.0,0.174,0.353,898.0,8.8,0.4
10,4,3,2,24325.0,0.205,0.41,840.0,8.5,1.1
10,4,4,2,61617.0,0.172,0.384,890.0,9.5,1.0
1,5,1,2,51838.0,0.483,0.575,830.0,2.2,2.4
1,5,2,2,38216.0,0.43,0.604,843.0,2.2,1.0
1,5,3,2,25413.0,0.463,0.582,832.0,2.0,5.0
1,5,4,2,66746.0,0.459,0.556,885.0,2.1,5.4
2,5,1,2,45247.0,0.499,0.636,879.0,2.1,3.0
2,5,2,2,31840.0,0.529,0.616,826.0,2.0,5.5
2,5,3,2,22975.0,0.498,0.571,872.0,2.0,3.4
2,5,4,2,64672.0,0.423,0.665,844.0,2.3,4.9
3,5,1,2,52799.0,0.198,0.422,875.0,1.1,0.9
3,5,2,2,37507.0,0.195,0.36,884.0,1.1,0.9
3,5,3,2,27429.0,0.198,0.369,898.0,1.0,1.0
3,5,4,2,72136.0,0.2,0.377,902.0,1.0,1.2
4,5,1,2,31839.0,0.169,0.4,896.0,1.2,0.5
4,5,2,2,25031.0,0.173,0.364,884.0,1.1,0.9
4,5,3,2,18335.0,0.182,0.423,912.0,1.1,1.3
4,5,4,2,43817.0,0.177,0.416,869.0,1.2,0.8
5,5,1,2,70134.0,0.184,0.407,912.0,15.6,1.0
5,5,2,2,53895.0,0.173,0.423,828.0,15.7,1.1
5,5,3,2,38514.0,0.195,0.376,880.0,15.7,0.6
5,5,4,2,92260.0,0.185,0.352,820.0,14.7,0.6
6,5,1,2,57297.0,0.207,0.398,843.0,8.8,1.1
6,5,2,2,41949.0,0.194,0.389,903.0,9.1,0.4
6,5,3,2,30219.0,0.18,0.362,881.0,8.4,1.0
6,5,4,2,82998.0,0.184,0.387,903.0,8.8,0.7
7,5,1,2,39924.0,0.207,0.383,862.0,9.1,1.2
7,5,2,2,30296.0,0.186,0.39,874.0,8.7,0.6
7,5,3,2,20631.0,0.214,0.362,817.0,9.3,0.3
7,5,4,2,56538.0,0.209,0.376,860.0,8.5,1.0
8,5,1,2,59544.0,0.206,0.376,884.0,8.4,1.3
8,5,2,2,40919.0,0.208,0.407,900.0,8.0,1.4
8,5,3,2,32854.0,0.189,0.426,873.0,8.0,0.8
8,5,4,2,82887.0,0.203,0.414,844.0,9.1,0.4
9,5,1,2,42611.0,0.182,0.403,886.0,8.3,1.1
9,5,2,2,26212.0,0.173,0.411,832.0,9.4,1.3
9,5,3,2,19960.0,0.182,0.371,823.0,8.8,0.8
9,5,4,2,49662.0,0.189,0.351,869.0,8.6,0.3
10,5,1,2,46395.0,0.173,0.381,849.0,8.0,0.2
10,5,2,2,32289.0,0.212,0.383,897.0,7.9,1.2
10,5,3,2,23620.0,0.203,0.357,883.0,9.5,1.1
10,5,4,2,56834.0,0.214,0.425,842.0,8.9,0.8
1,6,1,2,50160.0,0.497,0.662,880.0,2.2,1.7
1,6,2,2,36656.0,0.461,0.657,853.0,2.1,3.4
1,6,3,2,24896.0,0.467,0.605,825.0,2.2,2.3
1,6,4,2,66878.0,0.503,0.556,848.0,2.0,3.0
2,6,1,2,47002.0,0.484,0.65,826.0,2.2,1.8
2,6,2,2,32876.0,0.459,0.625,826.0,2.2,2.7
2,6,3,2,24138.0,0.529,0.556,869.0,2.3,2.2
2,6,4,2,62205.0,0.491,0.573,831.0,2.1,3.9
3,6,1,2,50571.0,0.189,0.403,856.0,1.2,1.0
3,6,2,2,36243.0,0.177,0.382,830.0,1.0,1.0
3,6,3,2,27775.0,0.214,0.393,867.0,1.0,1.1
3,6,4,2,73750.0,0.188,0.413,879.0,1.2,0.7
4,6,1,2,32101.0,0.192,0.353,876.0,1.0,1.2
4,6,2,2,23478.0,0.182,0.366,872.0,1.2,0.6
4,6,3,2,16415.0,0.188,0.412,913.0,1.2,1.1
4,6,4,2,42423.0,0.177,0.387,882.0,1.1,0.5
5,6,1,2,71206.0,0.188,0.412,863.0,16.0,0.3
5,6,2,2,48820.0,0.211,0.385,831.0,14.5,0.7
5,6,3,2,39205.0,0.196,0.404,875.0,14.9,0.3
5,6,4,2,101941.0,0.171,0.382,899.0,14.8,0.8
6,6,1,2,59963.0,0.206,0.397,853.0,9.4,1.1
6,6,2,2,39569.0,0.199,0.418,839.0,8.0,1.4
6,6,3,2,31497.0,0.174,0.397,903.0,8.3,0.6
6,6,4,2,80276.0,0.2,0.356,883.0,8.5,1.2
7,6,1,2,45316.0,0.214,0.412,900.0,8.3,0.5
7,6,2,2,28679.0,0.184,0.369,877.0,8.7,0.7
7,6,3,2,22057.0,0.186,0.382,861.0,8.2,1.2
7,6,4,2,60814.0,0.175,0.391,869.0,9.5,1.2
8,6,1,2,63869.0,0.213,0.352,852.0,9.2,1.2
8,6,2,2,43995.0,0.209,0.382,822.0,9.1,0.4
8,6,3,2,32622.0,0.201,0.354,905.0,9.0,1.4
8,6,4,2,81661.0,0.181,0.366,911.0,9.3,0.5
9,6,1,2,39315.0,0.2,0.372,882.0,8.0,0.7
9,6,2,2,27574.0,0.214,0.399,858.0,9.3,0.8
9,6,3,2,19647.0,0.21,0.406,838.0,9.5,0.5
9,6,4,2,51992.0,0.189,0.42,828.0,9.5,0.3
10,6,1,2,46793.0,0.178,0.381,842.0,8.6,0.4
10,6,2,2,31885.0,0.175,0.389,840.0,8.5,1.0
10,6,3,2,23777.0,0.176,0.359,821.0,7.8,0.7
10,6,4,2,54704.0,0.178,0.417,891.0,8.7,0.6
1,7,1,2,52848.0,0.5,0.561,865.0,2.0,4.1
1,7,2,2,33081.0,0.517,0.584,903.0,2.0,4.3
1,7,3,2,23605.0,0.536,0.575,916.0,2.2,4.0
1,7,4,2,68754.0,0.468,0.55,920.0,2.1,1.1
2,7,1,2,50342.0,0.481,0.549,888.0,2.3,4.9
2,7,2,2,32398.0,0.447,0.553,878.0,2.2,2.2
2,7,3,2,23195.0,0.443,0.575,912.0,2.2,0.8
2,7,4,2,57852.0,0.535,0.549,852.0,2.0,4.4
3,7,1,2,51237.0,0.198,0.391,883.0,1.1,0.9
3,7,2,2,35783.0,0.185,0.425,865.0,1.0,1.4
3,7,3,2,29497.0,0.209,0.399,892.0,1.1,0.8
3,7,4,2,73858.0,0.171,0.422,911.0,1.0,0.8
4,7,1,2,33043.0,0.192,0.428,879.0,1.0,0.7
4,7,2,2,25168.0,0.171,0.415,841.0,1.2,0.4
4,7,3,2,17501.0,0.199,0.423,912.0,1.0,0.8
4,7,4,2,47456.0,0.213,0.354,841.0,1.0,1.2
5,7,1,2,76419.0,0.215,0.395,874.0,14.3,1.2
5,7,2,2,55449.0,0.199,0.354,897.0,16.1,1.0
5,7,3,2,35718.0,0.175,0.403,887.0,16.5,1.4
5,7,4,2,99864.0,0.176,0.385,818.0,16.3,0.7
6,7,1,2,63684.0,0.174,0.429,902.0,9.4,0.4
6,7,2,2,44642.0,0.203,0.384,898.0,8.0,0.8
6,7,3,2,30430.0,0.178,0.407,843.0,9.0,0.9
6,7,4,2,76074.0,0.215,0.411,839.0,9.1,1.2
7,7,1,2,43477.0,0.214,0.401,878.0,8.9,0.2
7,7,2,2,31060.0,0.21,0.366,832.0,9.4,1.0
7,7,3,2,23005.0,0.204,0.414,820.0,8.9,0.9
7,7,4,2,52912.0,0.191,0.418,857.0,8.2,0.9
8,7,1,2,66472.0,0.202,0.351,903.0,8.7,1.4
8,7,2,2,46122.0,0.186,0.422,902.0,7.8,0.3
8,7,3,2,33317.0,0.195,0.358,829.0,8.8,1.4
8,7,4,2,84449.0,0.174,0.36,841.0,8.0,0.8
9,7,1,2,39970.0,0.172,0.368,865.0,8.1,1.3
9,7,2,2,29212.0,0.175,0.428,832.0,8.5,0.5
9,7,3,2,18663.0,0.177,0.358,841.0,9.3,0.7
9,7,4,2,53817.0,0.195,0.413,841.0,9.0,1.2
10,7,1,2,45857.0,0.183,0.408,833.0,9.4,0.7
10,7,2,2,29371.0,0.177,0.363,879.0,9.2,0.3
10,7,3,2,22901.0,0.209,0.395,819.0,9.2,0.7
10,7,4,2,58078.0,0.174,0.388,858.0,8.3,0.9
1,8,1,2,47836.0,0.52,0.666,906.0,2.2,2.7
1,8,2,2,35651.0,0.481,0.635,856.0,2.1,2.1
1,8,3,2,26937.0,0.471,0.563,855.0,2.3,1.7
1,8,4,2,69847.0,0.53,0.65,914.0,2.0,4.3
2,8,1,2,45603.0,0.504,0.656,837.0,2.2,3.0
2,8,2,2,32118.0,0.497,0.56,895.0,1.9,2.9
2,8,3,2,23012.0,0.429,0.669,850.0,2.3,4.8
2,8,4,2,59795.0,0.464,0.64,893.0,2.3,4.3
3,8,1,2,54266.0,0.214,0.414,850.0,1.0,1.0
3,8,2,2,37997.0,0.189,0.372,835.0,1.0,0.7
3,8,3,2,26936.0,0.21,0.377,906.0,1.2,0.2
3,8,4,2,67994.0,0.191,0.351,867.0,1.1,1.0
4,8,1,2,36443.0,0.215,0.403,818.0,1.0,0.6
4,8,2,2,23784.0,0.193,0.359,902.0,1.2,1.1
4,8,3,2,17713.0,0.186,0.367,903.0,1.2,0.4
4,8,4,2,41590.0,0.196,0.367,820.0,1.0,1.1
5,8,1,2,72791.0,0.196,0.425,892.0,15.3,0.5
5,8,2,2,54120.0,0.169,0.372,849.0,16.4,0.2
5,8,3,2,39955.0,0.172,0.374,917.0,15.9,0.5
5,8,4,2,99592.0,0.199,0.367,829.0,13.8,0.3
6,8,1,2,55715.0,0.191,0.377,868.0,9.0,0.6
6,8,2,2,40449.0,0.173,0.425,901.0,9.0,1.0
6,8,3,2,28241.0,0.173,0.413,881.0,8.5,0.9
6,8,4,2,72695.0,0.169,0.404,881.0,8.8,0.7
7,8,1,2,42779.0,0.204,0.352,820.0,9.1,0.2
7,8,2,2,32649.0,0.172,0.391,919.0,8.1,0.3
7,8,3,2,20999.0,0.202,0.406,837.0,8.6,1.1
7,8,4,2,59065.0,0.199,0.368,844.0,7.8,1.2
8,8,1,2,65444.0,0.187,0.412,827.0,8.3,0.7
8,8,2,2,43740.0,0.205,0.408,873.0,9.5,1.1
8,8,3,2,33854.0,0.18,0.354,902.0,7.8,0.4
8,8,4,2,81206.0,0.211,0.382,827.0,8.3,0.8
9,8,1,2,39234.0,0.172,0.375,884.0,7.8,0.6
9,8,2,2,27676.0,0.209,0.394,856.0,8.3,0.2
9,8,3,2,18837.0,0.171,0.372,918.0,8.5,0.4
9,8,4,2,53231.0,0.177,0.352,885.0,8.4,0.7
10,8,1,2,45362.0,0.193,0.423,850.0,9.5,0.5
10,8,2,2,31116.0,0.199,0.364,861.0,9.0,0.7
10,8,3,2,22463.0,0.198,0.422,839.0,8.4,0.8
10,8,4,2,62034.0,0.195,0.38,873.0,9.5,0.8
1,9,1,2,50616.0,0.503,0.588,898.0,2.1,1.4
1,9,2,2,37959.0,0.511,0.573,841.0,2.4,4.4
1,9,3,2,23669.0,0.496,0.579,897.0,2.2,0.8
1,9,4,2,67802.0,0.426,0.598,919.0,2.1,2.1
2,9,1,2,49171.0,0.502,0.639,845.0,2.4,5.2
2,9,2,2,33110.0,0.477,0.563,856.0,2.1,5.0
2,9,3,2,23632.0,0.507,0.598,857.0,2.1,3.7
2,9,4,2,63864.0,0.429,0.657,847.0,2.4,1.6
3,9,1,2,54166.0,0.172,0.396,896.0,1.1,1.4
3,9,2,2,39246.0,0.189,0.378,873.0,1.0,0.8
3,9,3,2,27652.0,0.18,0.413,823.0,1.1,1.2
3,9,4,2,74705.0,0.188,0.421,827.0,1.1,0.3
4,9,1,2,33515.0,0.202,0.391,856.0,1.1,0.3
4,9,2,2,25589.0,0.192,0.424,848.0,1.1,1.0
4,9,3,2,16417.0,0.212,0.368,847.0,1.1,0.9
4,9,4,2,42892.0,0.2,0.384,877.0,1.1,0.8
5,9,1,2,75379.0,0.205,0.4,857.0,16.2,1.3
5,9,2,2,50849.0,0.188,0.399,837.0,15.4,0.9
5,9,3,2,34427.0,0.208,0.367,920.0,15.1,0.7
5,9,4,2,95561.0,0.205,0.351,920.0,16.2,1.1
6,9,1,2,61021.0,0.194,0.361,856.0,7.8,0.9
6,9,2,2,40607.0,0.174,0.372,855.0,7.8,1.3
6,9,3,2,29974.0,0.195,0.412,826.0,8.2,0.3
6,9,4,2,71297.0,0.189,0.405,850.0,8.6,0.4
7,9,1,2,44835.0,0.192,0.356,847.0,9.2,0.4
7,9,2,2,28468.0,0.189,0.393,905.0,8.1,0.9
7,9,3,2,23084.0,0.202,0.404,824.0,8.2,0.3
7,9,4,2,54288.0,0.204,0.419,889.0,9.2,0.9
8,9,1,2,65857.0,0.184,0.394,913.0,7.8,0.7
8,9,2,2,43269.0,0.173,0.39,877.0,8.3,1.0
8,9,3,2,30010.0,0.211,0.39,884.0,7.8,0.2
8,9,4,2,78433.0,0.206,0.376,861.0,8.2,0.9
9,9,1,2,39559.0,0.205,0.411,830.0,8.5,1.3
9,9,2,2,29055.0,0.182,0.365,821.0,8.8,0.3
9,9,3,2,20696.0,0.188,0.423,894.0,9.3,1.3
9,9,4,2,55138.0,0.183,0.426,837.0,9.1,0.4
10,9,1,2,48002.0,0.196,0.358,908.0,9.3,0.6
10,9,2,2,33272.0,0.192,0.405,919.0,8.0,0.9
10,9,3,2,23974.0,0.197,0.358,868.0,8.4,0.5
