country_key,date_key,sector_key,conflict_phase_key,supply_chain_disruption_index,estimated_gdp_impact_musd,avg_delivery_delay_days,input_cost_increase_pct,inventory_stress_score,supplier_diversification_score
11,20241201,7,1,9.1,0.0,1.0,0.0,1.5,4.0
11,20241201,8,1,20.7,0.0,1.0,0.0,4.2,4.0
12,20241201,1,1,16.3,0.0,1.1,0.0,3.0,6.6
12,20241201,2,1,12.5,0.0,1.0,0.0,2.0,6.6
12,20241201,3,1,6.2,0.0,1.0,0.0,1.1,6.6
12,20241201,4,1,4.8,0.0,0.9,0.0,1.0,6.6
12,20241201,5,1,8.4,0.0,0.9,0.0,1.6,6.6
12,20241201,6,1,9.9,0.0,0.9,0.0,1.7,6.6
12,20241201,7,1,4.4,0.0,0.9,0.0,0.9,6.6
12,20241201,8,1,13.8,0.0,1.1,0.0,2.2,6.6
13,20241201,1,1,28.3,0.0,0.9,0.0,5.3,3.8
13,20241201,2,1,20.4,0.0,1.1,0.0,4.0,3.8
13,20241201,3,1,11.1,0.0,0.9,0.0,2.0,3.8
13,20241201,4,1,9.8,0.0,1.0,0.0,1.7,3.8
13,20241201,5,1,15.5,0.0,1.1,0.0,2.8,3.8
13,20241201,6,1,20.0,0.0,1.1,0.0,3.1,3.8
13,20241201,7,1,7.8,0.0,0.9,0.0,1.7,3.8
13,20241201,8,1,20.7,0.0,1.0,0.0,4.4,3.8
14,20241201,1,1,35.9,0.0,0.9,0.0,6.0,3.6
14,20241201,2,1,19.1,0.0,0.9,0.0,4.2,3.6
14,20241201,3,1,11.8,0.0,0.9,0.0,2.3,3.6
14,20241201,4,1,11.2,0.0,0.9,0.0,1.8,3.6
14,20241201,5,1,13.9,0.0,1.1,0.0,2.9,3.6
14,20241201,6,1,17.5,0.0,1.0,0.0,3.8,3.6
14,20241201,7,1,10.0,0.0,1.0,0.0,1.7,3.6
14,20241201,8,1,26.0,0.0,1.1,0.0,4.1,3.6
15,20241201,1,1,11.1,0.0,1.1,0.0,2.1,7.8
15,20241201,2,1,7.2,0.0,1.1,0.0,1.3,7.8
15,20241201,3,1,4.6,0.0,1.0,0.0,0.8,7.8
15,20241201,4,1,3.7,0.0,1.1,0.0,0.6,7.8
15,20241201,5,1,4.8,0.0,1.1,0.0,1.0,7.8
15,20241201,6,1,6.7,0.0,1.1,0.0,1.2,7.8
15,20241201,7,1,3.5,0.0,0.9,0.0,0.6,7.8
15,20241201,8,1,8.7,0.0,1.0,0.0,1.5,7.8
16,20241201,1,1,30.5,0.0,1.0,0.0,6.9,2.8
16,20241201,2,1,24.4,0.0,1.0,0.0,4.4,2.8
16,20241201,3,1,14.2,0.0,0.9,0.0,2.7,2.8
16,20241201,4,1,12.4,0.0,1.1,0.0,2.3,2.8
16,20241201,5,1,16.0,0.0,0.9,0.0,3.0,2.8
16,20241201,6,1,21.5,0.0,1.1,0.0,4.1,2.8
16,20241201,7,1,10.7,0.0,1.1,0.0,1.9,2.8
16,20241201,8,1,24.2,0.0,0.9,0.0,4.9,2.8
17,20241201,1,1,15.3,0.0,0.9,0.0,2.7,7.2
17,20241201,2,1,9.8,0.0,1.0,0.0,1.8,7.2
17,20241201,3,1,6.1,0.0,1.0,0.0,1.0,7.2
17,20241201,4,1,4.6,0.0,1.0,0.0,0.8,7.2
17,20241201,5,1,6.6,0.0,1.1,0.0,1.3,7.2
17,20241201,6,1,9.7,0.0,0.9,0.0,1.5,7.2
17,20241201,7,1,4.3,0.0,1.0,0.0,0.7,7.2
17,20241201,8,1,11.0,0.0,1.1,0.0,1.7,7.2
18,20241201,1,1,16.7,0.0,1.0,0.0,2.9,6.8
18,20241201,2,1,9.2,0.0,1.1,0.0,1.7,6.8
18,20241201,3,1,5.6,0.0,0.9,0.0,1.1,6.8
18,20241201,4,1,6.0,0.0,1.1,0.0,0.9,6.8
18,20241201,5,1,7.3,0.0,1.1,0.0,1.3,6.8
18,20241201,6,1,10.8,0.0,1.1,0.0,1.6,6.8
18,20241201,7,1,4.4,0.0,0.9,0.0,0.8,6.8
18,20241201,8,1,11.6,0.0,1.0,0.0,2.0,6.8
19,20241201,1,1,3.6,0.0,0.9,0.0,0.7,9.2
19,20241201,2,1,2.4,0.0,1.1,0.0,0.5,9.2
19,20241201,3,1,1.8,0.0,0.9,0.0,0.3,9.2
19,20241201,4,1,1.4,0.0,1.0,0.0,0.3,9.2
19,20241201,5,1,2.2,0.0,0.9,0.0,0.4,9.2
19,20241201,6,1,2.1,0.0,0.9,0.0,0.4,9.2
19,20241201,7,1,1.0,0.0,1.0,0.0,0.2,9.2
19,20241201,8,1,2.9,0.0,1.1,0.0,0.5,9.2
20,20241201,1,1,2.0,0.0,1.1,0.0,0.3,9.6
20,20241201,2,1,1.2,0.0,0.9,0.0,0.3,9.6
20,20241201,3,1,0.8,0.0,1.0,0.0,0.1,9.6
20,20241201,4,1,0.7,0.0,1.1,0.0,0.1,9.6
20,20241201,5,1,0.9,0.0,1.0,0.0,0.2,9.6
20,20241201,6,1,1.1,0.0,1.1,0.0,0.2,9.6
20,20241201,7,1,0.6,0.0,1.1,0.0,0.1,9.6
20,20241201,8,1,1.4,0.0,1.1,0.0,0.3,9.6
1,20250101,1,2,20.8,1.2,6.8,3.93,4.8,7.1
1,20250101,2,2,17.6,0.7,4.9,2.65,3.0,7.1
1,20250101,3,2,8.6,0.5,3.4,1.33,1.6,7.1
1,20250101,4,2,9.0,0.3,2.9,1.21,1.5,7.1
1,20250101,5,2,10.7,0.5,4.4,2.04,2.2,7.1
1,20250101,6,2,15.9,0.7,4.3,2.27,2.8,7.1
1,20250101,7,2,7.3,0.3,2.2,1.08,1.3,7.1
1,20250101,8,2,19.1,0.8,5.1,2.79,3.1,7.1
2,20250101,1,2,36.2,0.3,10.5,4.81,6.4,5.6
2,20250101,2,2,22.2,0.2,6.8,3.42,4.0,5.6
2,20250101,3,2,13.1,0.1,3.9,1.97,2.3,5.6
2,20250101,4,2,13.1,0.1,3.8,1.73,1.9,5.6
2,20250101,5,2,18.3,0.2,5.9,2.26,3.3,5.6
2,20250101,6,2,19.3,0.2,6.6,3.19,4.2,5.6
2,20250101,7,2,10.7,0.1,3.5,1.38,1.7,5.6
2,20250101,8,2,22.6,0.3,9.2,3.35,4.5,5.6
3,20250101,1,2,55.1,0.5,16.4,7.5,8.5,3.6
3,20250101,2,2,30.5,0.3,10.5,4.65,5.9,3.6
3,20250101,3,2,16.9,0.2,6.3,3.03,3.5,3.6
3,20250101,4,2,16.4,0.2,4.9,2.54,3.3,3.6
3,20250101,5,2,27.1,0.2,7.2,3.38,4.1,3.6
3,20250101,6,2,33.5,0.3,9.3,4.69,5.7,3.6
3,20250101,7,2,12.1,0.1,4.4,2.11,2.4,3.6
3,20250101,8,2,39.8,0.4,11.3,4.87,6.8,3.6
4,20250101,1,2,43.1,0.2,11.6,5.63,7.1,4.8
4,20250101,2,2,29.9,0.1,8.3,3.61,4.7,4.8
4,20250101,3,2,17.2,0.1,4.5,2.47,3.1,4.8
4,20250101,4,2,11.4,0.1,4.0,1.85,2.6,4.8
4,20250101,5,2,21.7,0.1,5.7,2.79,3.4,4.8
4,20250101,6,2,21.4,0.1,8.0,3.23,4.4,4.8
4,20250101,7,2,10.6,0.0,3.8,1.78,2.0,4.8
4,20250101,8,2,26.9,0.1,10.1,5.26,5.6,4.8
5,20250101,1,2,8.2,0.0,2.7,1.09,1.7,9.4
5,20250101,2,2,5.9,0.0,1.7,0.98,1.0,9.4
5,20250101,3,2,3.0,0.0,1.1,0.45,0.6,9.4
5,20250101,4,2,2.9,0.0,0.9,0.47,0.5,9.4
5,20250101,5,2,3.6,0.0,1.5,0.7,0.8,9.4
5,20250101,6,2,5.5,0.0,1.9,0.65,0.9,9.4
5,20250101,7,2,2.3,0.0,0.9,0.41,0.4,9.4
5,20250101,8,2,6.3,0.0,2.0,0.89,1.0,9.4
6,20250101,1,2,9.1,0.0,3.3,1.83,1.7,9.2
6,20250101,2,2,6.1,0.0,1.9,1.1,1.2,9.2
6,20250101,3,2,3.4,0.0,1.1,0.58,0.8,9.2
6,20250101,4,2,3.4,0.0,1.0,0.5,0.6,9.2
6,20250101,5,2,5.2,0.0,1.4,0.75,0.9,9.2
6,20250101,6,2,5.8,0.0,1.8,0.91,1.0,9.2
6,20250101,7,2,3.0,0.0,1.1,0.4,0.5,9.2
6,20250101,8,2,7.2,0.0,2.1,1.16,1.2,9.2
7,20250101,1,2,26.1,0.0,11.4,3.94,5.3,6.2
7,20250101,2,2,17.5,0.0,5.8,3.13,3.5,6.2
7,20250101,3,2,13.3,0.0,3.9,2.13,2.0,6.2
7,20250101,4,2,9.5,0.0,3.4,1.74,1.9,6.2
7,20250101,5,2,14.5,0.0,4.7,2.21,2.9,6.2
7,20250101,6,2,16.3,0.0,5.6,2.46,3.4,6.2
7,20250101,7,2,8.9,0.0,2.4,1.13,1.6,6.2
7,20250101,8,2,21.2,0.0,6.3,2.93,4.3,6.2
8,20250101,1,2,12.1,0.0,4.1,2.2,2.2,8.8
8,20250101,2,2,7.7,0.0,2.7,1.4,1.6,8.8
8,20250101,3,2,4.4,0.0,1.4,0.83,0.8,8.8
8,20250101,4,2,4.4,0.0,1.2,0.74,0.7,8.8
8,20250101,5,2,6.1,0.0,1.8,1.11,1.0,8.8
8,20250101,6,2,8.6,0.0,2.3,1.23,1.4,8.8
8,20250101,7,2,3.5,0.0,1.1,0.5,0.6,8.8
8,20250101,8,2,9.5,0.0,3.0,1.49,1.6,8.8
9,20250101,1,2,35.7,0.0,10.4,5.2,6.6,5.8
9,20250101,2,2,25.5,0.0,6.6,3.68,4.1,5.8
9,20250101,3,2,12.8,0.0,3.9,2.27,2.4,5.8
9,20250101,4,2,10.5,0.0,3.5,1.93,1.8,5.8
9,20250101,5,2,18.7,0.0,5.9,2.65,3.2,5.8
9,20250101,6,2,20.2,0.0,6.5,3.63,3.9,5.8
9,20250101,7,2,8.5,0.0,3.0,1.43,1.5,5.8
9,20250101,8,2,26.9,0.0,7.7,3.44,4.7,5.8
10,20250101,1,2,7.1,0.0,2.3,0.92,1.2,9.6
10,20250101,2,2,4.6,0.0,1.4,0.74,0.9,9.6
10,20250101,3,2,2.9,0.0,1.1,0.37,0.4,9.6
10,20250101,4,2,2.4,0.0,1.0,0.35,0.4,9.6
10,20250101,5,2,3.1,0.0,1.1,0.45,0.6,9.6
10,20250101,6,2,4.1,0.0,1.5,0.68,0.7,9.6
10,20250101,7,2,1.8,0.0,0.9,0.32,0.3,9.6
10,20250101,8,2,5.4,0.0,1.5,0.87,1.0,9.6
11,20250101,1,2,36.3,0.0,12.8,6.05,7.2,4.6
11,20250101,2,2,29.7,0.0,8.1,4.17,4.6,4.6
11,20250101,3,2,14.4,0.0,5.9,2.78,3.2,4.6
11,20250101,4,2,14.2,0.0,4.9,2.08,2.4,4.6
11,20250101,5,2,20.6,0.0,7.2,3.11,4.1,4.6
11,20250101,6,2,28.4,0.0,7.1,3.7,4.2,4.6
11,20250101,7,2,11.1,0.0,3.6,1.73,2.0,4.6
11,20250101,8,2,31.4,0.0,11.0,5.32,6.0,4.6
12,20250101,1,2,26.6,0.0,8.4,3.89,4.3,7.2
12,20250101,2,2,16.4,0.0,5.6,2.34,2.6,7.2
12,20250101,3,2,8.3,0.0,2.6,1.59,1.7,7.2
12,20250101,4,2,6.9,0.0,2.9,1.2,1.3,7.2
12,20250101,5,2,10.1,0.0,3.6,1.56,1.9,7.2
12,20250101,6,2,14.3,0.0,4.9,2.19,2.5,7.2
12,20250101,7,2,5.7,0.0,2.0,1.04,1.3,7.2
12,20250101,8,2,15.2,0.0,4.9,2.65,3.3,7.2
13,20250101,1,2,37.9,0.1,13.6,7.48,8.0,4.4
13,20250101,2,2,30.3,0.1,8.4,4.96,5.0,4.4
13,20250101,3,2,15.5,0.0,5.4,2.52,2.8,4.4
13,20250101,4,2,16.1,0.0,4.3,2.47,2.6,4.4
13,20250101,5,2,18.5,0.0,7.4,3.34,3.9,4.4
13,20250101,6,2,28.0,0.1,7.7,4.59,4.5,4.4
13,20250101,7,2,13.1,0.0,3.6,1.84,2.2,4.4
13,20250101,8,2,35.1,0.1,9.3,5.38,5.8,4.4
14,20250101,1,2,48.3,0.1,13.2,8.13,8.1,4.2
14,20250101,2,2,31.5,0.0,8.9,4.69,5.7,4.2
14,20250101,3,2,19.7,0.0,6.0,2.69,3.2,4.2
14,20250101,4,2,15.2,0.0,5.4,2.03,2.7,4.2
14,20250101,5,2,23.0,0.0,6.5,3.94,4.3,4.2
14,20250101,6,2,23.6,0.0,9.2,3.54,5.1,4.2
14,20250101,7,2,12.1,0.0,4.4,1.93,2.3,4.2
14,20250101,8,2,32.4,0.0,10.3,5.03,6.0,4.2
15,20250101,1,2,15.0,0.0,4.6,2.27,3.0,8.4
15,20250101,2,2,11.4,0.0,3.2,1.7,1.9,8.4
15,20250101,3,2,6.8,0.0,2.2,0.87,1.2,8.4
15,20250101,4,2,4.5,0.0,1.9,0.91,0.9,8.4
15,20250101,5,2,8.5,0.0,2.2,1.21,1.4,8.4
15,20250101,6,2,8.3,0.0,2.8,1.46,1.8,8.4
15,20250101,7,2,3.7,0.0,1.6,0.57,0.8,8.4
15,20250101,8,2,12.0,0.0,3.3,1.61,2.0,8.4
16,20250101,1,2,46.0,0.0,14.3,6.5,9.1,3.4
16,20250101,2,2,32.8,0.0,11.8,5.93,6.6,3.4
16,20250101,3,2,19.5,0.0,5.4,3.42,3.3,3.4
16,20250101,4,2,14.4,0.0,4.9,2.78,2.9,3.4
16,20250101,5,2,22.8,0.0,8.4,4.12,4.3,3.4
16,20250101,6,2,26.7,0.0,8.7,5.1,6.0,3.4
16,20250101,7,2,13.3,0.0,5.0,1.82,2.5,3.4
16,20250101,8,2,38.3,0.0,11.3,4.8,6.8,3.4
17,20250101,1,2,21.4,0.0,6.3,3.37,3.8,7.8
17,20250101,2,2,14.5,0.0,4.7,1.77,2.2,7.8
17,20250101,3,2,8.4,0.0,2.4,1.1,1.4,7.8
17,20250101,4,2,7.1,0.0,2.1,1.11,1.2,7.8
17,20250101,5,2,10.7,0.0,3.1,1.37,1.7,7.8
17,20250101,6,2,11.8,0.0,3.4,2.04,2.1,7.8
17,20250101,7,2,5.7,0.0,1.9,0.91,1.0,7.8
17,20250101,8,2,11.9,0.0,4.3,2.02,2.7,7.8
18,20250101,1,2,20.6,0.0,8.0,2.95,3.8,7.4
18,20250101,2,2,13.8,0.0,4.3,2.24,2.7,7.4
18,20250101,3,2,8.4,0.0,3.1,1.26,1.7,7.4
18,20250101,4,2,6.9,0.0,2.7,1.24,1.4,7.4
18,20250101,5,2,11.8,0.0,3.2,1.9,2.0,7.4
18,20250101,6,2,15.2,0.0,4.7,2.01,2.6,7.4
18,20250101,7,2,7.0,0.0,2.2,0.88,1.2,7.4
18,20250101,8,2,16.1,0.0,5.8,2.59,3.0,7.4
19,20250101,1,2,5.9,0.0,1.9,0.92,1.0,9.8
19,20250101,2,2,3.5,0.0,1.1,0.63,0.6,9.8
19,20250101,3,2,2.3,0.0,1.0,0.28,0.4,9.8
19,20250101,4,2,1.6,0.0,1.1,0.32,0.3,9.8
19,20250101,5,2,2.4,0.0,1.0,0.4,0.5,9.8
19,20250101,6,2,3.7,0.0,0.9,0.51,0.6,9.8
19,20250101,7,2,1.4,0.0,0.9,0.28,0.3,9.8
19,20250101,8,2,4.0,0.0,1.2,0.58,0.7,9.8
20,20250101,1,2,2.5,0.0,1.1,0.45,0.5,10.0
20,20250101,2,2,1.6,0.0,0.9,0.33,0.3,10.0
20,20250101,3,2,1.1,0.0,0.9,0.18,0.2,10.0
20,20250101,4,2,1.0,0.0,1.1,0.15,0.2,10.0
20,20250101,5,2,1.3,0.0,1.1,0.21,0.2,10.0
20,20250101,6,2,1.8,0.0,0.9,0.31,0.3,10.0
20,20250101,7,2,0.7,0.0,0.9,0.11,0.1,10.0
20,20250101,8,2,1.8,0.0,1.1,0.35,0.3,10.0
1,20250201,1,2,26.3,1.1,8.6,3.79,4.3,7.1
1,20250201,2,2,15.4,0.9,5.8,2.38,2.7,7.1
1,20250201,3,2,10.7,0.4,2.8,1.65,1.9,7.1
1,20250201,4,2,8.4,0.3,2.3,1.46,1.6,7.1
1,20250201,5,2,11.3,0.5,4.2,1.63,2.2,7.1
1,20250201,6,2,14.8,0.7,5.2,2.57,2.8,7.1
1,20250201,7,2,7.0,0.4,2.3,1.11,1.2,7.1
1,20250201,8,2,20.1,0.7,5.9,2.29,3.4,7.1
2,20250201,1,2,29.2,0.3,11.2,5.86,6.4,5.6
2,20250201,2,2,22.4,0.2,7.9,3.96,4.5,5.6
2,20250201,3,2,11.8,0.2,4.6,1.87,2.3,5.6
2,20250201,4,2,11.0,0.1,3.5,1.94,2.0,5.6
2,20250201,5,2,19.4,0.2,5.2,3.07,3.1,5.6
2,20250201,6,2,20.4,0.3,7.0,3.78,4.0,5.6
2,20250201,7,2,10.1,0.1,3.1,1.52,1.8,5.6
2,20250201,8,2,28.4,0.3,9.2,3.41,4.7,5.6
3,20250201,1,2,50.8,0.5,15.9,6.81,8.1,3.6
3,20250201,2,2,36.2,0.4,10.4,5.86,5.9,3.6
3,20250201,3,2,19.8,0.2,6.1,3.21,3.4,3.6
3,20250201,4,2,14.9,0.2,5.7,2.4,3.1,3.6
3,20250201,5,2,21.1,0.2,8.9,3.82,4.3,3.6
3,20250201,6,2,26.3,0.3,9.4,5.01,5.6,3.6
3,20250201,7,2,14.9,0.2,4.3,1.86,2.3,3.6
3,20250201,8,2,33.4,0.4,11.3,4.92,6.6,3.6
4,20250201,1,2,37.9,0.2,14.5,6.34,7.9,4.8
4,20250201,2,2,30.4,0.1,9.0,3.61,5.1,4.8
4,20250201,3,2,16.8,0.1,4.4,2.74,3.0,4.8
4,20250201,4,2,12.5,0.0,4.0,1.94,2.6,4.8
4,20250201,5,2,17.5,0.1,6.5,3.39,3.4,4.8
4,20250201,6,2,26.4,0.1,8.2,3.52,4.5,4.8
4,20250201,7,2,9.7,0.1,3.3,1.98,2.1,4.8
4,20250201,8,2,32.5,0.1,10.7,4.94,4.9,4.8
5,20250201,1,2,8.9,0.0,2.5,1.28,1.6,9.4
5,20250201,2,2,4.8,0.0,1.9,0.91,1.1,9.4
5,20250201,3,2,3.6,0.0,1.1,0.52,0.5,9.4
5,20250201,4,2,2.8,0.0,1.0,0.5,0.5,9.4
5,20250201,5,2,4.7,0.0,1.2,0.55,0.8,9.4
5,20250201,6,2,4.9,0.0,1.8,0.7,0.9,9.4
5,20250201,7,2,2.0,0.0,0.9,0.36,0.4,9.4
5,20250201,8,2,6.1,0.0,2.1,1.04,1.1,9.4
6,20250201,1,2,8.7,0.0,3.6,1.43,2.0,9.2
6,20250201,2,2,6.0,0.0,2.2,0.97,1.3,9.2
6,20250201,3,2,4.2,0.0,1.3,0.68,0.8,9.2
6,20250201,4,2,3.8,0.0,1.2,0.44,0.6,9.2
6,20250201,5,2,4.7,0.0,1.7,0.73,1.0,9.2
6,20250201,6,2,5.8,0.0,1.9,0.87,1.1,9.2
6,20250201,7,2,3.0,0.0,0.9,0.5,0.5,9.2
6,20250201,8,2,6.8,0.0,2.6,1.02,1.3,9.2
7,20250201,1,2,32.4,0.0,8.7,4.59,6.0,6.2
7,20250201,2,2,18.8,0.0,7.4,3.14,4.0,6.2
7,20250201,3,2,10.2,0.0,3.9,1.84,2.2,6.2
7,20250201,4,2,9.4,0.0,3.4,1.44,1.8,6.2
7,20250201,5,2,16.0,0.0,4.7,2.8,3.0,6.2
7,20250201,6,2,18.9,0.0,5.8,2.46,3.3,6.2
7,20250201,7,2,8.9,0.0,2.5,1.21,1.4,6.2
7,20250201,8,2,23.6,0.0,7.7,3.11,4.4,6.2
8,20250201,1,2,13.0,0.0,3.9,1.95,2.2,8.8
8,20250201,2,2,8.3,0.0,2.6,1.41,1.4,8.8
8,20250201,3,2,5.4,0.0,1.5,0.68,0.8,8.8
8,20250201,4,2,4.2,0.0,1.5,0.7,0.7,8.8
8,20250201,5,2,6.5,0.0,2.1,0.81,1.0,8.8
8,20250201,6,2,7.5,0.0,2.2,1.25,1.4,8.8
8,20250201,7,2,3.0,0.0,1.0,0.45,0.6,8.8
8,20250201,8,2,7.5,0.0,2.8,1.39,1.5,8.8
9,20250201,1,2,30.3,0.0,10.1,5.14,5.9,5.8
9,20250201,2,2,19.9,0.0,6.3,3.12,4.1,5.8
9,20250201,3,2,14.7,0.0,3.8,1.85,2.2,5.8
9,20250201,4,2,9.6,0.0,3.5,1.72,2.2,5.8
9,20250201,5,2,17.2,0.0,5.5,2.21,3.2,5.8
9,20250201,6,2,18.7,0.0,6.7,3.13,3.6,5.8
9,20250201,7,2,9.3,0.0,2.9,1.28,1.8,5.8
9,20250201,8,2,23.0,0.0,8.0,3.31,4.7,5.8
10,20250201,1,2,6.3,0.0,2.0,0.89,1.3,9.6
10,20250201,2,2,3.8,0.0,1.5,0.63,0.8,9.6
10,20250201,3,2,2.9,0.0,0.9,0.46,0.4,9.6
10,20250201,4,2,2.0,0.0,1.1,0.38,0.4,9.6
10,20250201,5,2,3.7,0.0,1.2,0.43,0.6,9.6
10,20250201,6,2,4.3,0.0,1.5,0.58,0.7,9.6
10,20250201,7,2,1.6,0.0,1.1,0.32,0.4,9.6
10,20250201,8,2,4.1,0.0,1.4,0.88,0.8,9.6
11,20250201,1,2,40.3,0.0,13.9,6.4,7.1,4.6
11,20250201,2,2,24.9,0.0,10.0,4.16,5.0,4.6
11,20250201,3,2,18.5,0.0,5.7,2.17,3.2,4.6
11,20250201,4,2,12.2,0.0,4.5,2.51,2.5,4.6
11,20250201,5,2,22.7,0.0,6.2,3.79,3.9,4.6
11,20250201,6,2,26.8,0.0,8.4,3.48,4.8,4.6
11,20250201,7,2,10.7,0.0,3.6,2.07,2.3,4.6
11,20250201,8,2,30.2,0.0,10.1,5.2,5.2,4.6
12,20250201,1,2,20.4,0.0,7.5,3.76,4.3,7.2
12,20250201,2,2,16.3,0.0,4.7,2.39,2.8,7.2
12,20250201,3,2,8.7,0.0,2.6,1.31,1.6,7.2
12,20250201,4,2,7.8,0.0,2.7,1.23,1.5,7.2
12,20250201,5,2,11.4,0.0,3.8,2.11,2.3,7.2
12,20250201,6,2,12.7,0.0,4.1,2.41,2.6,7.2
12,20250201,7,2,6.2,0.0,2.0,0.86,1.1,7.2
12,20250201,8,2,16.3,0.0,4.7,2.24,3.2,7.2
13,20250201,1,2,44.3,0.1,16.0,7.2,8.3,4.4
13,20250201,2,2,26.9,0.1,8.1,4.72,5.1,4.4
13,20250201,3,2,18.0,0.0,6.0,2.8,3.2,4.4
13,20250201,4,2,16.5,0.0,5.2,1.88,2.4,4.4
13,20250201,5,2,24.2,0.0,7.3,3.32,4.3,4.4
13,20250201,6,2,27.9,0.1,9.7,3.39,5.2,4.4
13,20250201,7,2,12.3,0.0,4.4,1.74,2.0,4.4
13,20250201,8,2,29.6,0.1,10.1,4.76,5.7,4.4
14,20250201,1,2,38.5,0.1,16.0,6.13,8.7,4.2
14,20250201,2,2,28.0,0.0,8.3,4.85,5.5,4.2
14,20250201,3,2,15.5,0.0,6.0,2.23,2.9,4.2
14,20250201,4,2,12.9,0.0,5.3,2.49,2.5,4.2
14,20250201,5,2,20.3,0.0,8.0,3.58,3.9,4.2
14,20250201,6,2,25.1,0.0,7.8,3.63,4.8,4.2
14,20250201,7,2,10.7,0.0,4.0,2.14,2.3,4.2
14,20250201,8,2,34.7,0.0,9.2,5.05,5.8,4.2
15,20250201,1,2,14.3,0.0,4.8,2.65,3.1,8.4
15,20250201,2,2,11.3,0.0,2.9,1.87,1.7,8.4
15,20250201,3,2,5.2,0.0,1.8,0.78,1.0,8.4
15,20250201,4,2,5.7,0.0,1.8,0.95,1.0,8.4
15,20250201,5,2,8.9,0.0,2.2,1.3,1.4,8.4
15,20250201,6,2,9.2,0.0,3.5,1.74,1.8,8.4
15,20250201,7,2,4.6,0.0,1.2,0.72,0.7,8.4
15,20250201,8,2,11.7,0.0,4.1,1.51,2.2,8.4
16,20250201,1,2,45.2,0.0,17.5,7.61,9.6,3.4
16,20250201,2,2,28.5,0.0,10.9,6.09,5.7,3.4
16,20250201,3,2,20.3,0.0,7.2,3.43,3.9,3.4
16,20250201,4,2,14.5,0.0,5.9,2.75,2.8,3.4
16,20250201,5,2,25.9,0.0,7.1,4.35,4.2,3.4
16,20250201,6,2,31.2,0.0,9.5,5.54,5.0,3.4
16,20250201,7,2,13.6,0.0,4.1,2.24,2.5,3.4
16,20250201,8,2,33.6,0.0,11.2,5.84,5.9,3.4
17,20250201,1,2,17.0,0.0,7.2,3.04,3.4,7.8
17,20250201,2,2,12.6,0.0,4.2,2.12,2.4,7.8
17,20250201,3,2,7.2,0.0,2.7,1.32,1.4,7.8
17,20250201,4,2,5.8,0.0,2.1,1.16,1.3,7.8
17,20250201,5,2,9.2,0.0,3.4,1.49,1.8,7.8
17,20250201,6,2,11.8,0.0,4.4,2.12,2.1,7.8
17,20250201,7,2,5.0,0.0,1.7,0.71,1.0,7.8
17,20250201,8,2,12.5,0.0,4.5,1.9,2.5,7.8
18,20250201,1,2,19.2,0.0,7.4,3.6,4.1,7.4
18,20250201,2,2,12.8,0.0,5.3,1.93,2.7,7.4
18,20250201,3,2,7.9,0.0,2.4,1.52,1.5,7.4
18,20250201,4,2,8.2,0.0,2.6,1.29,1.3,7.4
18,20250201,5,2,12.4,0.0,3.3,1.51,2.0,7.4
18,20250201,6,2,15.1,0.0,4.9,2.29,2.2,7.4
18,20250201,7,2,5.8,0.0,2.0,0.97,1.2,7.4
18,20250201,8,2,14.1,0.0,5.6,2.39,2.8,7.4
19,20250201,1,2,6.3,0.0,1.9,0.96,1.0,9.8
19,20250201,2,2,4.0,0.0,1.2,0.51,0.7,9.8
19,20250201,3,2,2.1,0.0,1.0,0.39,0.4,9.8
19,20250201,4,2,1.7,0.0,1.1,0.3,0.3,9.8
19,20250201,5,2,3.0,0.0,1.0,0.4,0.5,9.8
19,20250201,6,2,3.4,0.0,1.0,0.5,0.6,9.8
19,20250201,7,2,1.7,0.0,1.1,0.26,0.3,9.8
19,20250201,8,2,4.0,0.0,1.1,0.71,0.8,9.8
20,20250201,1,2,2.8,0.0,1.0,0.49,0.5,10.0
20,20250201,2,2,1.8,0.0,1.0,0.27,0.3,10.0
20,20250201,3,2,1.1,0.0,1.0,0.17,0.2,10.0
20,20250201,4,2,0.9,0.0,1.0,0.13,0.2,10.0
20,20250201,5,2,1.3,0.0,1.0,0.21,0.2,10.0
20,20250201,6,2,1.6,0.0,1.1,0.29,0.3,10.0
20,20250201,7,2,0.8,0.0,1.0,0.11,0.2,10.0
20,20250201,8,2,1.7,0.0,1.0,0.3,0.4,10.0
1,20250301,1,2,21.1,1.2,6.8,3.78,4.6,7.1
1,20250301,2,2,13.9,0.7,5.8,2.28,2.9,7.1
1,20250301,3,2,8.5,0.4,3.5,1.22,1.6,7.1
1,20250301,4,2,7.0,0.4,3.0,1.49,1.4,7.1
1,20250301,5,2,13.2,0.6,4.5,2.02,2.4,7.1
1,20250301,6,2,12.7,0.8,5.5,2.0,2.8,7.1
1,20250301,7,2,7.1,0.3,2.2,0.91,1.2,7.1
1,20250301,8,2,16.2,1.0,6.5,2.89,3.4,7.1
2,20250301,1,2,32.7,0.4,10.9,5.17,5.8,5.6
2,20250301,2,2,24.9,0.2,8.2,3.12,3.8,5.6
2,20250301,3,2,11.4,0.1,4.2,1.95,2.5,5.6
2,20250301,4,2,11.7,0.1,4.3,1.81,2.3,5.6
2,20250301,5,2,19.7,0.1,5.8,2.31,3.4,5.6
2,20250301,6,2,22.9,0.2,6.4,3.0,4.1,5.6
2,20250301,7,2,9.4,0.1,3.2,1.47,1.8,5.6
